Gene = 4931406P16Rik
Position 565: 0.00014821344709778687
Position 847: 0.00013625250571837344
Position 1249: 0.00011442892339710486
Position 499: 0.00011230602025730116
Position 1085: 9.764723000095117e-05
Position 1289: 8.077256141348565e-05
Position 159: 2.669640700445133e-05
Position 1427: 1.4496023035983131e-05
Position 910: 1.3988959473945816e-05
Position 860: 1.3856247152715509e-05
Position 381: 1.3130498814146919e-05
Position 782: 1.2404197988519861e-05
Position 122: 1.1334160846706741e-05
Position 484: 1.0664156926981709e-05
Position 1508: 9.204834772778187e-06
Position 1477: 8.454913752551072e-06
Position 1441: 7.610771177515179e-06
Position 11: 7.401510880436097e-06
Position 1722: 6.145680315953666e-06
Position 1429: 5.7582011323010606e-06
Position 394: 5.4700709131295564e-06
Position 763: 4.866416113534115e-06
Position 291: 4.497984335706598e-06
Position 895: 4.331255875928647e-06
Position 2814: 4.275870738816304e-06
Position 1240: 4.161755608409831e-06
Position 618: 3.94237141540528e-06
Position 548: 3.586201898647449e-06
Position 1106: 3.571930758199109e-06
Position 877: 2.849780167048345e-06
Position 2758: 2.0418010849368335e-06
Position 692: 1.8499234936468562e-06
Position 1026: 1.7425123916039834e-06
Position 576: 1.6573610609767313e-06
Position 791: 1.5405992408426166e-06
Position 1088: 1.5349739171827764e-06
Position 1543: 1.3464488476528265e-06
Position 179: 1.2272984837884202e-06
Position 13: 1.1315837948574902e-06
Position 1295: 1.1306696604795207e-06
Position 197: 1.0665300515668032e-06
Position 574: 9.484954321810998e-07
Position 1585: 8.724728078326476e-07
Position 1104: 8.414744526365985e-07
Position 1043: 6.386799263109605e-07
Position 1194: 6.24151646498186e-07
Position 1055: 6.237611118635177e-07
Position 757: 5.955886436519604e-07
Position 1649: 4.6990627117200675e-07
Position 1000: 2.655531187914642e-07
Position 898: 2.4785504329832274e-07
Position 1467: 1.3951814479992152e-07
Position 1547: 1.1993622373594377e-07
Position 1449: 8.63823901363389e-08
Position 591: 7.750166259184595e-08
Position 793: 7.226324797612891e-08
Position 639: 6.726336546815314e-08
Position 707: 3.364533990646161e-08
Position 727: 1.5523578896441933e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 16892: 0.9925788895165972
Position 7628: 0.8399362667021317
Position 27597: 0.8049060453088573
Position 21465: 0.6595684969618044
Position 1374: 0.6269227510229974
Position 31672: 0.290698857042984
Position 10947: 0.28119797727830326
Position 28368: 0.25802286723495704
Position 13359: 0.20450755857934783
Position 17252: 0.19595131812343675
Position 20174: 0.1781156508230913
Position 22816: 0.16726323329443252
Position 11913: 0.117182518561423
Position 13664: 0.11022481998430142
Position 17182: 0.09919028303149434
Position 10931: 0.08899799780048885
Position 10737: 0.08046875644214325
Position 10688: 0.07216265009100829
Position 1184: 0.0670609274219331
Position 27645: 0.06646153179325594
Position 8046: 0.05630528668212729
Position 7584: 0.041257979388544065
Position 11917: 0.039563299776228925
Position 7995: 0.035223407912147967
Position 16197: 0.034879872717361246
Position 7605: 0.03386999100626018
Position 28249: 0.031717969675666195
Position 8060: 0.029470400497150044
Position 18995: 0.02892573052048324
Position 742: 0.028273173093413793
Position 887: 0.025957866127420418
Position 7708: 0.024586498154382744
Position 22167: 0.0234472427402157
Position 13595: 0.02251008313652427
Position 17174: 0.019997100872047147
Position 791: 0.018577038057359437
Position 5737: 0.01844342626984341
Position 20276: 0.01664840483811562
Position 11451: 0.01474321239363964
Position 703: 0.013920858522969369
Position 6215: 0.013606709550816824
Position 8002: 0.012957135275835538
Position 10124: 0.01265371190091422
Position 1199: 0.01067905665930532
Position 8041: 0.009106567360085409
Position 599: 0.0072598749481434435
Position 797: 0.006401027228297418
Position 23776: 0.005674261677319952
Position 10810: 0.005111288090055136
Position 8108: 0.005004811760928341
Position 7933: 0.004421204825047651
Position 692: 0.0043540324721686756
Position 961: 0.003940859925968619
Position 13556: 0.0037830640038345764
Position 1309: 0.0037377533962132292
Position 22101: 0.003557766049508952
Position 1204: 0.003481583388321892
Position 1240: 0.003422666188975987
Position 7958: 0.003377151567742564
Position 5742: 0.003221417167278162
Position 8068: 0.003115665288323741
Position 4735: 0.00286930238998839
Position 27442: 0.0027950705100999416
Position 676: 0.0025806314914726567
Position 6250: 0.00234012871487385
Position 7981: 0.00200966991441636
Position 1621: 0.0019192404643605739
Position 7398: 0.0018971027854083834
Position 6167: 0.0017316472690048084
Position 2928: 0.0017178870381072092
Position 22834: 0.001703394273637378
Position 5985: 0.0013094634387598298
Position 11615: 0.001146290259051478
Position 596: 0.0011384898518602075
Position 1943: 0.0010360882600942726
Position 889: 0.0010085508632364354
Position 7901: 0.0009220129342534124
Position 8126: 0.000820479164611257
Position 901: 0.000765574370648956
Position 8870: 0.000724327716187071
Position 19548: 0.0006928288152216709
Position 5947: 0.0006059966588578057
Position 632: 0.000572691041993833
Position 4672: 0.0005598648586902996
Position 5899: 0.0005409060882700133
Position 22015: 0.0005242781054451361
Position 2022: 0.000522240484252083
Position 8843: 0.0005126931925825878
Position 983: 0.0004873824011592051
Position 2868: 0.00048000157033838636
Position 7431: 0.00046056207577433535
Position 1670: 0.00042395086035592667
Position 8839: 0.0004137743820147326
Position 1927: 0.00036646240659316594
Position 1091: 0.00036568954942676454
Position 1249: 0.00035343930365401804
Position 1223: 0.00022662865167645465
Position 856: 0.000218636301414672
Position 4625: 0.00021492499063443084
Position 12016: 0.0001609890632717279
Position 4592: 0.00015553440823601252
Position 7461: 0.00014804001737090585
Position 18070: 0.00014618220129653358
Position 427: 0.00014278795457914323
Position 1584: 0.00013953831867344788
Position 8160: 0.00013166170123895719
Position 8157: 0.00012983164494633715
Position 8630: 0.00012661180910024825
Position 4739: 0.00012451779569210225
Position 1382: 0.00010363213110337563
Position 898: 0.00010276110834386884
Position 1405: 9.876550926016492e-05
Position 1628: 8.752171907105848e-05
Position 2009: 8.576296217158181e-05
Position 14597: 8.323031672781862e-05
Position 1216: 6.687325091007731e-05
Position 407: 5.512249261741189e-05
Position 2044: 4.6468978496040124e-05
Position 8908: 3.736561255605992e-05
Position 18384: 3.637871870012125e-05
Position 19642: 3.050904490265501e-05
Position 569: 2.2920347901932646e-05
Position 800: 2.056636132594972e-05
Position 13264: 1.5543190410782024e-05
Position 557: 1.4467516760795815e-05
Position 16396: 1.3847306504247469e-05
Position 608: 1.0196349985921622e-05
Position 16349: 9.768802840043322e-06
Position 13873: 8.912090790762145e-06
Position 15672: 7.77319895863457e-06
Position 15676: 7.035606135151644e-06
Position 9647: 4.934876705573031e-06
Position 202: 4.920840844861772e-06
Position 865: 4.3007142425537986e-06
Position 347: 3.7194496576842137e-06
Position 860: 3.5851935050603444e-06
Position 303: 2.974453273859013e-06
Position 480: 2.91084358339429e-06
Position 1329: 2.8674565679767024e-06
Position 685: 2.74860894631097e-06
Position 525: 2.102755092412085e-06
Position 2568: 2.078127977029219e-06
Position 515: 1.8310648513866214e-06
Position 11205: 1.7980900136448238e-06
Position 4992: 1.7016642056704234e-06
Position 14600: 1.6452174295767898e-06
Position 2728: 1.3595614147624157e-06
Position 2639: 1.310606895952613e-06
Position 9668: 1.2499704690536464e-06
Position 910: 9.783605334060703e-07
Position 11225: 9.51355608932818e-07
Position 532: 8.973714698294975e-07
Position 145: 8.462472931051528e-07
Position 1032: 6.037046519613208e-07
Position 2633: 5.687552820796437e-07
Position 11242: 5.54148349694256e-07
Position 11358: 4.819241109493746e-07
Position 1323: 4.795510906147853e-07
Position 241: 4.4977498361259043e-07
Position 2341: 4.3056557503494584e-07
Position 503: 4.097693779539908e-07
Position 9151: 2.981236996088065e-07
Position 6511: 2.920351180767998e-07
Position 2513: 2.8713644747149066e-07
Position 536: 2.858101864712209e-07
Position 2421: 2.7186151646488005e-07
Position 3357: 2.649796064899194e-07
Position 8324: 2.5229820624204057e-07
Position 276: 2.5096314709290776e-07
Position 11185: 2.160311865837997e-07
Position 1491: 2.1244762136372452e-07
Position 129: 1.7816369524151624e-07
Position 1440: 1.7491151500639638e-07
Position 3596: 1.587664171836916e-07
Position 150: 1.5423922265112018e-07
Position 508: 1.4142626993348116e-07
Position 610: 1.380113259283736e-07
Position 3757: 1.3579257615315068e-07
Position 6693: 1.2921916977208995e-07
Position 9740: 1.2675841464364707e-07
Position 248: 1.1841970631612558e-07
Position 1641: 1.1338180797624762e-07
Position 9651: 9.720171301933767e-08
Position 2177: 8.994848210450385e-08
Position 505: 8.62580928995779e-08
Position 2396: 8.442602403227465e-08
Position 2603: 8.382392498643587e-08
Position 9296: 7.74009403986203e-08
Position 1255: 4.577790732436479e-08
Position 3313: 3.90862294186328e-08
Position 1566: 3.7135005885095597e-08
Position 2999: 3.6212309093886974e-08
Position 1334: 3.504577658583848e-08
Position 1269: 2.9600756599865524e-08
Position 7215: 2.8667391191042776e-08
Position 1508: 2.7300869046133886e-08
Position 4949: 2.6875892710457613e-08
Position 1263: 2.58857417299706e-08
Position 5111: 1.8826024945232405e-08
Position 1463: 1.7570344026877277e-08
Position 4119: 1.4478873477760167e-08
Position 1342: 1.3734926009507372e-08
Position 4531: 1.3540873383459283e-08
Position 1417: 1.3227846637020071e-08
Position 5162: 1.258518123369145e-08
Position 2377: 1.1967797054821236e-08
Position 2258: 1.1335430059811523e-08
Position 284: 1.0148431147586472e-08
Position 5040: 1.0014844243144094e-08
Position 1513: 9.682828633651452e-09
Position 3113: 8.829995416545706e-09
Position 1389: 8.527971475236877e-09
Position 3051: 8.516569767519137e-09
Position 3839: 7.732492119751811e-09
Position 4102: 7.168706016757522e-09
Position 4405: 6.7104835319789105e-09
Position 3611: 6.520041039382382e-09
Position 3780: 6.455257142709727e-09
Position 1683: 6.358086280239133e-09
Position 3252: 5.7833337584887476e-09
Position 1721: 5.665971479069779e-09
Position 4062: 5.255730955382182e-09
Position 3592: 4.759373244618756e-09
Position 3076: 4.470930637310836e-09
Position 2120: 3.629231003083009e-09
Position 3809: 3.558939782938702e-09
Position 3391: 3.4353352657661423e-09
Position 3991: 3.342337409682318e-09
Position 1225: 2.561353973941068e-09
Position 3187: 2.439662005252539e-09
Position 2409: 1.8003440387421383e-09
Position 2131: 1.1940972492051667e-09
Position 4711: 5.00243741993822e-10
Position 4691: 3.086299579815373e-10
Position 2843: 8.872126847510756e-11
Position 1948: 7.4982402174328e-12
Position 1887: 3.437012020373263e-12
Position 1896: 2.3928700858021978e-12
Position 1909: 2.3159051861709635e-12
Position 1814: 1.740790032552218e-12
Position 1275: 2.9081550772256387e-16
Position 105: 5.674288763287389e-17
Position 111: 3.62521313124276e-19
