Gene = Syne4
Position 503: 0.00017120434691252797
Position 213: 0.00016879089383829907
Position 3671: 0.0001645454451153209
Position 2661: 0.0001620993781477659
Position 1789: 0.00015975401340806184
Position 841: 0.00012956483257969557
Position 3583: 0.00012021079848238799
Position 3700: 0.00011952483576742886
Position 1125: 0.00011036190330213823
Position 3741: 0.00010173012537549569
Position 512: 0.00010155781178546085
Position 3331: 9.728860221868048e-05
Position 398: 9.218912986233231e-05
Position 1875: 9.157579233534972e-05
Position 4186: 8.88219814678645e-05
Position 773: 8.528985133795535e-05
Position 1541: 8.228391512905798e-05
Position 3882: 7.560630759540804e-05
Position 682: 6.955459620019527e-05
Position 2923: 6.48060957591283e-05
Position 4199: 6.42432293226607e-05
Position 1066: 6.25214801107823e-05
Position 2367: 6.0174208747828875e-05
Position 937: 5.9094835660991055e-05
Position 2038: 5.784243857365454e-05
Position 2254: 5.409128948383906e-05
Position 3750: 5.185740254278912e-05
Position 1833: 4.0948364128620954e-05
Position 369: 3.970337033375494e-05
Position 1771: 3.670640116425094e-05
Position 2200: 3.4908785871608727e-05
Position 1368: 3.489448931397651e-05
Position 374: 3.425536011796954e-05
Position 910: 3.404119960020899e-05
Position 461: 3.067906961413612e-05
Position 389: 3.0436447227584845e-05
Position 3482: 3.0199120809905862e-05
Position 1633: 2.9987658401417543e-05
Position 3865: 2.6183208267125656e-05
Position 2439: 2.4994287953450115e-05
Position 3207: 2.4853042417956548e-05
Position 1831: 2.440922398300835e-05
Position 401: 2.273458620483336e-05
Position 2071: 2.2575776263383305e-05
Position 2879: 2.1316298441459534e-05
Position 2953: 2.0847813302914733e-05
Position 3725: 2.0765695011090266e-05
Position 3537: 2.0275311329169972e-05
Position 686: 1.9563590013539242e-05
Position 1327: 1.7290730719557398e-05
Position 3607: 1.7205525331173997e-05
Position 3706: 1.6974551523609785e-05
Position 3791: 1.62691237527448e-05
Position 1290: 1.5654680575487754e-05
Position 1970: 1.4432335767287824e-05
Position 2496: 1.317823798377546e-05
Position 335: 1.3081153573846843e-05
Position 575: 1.2182920944516724e-05
Position 1281: 1.211108729180689e-05
Position 3476: 9.349339957617109e-06
Position 698: 8.595454852830183e-06
Position 3354: 8.518843395313571e-06
Position 3695: 8.057024990078064e-06
Position 2931: 5.282994348156935e-06
Position 256: 4.9044244299821106e-06
Position 505: 4.387125874068806e-06
Position 589: 4.077350912657318e-06
Position 972: 4.0431681388649984e-06
Position 1122: 4.00561175494242e-06
Position 1207: 3.7809080595301674e-06
Position 584: 3.711995814606583e-06
Position 3867: 3.6257266416256175e-06
Position 3677: 2.4883208008003725e-06
Position 2699: 2.096995432201219e-06
Position 2541: 1.8398909083059508e-06
Position 92: 1.5345566576757115e-06
Position 3905: 1.1602514318369846e-06
Position 262: 1.103249621665349e-06
Position 2230: 1.0728752179340875e-06
Position 233: 9.006881810923459e-07
Position 217: 8.164237855696708e-07
Position 215: 7.327248880272416e-07
Position 260: 3.9517038568146673e-07
Position 1977: 3.633266818114865e-07
Position 2766: 2.032355395224592e-07
Position 309: 1.2919503271911215e-07
Position 1675: 9.028670183214466e-08
Position 302: 4.2070312778831806e-08
Position 594: 2.5412151207138312e-08
Position 305: 2.523145351957027e-08
Position 291: 2.5189934493843606e-08
Position 2712: 2.4414773121763333e-08
Position 267: 1.1603281687073095e-08
Position 2737: 1.0812423899709862e-08
Position 317: 7.1948658260381504e-09
Position 313: 6.9986452261806135e-09
Position 2325: 5.344438013912376e-09
Position 2035: 3.2871258949364523e-09
Position 270: 3.2261952433811754e-09
Position 321: 2.3453188050278535e-09
Position 2298: 9.214257557251143e-10
