Gene = Ambn
Position 9443: 6.781423110556785e-05
Position 3490: 6.679178760712925e-05
Position 3232: 6.272879967242764e-05
Position 337: 6.148270476083631e-05
Position 404: 5.702293563066877e-05
Position 1523: 5.6456650179520747e-05
Position 7618: 5.3075503293689876e-05
Position 1314: 5.223996891201379e-05
Position 3839: 4.8061631253288586e-05
Position 722: 4.104450401153821e-05
Position 670: 4.0571090878681054e-05
Position 332: 3.591908432485515e-05
Position 226: 3.533733079454574e-05
Position 542: 3.441136075733067e-05
Position 423: 2.8659101194817758e-05
Position 7954: 2.6944392541482085e-05
Position 9525: 2.5321231239826756e-05
Position 7422: 2.4910024385422772e-05
Position 1415: 2.487741490830215e-05
Position 1379: 2.477457063080226e-05
Position 1085: 2.373830449277432e-05
Position 7717: 2.3435205177352845e-05
Position 586: 2.3388425940908273e-05
Position 9346: 2.3313481803818066e-05
Position 1071: 2.313997097591878e-05
Position 531: 2.2260104375099848e-05
Position 380: 2.074445260545805e-05
Position 7570: 2.0536398885047705e-05
Position 443: 1.966260110917328e-05
Position 339: 1.5216151076594497e-05
Position 9600: 1.2414426366439672e-05
Position 9728: 1.2169246803810424e-05
Position 618: 1.1197244209512687e-05
Position 9312: 9.270493468219196e-06
Position 209: 9.192177917355437e-06
Position 9229: 9.111679416254644e-06
Position 316: 8.072608640799757e-06
Position 2133: 6.050436939473099e-06
Position 345: 5.858463630888298e-06
Position 378: 5.294706927435791e-06
Position 663: 5.255459579771379e-06
Position 1730: 4.6318011170298545e-06
Position 470: 4.342496681375898e-06
Position 2719: 3.3753578005194295e-06
Position 1235: 3.2440616246641133e-06
Position 236: 3.2189218529366205e-06
Position 8770: 3.14948789661567e-06
Position 1336: 2.317923732237433e-06
Position 2499: 2.293511708309799e-06
Position 678: 1.9788895416643918e-06
Position 604: 1.7350458272137357e-06
Position 440: 1.1506231221387252e-06
Position 260: 1.0640634274223542e-06
Position 1000: 4.922553218026064e-07
Position 1478: 3.924203699934917e-07
Position 2220: 2.788743267699187e-07
Position 596: 2.216286860715635e-07
Position 1054: 1.675732610133374e-07
Position 1100: 1.6426163279253335e-07
Position 1193: 7.513139885249047e-08
Position 1585: 4.823778121040911e-08
Position 2223: 3.975811967158246e-08
Position 476: 3.6377812116397305e-08
Position 1770: 2.516193203591939e-08
Position 1196: 1.9383987296150286e-08
Position 1288: 1.6476396814642866e-08
Position 1058: 1.4122676278191715e-12
Position 77: 5.642915726513143e-14
Position 95: 2.4367051995316686e-14
Position 87: 2.2486663813137795e-14
Position 72: 1.3933774792565373e-15
