Gene = D430042O09Rik
Position 3972: 0.18729220292929027
Position 7057: 0.16306514004650446
Position 1237: 0.06771634776534416
Position 11143: 0.06664174064282007
Position 4016: 0.05771109362767051
Position 7659: 0.052859012602025614
Position 5433: 0.051598294261166
Position 5332: 0.0509127561726321
Position 3196: 0.05062190272562011
Position 14844: 0.049520502135315815
Position 1281: 0.04274792037739001
Position 5481: 0.04008496523451832
Position 6372: 0.03720484452155346
Position 12746: 0.03377755574418268
Position 12835: 0.031220016823712532
Position 5777: 0.027366053160516973
Position 4717: 0.02721221338791025
Position 1121: 0.022418143359981157
Position 4064: 0.02222909694118623
Position 1887: 0.016696533540246625
Position 3468: 0.015531706613733131
Position 3265: 0.014071121627225508
Position 7867: 0.013698188394083408
Position 5646: 0.01272801312365729
Position 2258: 0.012090697626525067
Position 5456: 0.011383762710363622
Position 932: 0.010913502755204002
Position 517: 0.010344669699584958
Position 5847: 0.010331381980772701
Position 1545: 0.010048123057674803
Position 3523: 0.009460240043581022
Position 1104: 0.009397351986334651
Position 5534: 0.009336078409532569
Position 1787: 0.007655451493551498
Position 7836: 0.007390141100165504
Position 10543: 0.007241778012728652
Position 3968: 0.006886599430479645
Position 1288: 0.006105107058231169
Position 10984: 0.0056114473799542255
Position 7431: 0.005389417081062181
Position 4361: 0.0053564400162657705
Position 6904: 0.0053214617350547866
Position 1923: 0.004951509260433114
Position 2106: 0.004940079607516501
Position 1586: 0.004455784594906263
Position 1737: 0.004157535516720732
Position 1052: 0.004060026687451893
Position 4296: 0.0037700310008918383
Position 2521: 0.0037531367596501273
Position 5183: 0.0036148443127447783
Position 1221: 0.003447439199497585
Position 2163: 0.0034163999988617096
Position 3095: 0.003333849860472642
Position 3192: 0.003255753330674108
Position 5803: 0.0030805378827343712
Position 4578: 0.0028745470412929078
Position 9966: 0.0027807902635959905
Position 4246: 0.0027101312099788444
Position 2309: 0.0026637231166652224
Position 2033: 0.002588372185226569
Position 8542: 0.00246235064879402
Position 1027: 0.0023913152817911405
Position 1733: 0.002324940533923334
Position 1249: 0.0023069891105077333
Position 1157: 0.0022827954398210335
Position 7607: 0.002259606757582441
Position 3539: 0.0022077752953061905
Position 1142: 0.00200983747867358
Position 4625: 0.0017950919929121158
Position 2917: 0.0017490543848003679
Position 7973: 0.0016520354457909405
Position 8366: 0.0015565274368796614
Position 2359: 0.0014942222368789246
Position 7688: 0.0014894238404034295
Position 4078: 0.0013506745809785056
Position 663: 0.0012962888575712207
Position 1976: 0.001291811512269677
Position 4356: 0.0012238188439808392
Position 1079: 0.0012216534377725114
Position 7348: 0.0012123829392718163
Position 4947: 0.0011735514094845106
Position 7465: 0.0011692282124893213
Position 8324: 0.0011395118485967874
Position 647: 0.0011279544133977186
Position 1752: 0.0010353649963709582
Position 5302: 0.0010252647441788467
Position 3631: 0.0010235403089513995
Position 6425: 0.0009648824313694856
Position 5562: 0.0008953696452256788
Position 6462: 0.0008937659454632951
Position 2576: 0.0008551454416447507
Position 448: 0.0008393155406136339
Position 7182: 0.000794880822348319
Position 3574: 0.0007270952783183275
Position 266: 0.000725980671511412
Position 3371: 0.0006608774084900446
Position 5192: 0.0006453239234718035
Position 2801: 0.0006432560930850578
Position 4887: 0.0006171017672488458
Position 224: 0.0005759795318023438
Position 489: 0.0005749022197098683
Position 3229: 0.0005455207548784161
Position 873: 0.0005164132444026947
Position 5985: 0.0005146822515352252
Position 4133: 0.00044412189692308334
Position 881: 0.0004303456261640062
Position 5731: 0.0004062278059047341
Position 4754: 0.0003705489714401627
Position 3472: 0.0003616498427485488
Position 1624: 0.000361646618946482
Position 486: 0.00034984175318781814
Position 5717: 0.0003492526528135169
Position 4471: 0.0003453246595276492
Position 2748: 0.000323421386944785
Position 5093: 0.00031733348630493306
Position 5152: 0.0003082010255276944
Position 459: 0.00030459959630420335
Position 5488: 0.00027912392046708286
Position 4722: 0.0002634446857223013
Position 4190: 0.0002481486419323353
Position 1166: 0.00023241966280658144
Position 5137: 0.0002207940082887722
Position 4158: 0.00021367161458906724
Position 4962: 0.00018707690476233552
Position 3815: 0.0001764197274669901
Position 969: 0.00015717020771468908
Position 2718: 0.00015098301407234213
Position 840: 0.00014454352228381647
Position 3018: 0.00014346954521878276
Position 98: 0.00013728612140197444
Position 2899: 0.00013514154706520368
Position 650: 0.00013012822878657258
Position 2996: 0.00012212386398280505
Position 132: 0.00011585501562491437
Position 1255: 0.00011335631927483414
Position 3844: 0.00011286868566314335
Position 203: 0.00011002734849093444
Position 218: 0.00010673692117054318
Position 2640: 0.00010635705750913917
Position 2221: 0.00010437797919262418
Position 3435: 9.616730315246016e-05
Position 1454: 7.218395596393638e-05
Position 2805: 6.899287474388192e-05
Position 1410: 6.873545404019937e-05
Position 522: 6.713236520899909e-05
Position 259: 6.221426230889204e-05
Position 502: 6.172490703899531e-05
Position 1562: 5.5452980678577214e-05
Position 2807: 5.487873835483992e-05
Position 4374: 5.07464022135215e-05
Position 3241: 4.923705125339763e-05
Position 1321: 4.1658462912215335e-05
Position 695: 4.0706173176418456e-05
Position 2548: 4.008935700931657e-05
Position 1792: 3.309348005233375e-05
Position 2114: 3.064078520840445e-05
Position 1567: 2.956116385832175e-05
Position 118: 2.5827525588463053e-05
Position 857: 2.5518046138454306e-05
Position 566: 2.4905545326458157e-05
Position 2205: 2.3354394002107372e-05
Position 1766: 1.5772099355348524e-05
Position 309: 1.4710670784512149e-05
Position 112: 1.4329834520737947e-05
Position 738: 1.3676080797113477e-05
Position 973: 1.3572906033982001e-05
Position 156: 7.252345369762769e-06
Position 3198: 5.964489389970132e-06
Position 2326: 4.811235113554664e-06
Position 2381: 4.687051151743624e-06
Position 2276: 4.641089873093496e-06
Position 2363: 3.128650541843727e-06
Position 269: 2.971121064051027e-06
Position 1302: 2.3775322127860526e-06
Position 244: 2.346523303781911e-06
Position 1124: 1.7795943369520323e-06
Position 1175: 1.6718870372707595e-06
Position 1257: 1.6513015692050413e-06
Position 144: 1.2842398175347034e-06
Position 470: 1.2831142150378874e-06
Position 242: 1.0756525938356118e-06
Position 665: 1.0527450930824676e-06
Position 206: 8.653485537230176e-07
Position 2232: 7.145471229550165e-07
Position 228: 5.376737793307777e-07
Position 755: 5.118357133645004e-07
Position 531: 4.0667246595030646e-07
Position 364: 3.052324722194772e-07
Position 722: 2.813015504468917e-07
Position 691: 2.443454090302318e-07
Position 778: 2.3781473347550614e-07
Position 537: 2.219236653561583e-07
Position 102: 2.0899619116282266e-07
Position 982: 1.601529337588861e-07
Position 673: 1.3325957043161842e-07
Position 351: 1.0841109524573006e-07
Position 821: 8.957268962309172e-08
Position 526: 7.773824799885536e-08
Position 432: 6.16377263448879e-08
Position 762: 5.807238299920659e-08
Position 546: 5.711233900551541e-08
Position 782: 5.278192266549959e-08
Position 741: 4.657223326887582e-08
Position 589: 3.2922353270024335e-08
Position 808: 2.4541544776184907e-08
Position 324: 1.933993482711943e-08
Position 150: 1.306707825748797e-08
Position 192: 4.553544019356495e-09
Position 758: 3.046221058682797e-09
Position 905: 9.471680352676856e-10
Position 744: 5.084629289242407e-10
Position 913: 5.05722107804774e-10
Position 574: 3.3919742460478617e-10
Position 372: 1.6494610612366192e-10
Position 542: 1.3606722647997265e-10
Position 378: 1.3091438101603058e-10
Position 583: 9.942965975312635e-11
Position 367: 5.685238583441109e-11
Position 585: 5.601570346720726e-11
Position 339: 4.4526175999078614e-11
