Gene = Uri1
Position 1406: 8.095051104397853e-06
Position 2943: 7.447674528275279e-06
Position 1840: 6.8040815360629106e-06
Position 402: 6.468190881932088e-06
Position 2876: 5.3559894761747586e-06
Position 2910: 4.851701351107321e-06
Position 1420: 4.798642675837104e-06
Position 1823: 4.571455869130581e-06
Position 532: 4.4027157543935785e-06
Position 369: 4.361913363870906e-06
Position 1637: 4.308275847444113e-06
Position 1758: 3.983770370510918e-06
Position 423: 2.7825308078557062e-06
Position 210: 2.3729203893458134e-06
Position 1081: 2.0268972015226883e-06
Position 1036: 2.0095569934645933e-06
Position 2004: 1.5495694936931134e-06
Position 1160: 1.466742666474295e-06
Position 965: 1.4638340489739423e-06
Position 4290: 9.713841805413806e-07
Position 2054: 4.0304021030651333e-07
Position 206: 3.84061616300499e-07
Position 3322: 3.764265331539088e-07
Position 232: 3.713260880819773e-07
Position 547: 3.7082232644427704e-07
Position 916: 3.449591840736677e-07
Position 665: 2.7149058113396747e-07
Position 3077: 2.519334472062788e-07
Position 1079: 2.486832231153251e-07
Position 2821: 2.101151013370954e-07
Position 2398: 2.0753636606366683e-07
Position 2068: 2.057497499856176e-07
Position 218: 1.873725653998726e-07
Position 555: 1.8089373765418602e-07
Position 972: 1.2313805893674207e-07
Position 1093: 9.786929707005725e-08
Position 186: 9.384261835807822e-08
Position 784: 9.189665139681951e-08
Position 432: 8.7509919988563e-08
Position 1603: 8.561385264542788e-08
Position 706: 6.890444771838554e-08
Position 420: 6.093796932675743e-08
Position 2270: 5.749805393050881e-08
Position 924: 5.2277402637087276e-08
Position 494: 5.019938670931123e-08
Position 1986: 4.3101527875010613e-08
Position 208: 3.602628442128786e-08
Position 1847: 3.548916958259313e-08
Position 2208: 3.488065555699463e-08
Position 2279: 3.452697997438121e-08
Position 1537: 3.3033327434688643e-08
Position 2390: 3.018551516575225e-08
Position 710: 2.458124923044692e-08
Position 1289: 2.1915436651938854e-08
Position 708: 2.004334583613644e-08
Position 177: 1.483032059179046e-08
Position 787: 1.2067586204919974e-08
Position 1084: 9.83817710069071e-09
Position 226: 9.459345888736482e-09
Position 674: 9.289866781117882e-09
Position 190: 6.859292688985667e-09
Position 2186: 3.532330303786123e-09
Position 978: 1.4027322812842562e-12
Position 439: 8.472587976642475e-13
Position 580: 1.4573915314914912e-13
Position 147: 1.1719872939793816e-13
