Gene = Hrk
Position 45: 5.671795591208007e-06
Position 1026: 5.305754633033203e-06
Position 10: 4.3407352676235195e-06
Position 1121: 4.233773769308038e-06
Position 1522: 3.5816628677330105e-06
Position 1123: 2.9906813288787387e-06
Position 921: 1.6029045756789296e-06
Position 1291: 1.3668859680174693e-06
Position 989: 6.730657232640547e-07
Position 1074: 6.661138037780767e-07
Position 926: 6.330782615582327e-07
Position 915: 6.089252045129921e-07
Position 1179: 4.586398439606159e-07
Position 1090: 2.6078653739112777e-07
Position 1805: 1.9432107768213596e-07
Position 1519: 1.8657037208903593e-07
Position 1233: 1.7340249111362835e-07
Position 987: 1.6181153217113556e-07
Position 1041: 8.701135296976407e-08
Position 2538: 8.218932117648991e-08
Position 1236: 6.223904939781614e-08
Position 7476: 5.0028721944020726e-08
Position 613: 4.989321970674074e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6131: 0.8644165900128924
Position 14729: 0.3489192577338062
Position 5143: 0.27302958142332356
Position 13020: 0.22888176759568743
Position 3223: 0.2205930085661012
Position 2890: 0.2023411126037026
Position 1228: 0.19476538396809642
Position 15065: 0.15444992494138657
Position 7406: 0.12355569618951517
Position 1634: 0.12036598692092194
Position 18978: 0.11133376872757861
Position 2508: 0.1097563799813701
Position 13058: 0.1094796389023439
Position 1609: 0.10666189731646097
Position 12988: 0.09337105686617425
Position 4423: 0.08555358275506933
Position 10302: 0.07519408021071783
Position 2460: 0.07303915434167513
Position 2744: 0.06066062415951768
Position 2602: 0.05757808161927913
Position 2727: 0.05501107200987518
Position 10059: 0.04489199736046077
Position 1341: 0.04293363536023261
Position 1593: 0.04138541193531383
Position 8165: 0.041137696533059626
Position 4393: 0.03867761037158147
Position 2820: 0.03598846265558039
Position 1431: 0.030582269854811783
Position 1766: 0.03017311291326716
Position 6146: 0.027267246599356906
Position 1823: 0.02007642675412352
Position 1535: 0.018018220061024482
Position 7634: 0.017328495448228856
Position 12093: 0.01487603197375441
Position 1393: 0.014855455499265655
Position 9547: 0.014497093694626687
Position 9390: 0.011623275898979765
Position 9944: 0.009824304494794996
Position 1090: 0.009368447068187007
Position 2295: 0.00884025780349956
Position 1539: 0.008311797876554025
Position 2570: 0.008156326622104915
Position 1831: 0.006482880420746362
Position 3548: 0.006327640818296918
Position 11864: 0.0057860239249720394
Position 7769: 0.005721511970835785
Position 4397: 0.00558884449466391
Position 10274: 0.005328809992835885
Position 10831: 0.00522840998993499
Position 2115: 0.004777909797408714
Position 6715: 0.004540806618574427
Position 7879: 0.00452454873814881
Position 6180: 0.004081532460156173
Position 3170: 0.003922014879248992
Position 6982: 0.0038982643231490303
Position 6872: 0.0038182181849508445
Position 10446: 0.003761638509248799
Position 2836: 0.003500654815263645
Position 2971: 0.0031569563667921204
Position 1736: 0.0016975887248543528
Position 6127: 0.0016312804243876018
Position 1046: 0.0016237259627818305
Position 2912: 0.0015071428367740916
Position 1976: 0.001457395286643704
Position 987: 0.0013878451754069407
Position 4260: 0.0013471486754723042
Position 2622: 0.0012463162786333765
Position 8836: 0.0011603434196967638
Position 10859: 0.0010024674341245687
Position 6369: 0.000932424905904607
Position 1873: 0.0009217066960770957
Position 6337: 0.0009037733250718105
Position 2520: 0.0008767910965465294
Position 2584: 0.0007697028597581463
Position 10356: 0.0007539870978407061
Position 1233: 0.0007255791383479179
Position 1955: 0.0006799250999746881
Position 7304: 0.00067201683756711
Position 1778: 0.0006532083609621882
Position 1721: 0.0005844163323007602
Position 2871: 0.0005407544276662831
Position 2746: 0.0004421495070546332
Position 2948: 0.0004298305336976695
Position 5854: 0.0003897413470763498
Position 1509: 0.0003127753651181369
Position 1440: 0.0003010486111610105
Position 2455: 0.00020078366534194314
Position 2006: 0.00015925653258486966
Position 7540: 0.00014078967594122416
Position 1501: 0.000138869074346224
Position 1912: 0.00011225284145487852
Position 2094: 0.000110485176225599
Position 2708: 0.00010292710093481817
Position 1985: 0.00010093572707174867
Position 268: 8.613061778872811e-05
Position 3577: 7.50734323311362e-05
Position 2750: 7.188612928465887e-05
Position 1836: 7.115516418869734e-05
Position 2421: 6.585904301596521e-05
Position 1272: 5.9568387408285224e-05
Position 1242: 5.84057504795604e-05
Position 380: 4.8245591218537604e-05
Position 1278: 4.5199256883468834e-05
Position 300: 4.491785242456926e-05
Position 1796: 3.528370456984659e-05
Position 5314: 3.420212974598713e-05
Position 3187: 2.8295540355469966e-05
Position 1799: 2.004400031129883e-05
Position 3511: 1.9622259787192453e-05
Position 1551: 1.953140527274535e-05
Position 1245: 1.8116606550859812e-05
Position 3715: 1.413088950226807e-05
Position 496: 1.2739396425231625e-05
Position 2040: 1.2373395962700392e-05
Position 2312: 1.1419069450342077e-05
Position 2220: 1.0356200161257832e-05
Position 2265: 1.0189625013235743e-05
Position 1905: 9.45949490078245e-06
Position 352: 8.702210871824633e-06
Position 1646: 8.640385989926188e-06
Position 1515: 7.033111548313789e-06
Position 148: 5.421324951456372e-06
Position 1350: 3.896935919581739e-06
Position 1294: 3.5002823560295904e-06
Position 1291: 3.061450976275097e-06
Position 2012: 2.554571154627045e-06
Position 1305: 2.038008278368312e-06
Position 306: 1.6590319981750418e-06
Position 374: 1.0416370362657665e-06
Position 447: 1.0407140203237937e-06
Position 1644: 8.318544921880628e-07
Position 1253: 8.115680808002585e-07
Position 357: 6.769778580308272e-07
Position 1316: 6.376725947184366e-07
Position 363: 5.885888818666076e-07
Position 313: 4.703008172363304e-07
Position 427: 3.4062504576906036e-07
Position 127: 3.3933906160428125e-07
Position 393: 1.8524486275216628e-07
Position 1886: 1.1591380605602914e-07
Position 411: 8.723153148728417e-08
Position 417: 5.659598310218392e-08
Position 1318: 2.522861898723469e-08
Position 423: 1.6705597494391828e-08
Position 441: 7.983812677528597e-09
Position 403: 6.54474924838332e-09
Position 405: 1.7709518954808134e-09
Position 163: 5.705479594255183e-10
Position 1311: 2.3969349030441107e-12
Position 504: 4.519356871924956e-14
