Gene = mu2
Position 3775: 0.000199392229901776
Position 2119: 0.00017944658867026966
Position 1144: 0.0001510924400118314
Position 714: 0.00011536641615226329
Position 491: 0.00011005404905197052
Position 2205: 0.0001100379459363749
Position 466: 0.00010587908084487366
Position 542: 0.000100491913212459
Position 579: 9.224482821814072e-05
Position 2066: 7.774636509202978e-05
Position 1069: 7.51844145291391e-05
Position 564: 6.841051817236782e-05
Position 469: 6.018642468496943e-05
Position 897: 5.9791963239758454e-05
Position 290: 5.651782205675137e-05
Position 2672: 4.4942531641153916e-05
Position 2038: 3.075771411961001e-05
Position 3830: 2.085811958872805e-05
Position 2587: 1.672948099813476e-05
Position 3771: 1.5854943025574083e-05
Position 2291: 1.4462161674255018e-05
Position 3673: 1.1016219705707614e-05
Position 3781: 7.591129047244429e-06
Position 3806: 5.196342050664467e-06
Position 1827: 4.472717612466048e-06
Position 269: 4.058862057094269e-06
Position 106: 3.008473850402152e-06
Position 2558: 2.5981799002619935e-06
Position 2570: 2.2606350627906336e-06
Position 317: 2.944528416993038e-07
Position 77: 2.1675544068040576e-07
Position 335: 1.8456107621725362e-07
