Gene = DIP2
Position 5: 3.8818441820187654e-05
Position 359: 3.315462299828686e-05
Position 171: 3.2726455147852484e-05
Position 504: 2.9377289372448922e-05
Position 6970: 1.5185194512546779e-05
Position 71: 1.4846835503162737e-05
Position 81: 1.1708238556743313e-05
Position 58: 7.104551633871137e-06
Position 7475: 3.5088840569173267e-06
Position 123: 1.7186464359780924e-06
Position 94: 1.5210670184029422e-06
Position 229: 4.0086286420722324e-07
Position 906: 2.6794464202602123e-07
Position 829: 2.639408166602719e-07
Position 245: 1.7921374886336863e-07
Position 239: 1.7636127963808837e-07
Position 441: 9.965513547103088e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3317: 0.9961341519961107
Position 7340: 0.9939947774446343
Position 5310: 0.9509475442291208
Position 2238: 0.911643010123359
Position 6628: 0.9023843742694482
Position 7134: 0.8644391827658802
Position 752: 0.7723652940218141
Position 3910: 0.7232976243255692
Position 5903: 0.69698176956911
Position 2049: 0.6178999712257934
Position 897: 0.6019030688849539
Position 5490: 0.5749317915000469
Position 1360: 0.5707097095786287
Position 4958: 0.5631293966493334
Position 1821: 0.4632830404221346
Position 5178: 0.3793304257797615
Position 5009: 0.33803086587986264
Position 2842: 0.3158389964348725
Position 2927: 0.15365835483995732
Position 5194: 0.1433197105189139
Position 2862: 0.12369456132578086
Position 2972: 0.12247464049544939
Position 2905: 0.07089738800780528
Position 5472: 0.06467979689867615
Position 651: 0.062184357497171626
Position 450: 0.05709779494092312
Position 2988: 0.05641370547685578
Position 1363: 0.05433072656633085
Position 2261: 0.0529694915158279
Position 2916: 0.0489088115852636
Position 958: 0.04780614285945742
Position 5645: 0.04684910273028571
Position 7690: 0.043483491059859096
Position 7595: 0.03721028191523791
Position 1052: 0.034143707315550796
Position 2957: 0.029760460595300554
Position 3007: 0.02216529979392507
Position 1085: 0.015827565733790957
Position 1635: 0.015603134025703878
Position 4983: 0.012809232408064863
Position 2493: 0.012350121666852733
Position 5021: 0.010550358648024234
Position 5297: 0.008535157533515131
Position 2398: 0.006974040782820201
Position 6192: 0.0067286575791121505
Position 493: 0.006674050849620095
Position 1163: 0.006136731229058903
Position 1396: 0.005648100925980426
Position 1118: 0.004095613406268721
Position 469: 0.0037227479207254874
Position 1638: 0.0036306053897188165
Position 3650: 0.0031931979582952895
Position 499: 0.002274633565377539
Position 7545: 0.0016625394055844254
Position 596: 0.0013494998398734383
Position 7359: 0.0011991209982227307
Position 1089: 0.0011550411722102926
Position 2190: 0.0011235599434871297
Position 7669: 0.0010539410792878969
Position 1220: 0.0007837495995236727
Position 310: 0.0007587315261764859
Position 3710: 0.000714628596213708
Position 582: 0.0006979665922654824
Position 766: 0.0006942401104704757
Position 123: 0.00044856935533343987
Position 669: 0.0003812025722340658
Position 7663: 0.0002481191286871571
Position 727: 0.00021254172121055152
Position 623: 0.00011439831152847527
Position 7702: 7.093492420119074e-05
Position 259: 4.895240359576752e-05
Position 552: 3.847714984773032e-05
Position 786: 2.7776590984867756e-05
Position 802: 2.373280144904101e-05
Position 770: 2.1507529520301876e-05
Position 215: 1.1657479962475204e-05
Position 284: 9.283453137905812e-06
Position 334: 7.029560584478136e-06
Position 265: 6.4892962329145505e-06
Position 87: 6.313019500528822e-06
Position 3338: 3.1237131285085785e-06
Position 270: 1.9924614212417518e-06
Position 290: 1.19355635086701e-06
Position 295: 9.851574137382161e-08
Position 179: 1.814862023159395e-08
Position 288: 1.7355092681843588e-08
Position 226: 1.3996081630747514e-08
Position 370: 2.769932814611492e-09
