Gene = Sema5c
Position 2169: 1.7675665198130024e-05
Position 13332: 1.7007274004407934e-05
Position 10317: 1.6754868843978543e-05
Position 8630: 1.3559382947933972e-05
Position 2868: 1.3362444365423915e-05
Position 2268: 1.0609883364693015e-05
Position 2634: 9.060634995384575e-06
Position 3015: 6.589577178912183e-06
Position 2166: 5.764588870977849e-06
Position 1727: 4.480617335259658e-06
Position 13396: 3.842795233570143e-06
Position 2017: 3.652911823369594e-06
Position 2091: 3.5903495251255846e-06
Position 13339: 2.167578914213701e-06
Position 13503: 2.124784606791196e-06
Position 2034: 2.0031367457573175e-06
Position 13488: 1.7189086609825564e-06
Position 13597: 1.6711078468639915e-06
Position 13370: 1.4326752641992856e-06
Position 10101: 8.018939772223808e-07
Position 10156: 5.957913303001301e-07
Position 10203: 2.399886703450646e-07
Position 1499: 4.167917297467243e-08
Position 1560: 1.1838119735133582e-08
Position 1367: 2.9189908950775545e-11
