Gene = Best2
Position 5039: 2.301891337201788e-06
Position 6093: 8.553545694068252e-07
Position 4570: 1.4747101134682006e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5165: 0.994555727845825
Position 4470: 0.9902178867725742
Position 4716: 0.9746572186120358
Position 9458: 0.9649200201708644
Position 8901: 0.9642340807788611
Position 5947: 0.9633169907058954
Position 9064: 0.9600454352772798
Position 7879: 0.9297084793391701
Position 2801: 0.9186232947567122
Position 8448: 0.8388862643612791
Position 4115: 0.7441073487853457
Position 4295: 0.43037338087911325
Position 3233: 0.36716460713274374
Position 5351: 0.18247023035903298
Position 9819: 0.08674708308526449
Position 7067: 0.0852410958029686
Position 8193: 0.06147325179383896
Position 8394: 0.055141332860545615
Position 10323: 0.05093540794920523
Position 5355: 0.04763223314551586
Position 9250: 0.045809418164972505
Position 10504: 0.04330309321114631
Position 3398: 0.03690409937984438
Position 9844: 0.024692807612877274
Position 3814: 0.024491189340782118
Position 1846: 0.024220648599666623
Position 8864: 0.02368629080193046
Position 2804: 0.023466814606929613
Position 9504: 0.022000745765912294
Position 4788: 0.017253506253579198
Position 2821: 0.016860294518562063
Position 8279: 0.01632325584261439
Position 3632: 0.015996319112441593
Position 7842: 0.015167119359104817
Position 6383: 0.013517052629602734
Position 3522: 0.013251097315539665
Position 8370: 0.013130251881214408
Position 2421: 0.012502908724455492
Position 10088: 0.012267283636696946
Position 9071: 0.010637143091975986
Position 9467: 0.01060346944313975
Position 1796: 0.009143082258987963
Position 8837: 0.008851856297619882
Position 3674: 0.006535653867257662
Position 3306: 0.006470165006061942
Position 2385: 0.006265478596325438
Position 10724: 0.005693832328907837
Position 4504: 0.005423225168063048
Position 622: 0.005417909897879639
Position 8261: 0.005362338195836117
Position 2782: 0.005322893958868312
Position 8413: 0.005258436539542443
Position 8600: 0.005021398057840597
Position 8228: 0.00442495715733201
Position 3920: 0.0043137406942156
Position 3329: 0.0041529964954903475
Position 3713: 0.00355243117074429
Position 4507: 0.0035085405298737535
Position 5169: 0.003464890392386972
Position 3403: 0.0032589059409250136
Position 9096: 0.002919706406575721
Position 9093: 0.0023595305151145073
Position 3605: 0.0022964711011428914
Position 3474: 0.002215933567342536
Position 5535: 0.0021342777684472364
Position 7348: 0.002066795934956175
Position 8302: 0.0020152915667171773
Position 6560: 0.0019298803616253333
Position 3243: 0.0018301241784067844
Position 4054: 0.0017903588376980612
Position 10533: 0.0017466036347186672
Position 5199: 0.0015554214058916592
Position 10672: 0.0013943788430570679
Position 1074: 0.001049868143879839
Position 183: 0.0008588696172377178
Position 3898: 0.0008335951871378544
Position 992: 0.0006073982900265135
Position 7044: 0.0005979634513403253
Position 1033: 0.0005230903168172475
Position 1055: 0.0005069476390947884
Position 5027: 0.0001769781267480927
Position 9165: 0.00012544333495661465
Position 6125: 0.00010826638727964997
Position 6277: 0.000103696957385167
Position 9211: 0.00010289672302234902
Position 8939: 9.503400998193809e-05
Position 1729: 9.275939701931786e-05
Position 6897: 4.291823919941417e-05
Position 6338: 3.163031964603377e-05
Position 9799: 2.8593786289695482e-05
Position 5870: 1.8340035219818843e-06
Position 5242: 9.24638668565821e-07
Position 5439: 1.2394338042566083e-08
Position 5407: 8.628427750286308e-09
