Gene = LKRSDH
Position 378: 5.973084993145741e-08
Position 7: 5.581355440278575e-08
Position 3955: 2.312752636600282e-08
Position 493: 2.0159144441006157e-08
Position 3936: 1.1522821866287278e-08
Position 4037: 1.0339119048440343e-08
Position 3910: 9.6550780508028e-09
Position 342: 8.27354543977288e-09
Position 338: 1.403899064188212e-09
Position 362: 9.37728234796373e-10
Position 344: 3.326323011484613e-10
Position 3933: 1.653791109166172e-10
Position 3919: 9.579215184028232e-11
Position 496: 5.162030805511564e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4082: 0.9999999667555662
Position 3843: 0.9999756936825062
Position 305: 0.9999044343866615
Position 2628: 0.9934121609993092
Position 1875: 0.9901585933504581
Position 1432: 0.9504865563271377
Position 1190: 0.7178031158529318
Position 513: 0.6953384670302416
Position 4513: 0.29030801670172346
Position 492: 0.1612893277754545
Position 4622: 0.12880876040563047
Position 2838: 0.08995194631377416
Position 4593: 0.05766267426362315
Position 4519: 0.04096145474001473
Position 3569: 0.014867778610794767
Position 4707: 0.011557163386217434
Position 3269: 0.009797270037808774
Position 1633: 0.004957949604547552
Position 4367: 0.004693205535727084
Position 1996: 0.004094447147197405
Position 4522: 0.002940020029607054
Position 1886: 0.0021312779277433084
Position 687: 0.001957691124248018
Position 2534: 0.0014438896436183852
Position 902: 0.001127587797222983
Position 4229: 0.0010908277477128994
Position 540: 0.0010753891572514028
Position 2052: 0.0010721676475581783
Position 905: 0.0008926861334107114
Position 4682: 0.0008642419988606588
Position 1733: 0.0007948017830622998
Position 1059: 0.00033114228414909323
Position 925: 0.0003120911899292273
Position 4355: 0.0002606557079497401
Position 4369: 0.0002500341691357347
Position 973: 0.0002227675563083735
Position 1009: 0.0002070336580094393
Position 793: 0.00018507821251990934
Position 2594: 9.90890154806484e-05
Position 307: 7.466203695088098e-05
Position 2581: 5.3184274455702256e-05
Position 4322: 2.0983806667604664e-05
Position 654: 1.869174302506672e-05
Position 248: 1.1800374274962433e-05
Position 4391: 5.631521947249523e-06
Position 312: 5.134756256391177e-06
Position 338: 2.5331253998489695e-06
Position 575: 1.5657713389066523e-06
Position 383: 1.3096466989203328e-06
Position 386: 1.0742608101502478e-07
Position 2501: 3.187120179762284e-08
Position 4093: 1.7928368582207264e-08
Position 332: 1.7616343110944465e-08
Position 4087: 1.837455067651009e-09
Position 114: 6.313308912631264e-10
