Gene = GramD1B
Position 132: 6.835248252664312e-08
Position 9795: 4.145708368491089e-08
Position 317: 3.111549826016308e-08
Position 856: 2.1358623543248133e-08
Position 265: 1.4113240454469637e-08
Position 106: 9.2860935748805e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12443: 0.9999997007738293
Position 5177: 0.9912611219745567
Position 9934: 0.9798774148067103
Position 9609: 0.9768328091647253
Position 8431: 0.9684313848103304
Position 5652: 0.9537331107056434
Position 11928: 0.8888538839906731
Position 10176: 0.7923645705405624
Position 7698: 0.671500874942126
Position 13526: 0.635619959905398
Position 10653: 0.4025014930589048
Position 1031: 0.33403724922018607
Position 13201: 0.3097659712495022
Position 14249: 0.24921566793140687
Position 7695: 0.2220810642884658
Position 10216: 0.20489908171946827
Position 13123: 0.15917533581228535
Position 10704: 0.08002093728787367
Position 12929: 0.06847820966005622
Position 10621: 0.061023555613486526
Position 7671: 0.04969629359748566
Position 11481: 0.04814564730084005
Position 11465: 0.04532836811847274
Position 10513: 0.04311600233029169
Position 8012: 0.04289929368209387
Position 13908: 0.03717546745130025
Position 5791: 0.034892991913568525
Position 6862: 0.03171213316990402
Position 12944: 0.030400014004639184
Position 13159: 0.023474266011495645
Position 11776: 0.022296807300427057
Position 8618: 0.02224672970910371
Position 13386: 0.020364675584860097
Position 8694: 0.017894280837312482
Position 10631: 0.016173988726283027
Position 9626: 0.012032759772865033
Position 12666: 0.011546060713031464
Position 13061: 0.01113414856518583
Position 8230: 0.010686720085178346
Position 9711: 0.009924405174156955
Position 8022: 0.009742738927795432
Position 6224: 0.009551710282457281
Position 9915: 0.008849435934372644
Position 12783: 0.00746573053938155
Position 5731: 0.0067863752122424344
Position 8928: 0.006264131872366888
Position 1139: 0.005598806540682279
Position 14005: 0.005514517867944284
Position 8727: 0.005507582763197544
Position 13009: 0.005449831676132598
Position 6742: 0.0054040297625444905
Position 10901: 0.0053442377474566885
Position 10772: 0.005129367058023924
Position 10880: 0.004777489853368694
Position 6469: 0.004595324044642206
Position 6416: 0.003516832849433141
Position 13090: 0.0032177597025089674
Position 11168: 0.0029837002861801843
Position 819: 0.00281982460687078
Position 876: 0.00279325457929826
Position 8315: 0.002610955660519463
Position 10855: 0.0025709153092759057
Position 6375: 0.0023886230126779974
Position 7198: 0.0023540441412591463
Position 13554: 0.0022849893641601043
Position 912: 0.002048187291189105
Position 8490: 0.0020438006945176514
Position 6886: 0.0018252093766746016
Position 5881: 0.001645366162714039
Position 5589: 0.0013982473502357046
Position 5807: 0.0013956350992206012
Position 988: 0.0012728068963929926
Position 6716: 0.0009989853798637396
Position 6328: 0.0009280130148832034
Position 1162: 0.0009127971644827674
Position 5592: 0.0007362993307235802
Position 10222: 0.000521569116036581
Position 12766: 0.0004712038219869919
Position 6289: 0.0004692947030052295
Position 5562: 0.00046733508645253836
Position 12864: 0.0004429266748396723
Position 6441: 0.0004013176316646576
Position 9992: 0.0003136403386854735
Position 10013: 0.0002043585204555566
Position 10002: 0.00011837814071389403
Position 10252: 9.333508696601528e-05
Position 10124: 7.938498195563173e-05
Position 10450: 5.168307001561857e-05
Position 6927: 4.825266704954298e-05
Position 12612: 4.523675226839258e-05
Position 10117: 4.523325728184765e-05
Position 342: 4.4733775462085584e-05
Position 10321: 4.3029483774303756e-05
Position 6191: 3.070100674581055e-05
Position 6663: 3.0366463962889487e-05
Position 10065: 1.700124092199232e-05
Position 10267: 1.612457664261559e-05
Position 641: 1.400641960734309e-05
Position 764: 1.3688559128132311e-05
Position 552: 1.2345552717953432e-05
Position 389: 8.293490969530885e-06
Position 524: 4.5828312934663e-06
Position 650: 1.765997661982966e-06
Position 180: 1.6826543913418966e-06
Position 168: 1.3019261557263565e-06
Position 148: 6.676151867745699e-07
Position 265: 3.872398208324403e-07
Position 3044: 1.9777802890303952e-07
Position 3119: 1.4271754062324485e-07
Position 3070: 1.2291243062155262e-07
