Gene = mv
Position 11145: 0.007858531655725299
Position 12707: 0.007266207002425879
Position 2040: 0.0066280767413635
Position 1493: 0.006352726632298246
Position 11885: 0.005385766976071192
Position 2037: 0.004406558201488945
Position 781: 0.0043372478179379064
Position 178: 0.0029683866504057565
Position 11440: 0.0027332972844389216
Position 9719: 0.0025092793594166138
Position 6283: 0.0021039280193871353
Position 9423: 0.002014559979822903
Position 13649: 0.0018203734687026888
Position 6766: 0.0015471747053442536
Position 1417: 0.0013151306780861058
Position 13673: 0.0013002253089612996
Position 150: 0.0012830987482222147
Position 11635: 0.0011502703093238032
Position 9708: 0.0011325504570874373
Position 4762: 0.0010137616041627211
Position 1039: 0.0008982691177471727
Position 10855: 0.0008088227298155305
Position 1145: 0.0007903242661604055
Position 1651: 0.0007061823158077709
Position 7834: 0.00029838932257561176
Position 378: 0.0002907654136245479
Position 7790: 0.00024774107377659854
Position 10462: 0.00023035004812284015
Position 1668: 0.00020950215024254532
Position 13702: 0.0001728895609972942
Position 1842: 0.0001281400227403908
Position 404: 0.0001234178034755866
Position 1851: 9.939121828804919e-05
Position 579: 9.234433418725218e-05
Position 562: 5.380506786208308e-05
Position 10440: 3.662305654814326e-05
Position 759: 2.989975496109877e-05
Position 12984: 2.4953103849456998e-05
Position 349: 2.274082581297267e-05
Position 2249: 2.2230630611662907e-05
Position 352: 2.0028192502056476e-05
Position 10654: 6.481330695425442e-06
Position 231: 4.635852725938205e-07
Position 222: 4.5494537361872525e-07
Position 234: 2.1035676020811728e-07
