Gene = RanGAP
Position 295: 3.173439939697731e-06
Position 613: 2.5359244839522176e-06
Position 139: 2.5245791935764014e-06
Position 4928: 2.4416855009441586e-06
Position 397: 1.6776841914628031e-06
Position 927: 1.6419259704643971e-06
Position 3675: 1.2807914520344933e-06
Position 3507: 1.1245358808042973e-06
Position 328: 7.747868711302699e-07
Position 395: 7.572215939092783e-07
Position 3337: 6.753973990246911e-07
Position 5172: 6.368282458254974e-07
Position 5182: 3.951030934199072e-07
Position 19: 3.679765773031185e-07
Position 129: 3.5622205869281503e-07
Position 4493: 3.461778124034145e-07
Position 4613: 2.9998815062615247e-07
Position 782: 2.7898508696473945e-07
Position 120: 2.652925258485074e-07
Position 3331: 2.6358957454754956e-07
Position 4944: 2.346301187893055e-07
Position 4411: 1.5858988204623163e-07
Position 1063: 1.0093497547410402e-07
Position 565: 4.032449353473266e-08
Position 118: 3.684038562970088e-08
Position 597: 2.827939220861392e-08
Position 672: 2.592318219780515e-08
Position 563: 2.7103029842733675e-10
Position 4762: 8.611752757805845e-14
Position 4983: 3.7238732607914836e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4716: 0.9977501336664525
Position 4137: 0.9869092610018328
Position 4949: 0.9790658227662812
Position 2543: 0.8749704253809808
Position 3385: 0.8309390184080121
Position 2992: 0.26746692165843006
Position 589: 0.24247323047638447
Position 2313: 0.23538891581897384
Position 4453: 0.20927843633086857
Position 3249: 0.14612676573945851
Position 3417: 0.1175831339386159
Position 3225: 0.09229393439233662
Position 341: 0.08934186693830562
Position 2379: 0.088088454022116
Position 2684: 0.06390605875328786
Position 3221: 0.06255573525245493
Position 2158: 0.061973227468690856
Position 3002: 0.05899106534204506
Position 1043: 0.0513120170965169
Position 1733: 0.05002618030064061
Position 959: 0.04208753417910082
Position 1471: 0.033434342854464276
Position 2920: 0.029127110272599906
Position 370: 0.028864325647383546
Position 4526: 0.027895757461509046
Position 1229: 0.021478760472362707
Position 2721: 0.019394494626436262
Position 1644: 0.0167656556942904
Position 5330: 0.014792294969687632
Position 1564: 0.013949498280608048
Position 613: 0.013363388673743835
Position 1923: 0.011524778908278802
Position 1056: 0.011394044762790647
Position 4423: 0.010368368293723451
Position 3390: 0.010114727487574875
Position 3120: 0.00915371277863944
Position 1291: 0.008891532374668115
Position 2335: 0.00882483638369692
Position 2732: 0.008296332265458544
Position 2776: 0.007524504126150955
Position 3816: 0.007364377702100474
Position 4417: 0.006763445522468843
Position 4465: 0.006441794438777558
Position 3832: 0.005507466866094108
Position 4263: 0.00536413139149311
Position 4529: 0.005098534922538893
Position 1124: 0.004660951329349994
Position 888: 0.004233194216324155
Position 3035: 0.004081334593552555
Position 2580: 0.003871619412853823
Position 2012: 0.0037320349079551533
Position 3972: 0.0034390251528445457
Position 1539: 0.0030357953630819673
Position 901: 0.002999266875067597
Position 4523: 0.00294286875290099
Position 3708: 0.0028953597767429227
Position 1129: 0.0027968688980443868
Position 852: 0.0027628377255269725
Position 5028: 0.002759711253840241
Position 4328: 0.0026951622449438253
Position 3897: 0.002693782482327972
Position 1612: 0.0017534694003816175
Position 1224: 0.0015825451535389685
Position 617: 0.0014998491145094405
Position 5000: 0.0013036773217189985
Position 3943: 0.0012671233844807645
Position 1013: 0.001234570368490377
Position 773: 0.0012012394955720073
Position 1183: 0.0009811377364063302
Position 4244: 0.0009575581707750892
Position 1751: 0.0008738075830238939
Position 3017: 0.0008716129814529155
Position 1189: 0.0008006768475693947
Position 3646: 0.0007839254595788139
Position 468: 0.0007392147349213535
Position 4338: 0.0006945854085819455
Position 1096: 0.0006702344308066422
Position 4773: 0.000669215978951547
Position 2370: 0.0006491748825645079
Position 4748: 0.0005690272032582974
Position 1070: 0.0005549050552219039
Position 5126: 0.0005256571630434521
Position 1857: 0.0004994772194338876
Position 1890: 0.0004782716959557777
Position 2561: 0.00046054091377041763
Position 779: 0.00035421607756747634
Position 5147: 0.0003152921016578026
Position 4462: 0.0002751631655111555
Position 4352: 0.0002716258812003815
Position 5060: 0.00018028479429277758
Position 139: 0.00015776746821364484
Position 1995: 0.00014366833902928347
Position 4303: 0.0001029604394461995
Position 2773: 9.22953802810089e-05
Position 4798: 8.918313464244012e-05
Position 795: 7.764169868747736e-05
Position 817: 7.671178419951761e-05
Position 5252: 7.565577354305305e-05
Position 4349: 6.319967725944838e-05
Position 2594: 6.259644317142394e-05
Position 114: 6.2560229800464e-05
Position 2603: 5.26680858622428e-05
Position 5177: 3.6071666813509866e-05
Position 187: 3.1201380356852204e-05
Position 416: 2.9427458311044726e-05
Position 1045: 2.5559223044945463e-05
Position 5084: 1.781221150865862e-05
Position 4781: 1.4502428442736493e-05
Position 4803: 1.108643597403259e-05
Position 5210: 1.081091849207197e-05
Position 475: 1.0719244712168738e-05
Position 293: 8.314156950189807e-06
Position 4881: 5.079561198577126e-06
Position 821: 4.968535460745412e-06
Position 4926: 4.957135448321369e-06
Position 4915: 4.1725278287651435e-06
Position 220: 2.8193686244393773e-06
Position 4833: 2.7838623005186063e-06
Position 4800: 2.585986194467838e-06
Position 5090: 2.092737448835099e-06
Position 680: 1.8886326787486918e-06
Position 493: 1.8576695881249634e-06
Position 5150: 1.746735700408268e-06
Position 4852: 1.6076142062644426e-06
Position 3361: 1.3605497426664188e-06
Position 84: 1.254344799626865e-06
Position 5240: 6.253704295319076e-07
Position 5093: 5.696468845061761e-07
Position 227: 5.12540005984758e-07
Position 4837: 4.1801838467292807e-07
Position 4818: 4.136536338159077e-07
Position 710: 3.4974954024930513e-07
Position 5264: 2.2705322245556428e-07
Position 552: 1.1769429718819861e-07
Position 657: 1.0742602258849864e-07
Position 694: 4.629902372808857e-08
Position 301: 4.605940765730402e-08
Position 266: 4.1677616368475566e-08
Position 728: 4.029395253780598e-08
Position 685: 3.5377876889145865e-08
Position 705: 3.092413926561555e-08
Position 639: 2.8886988398081906e-08
Position 648: 2.02258132597936e-08
Position 217: 5.963187796657934e-09
Position 255: 1.3032287814697134e-09
Position 481: 1.3062407638598177e-10
Position 453: 7.563352524021806e-11
Position 127: 9.927513345680877e-12
