Gene = mtsh
Position 1174: 3.35716085709626e-05
Position 1177: 2.6709888322922052e-05
Position 2931: 2.2152516713774474e-05
Position 776: 2.2105661232818685e-05
Position 1475: 1.319457082839141e-05
Position 227: 1.3185761363802731e-05
Position 98: 1.2645437637510034e-05
Position 685: 1.1127375736844774e-05
Position 1497: 6.653405942152595e-06
Position 740: 5.918762707093251e-06
Position 89: 3.2622122678793756e-06
Position 1542: 2.7799176700743024e-06
Position 285: 2.695296577043267e-06
Position 131: 2.1408481666215705e-06
Position 1555: 1.7397838147593335e-06
Position 1447: 1.70317135834009e-06
Position 1539: 1.293250358175635e-06
Position 149: 9.738318402244883e-07
Position 470: 7.987248194378788e-07
Position 969: 4.1137818799420276e-07
Position 80: 3.38627866113456e-07
Position 1294: 1.7022261687821592e-07
Position 1042: 1.0600776900239755e-07
Position 1010: 8.241765220695584e-08
Position 814: 7.529842882937972e-08
Position 1076: 7.253700795354805e-08
Position 757: 4.441581262074526e-08
Position 795: 2.702186720320411e-08
Position 64: 1.8738481270464214e-08
Position 752: 7.591693428158122e-09
Position 365: 1.3814363019020787e-09
Position 1054: 6.144896987626893e-10
Position 854: 9.943674953828979e-11
Position 867: 8.548620820497501e-11
Position 163: 1.7660614708979853e-14
