Gene = ush
Position 5172: 1.9576129609321492e-05
Position 268: 1.4425264247151541e-05
Position 1534: 1.256249113425105e-05
Position 334: 1.1100817710571732e-05
Position 2021: 1.0638435690337499e-05
Position 62216: 9.638939148228684e-06
Position 374: 8.17399445027068e-06
Position 2205: 6.834120287782269e-06
Position 9880: 6.436425837246866e-06
Position 1314: 6.303595014390647e-06
Position 1232: 6.134634129702865e-06
Position 1101: 5.675760442938661e-06
Position 389: 5.614790215395168e-06
Position 1677: 5.341578986935966e-06
Position 503: 4.925448898127901e-06
Position 90: 4.888215040388409e-06
Position 336: 4.617882804301934e-06
Position 253: 4.479983711036908e-06
Position 10064: 4.2577040005914315e-06
Position 4063: 4.032973333725304e-06
Position 3584: 3.953842068063384e-06
Position 5118: 3.9316918471599e-06
Position 1890: 3.788752413783378e-06
Position 446: 3.4534085839199372e-06
Position 3806: 3.2656094129433338e-06
Position 4516: 2.8687072105528964e-06
Position 2004: 2.752374944601551e-06
Position 3018: 2.640161000512882e-06
Position 1016: 2.6184487761600927e-06
Position 2701: 2.2269717201649414e-06
Position 1627: 1.8713367745027e-06
Position 47: 1.658781650597274e-06
Position 84: 1.267597472597004e-06
Position 64154: 1.204851810022335e-06
Position 1001: 1.1938740278136065e-06
Position 63476: 8.625021493134687e-07
Position 162: 6.942403642071354e-07
Position 63407: 5.817266478056115e-07
Position 63680: 4.3220313545746795e-07
Position 904: 3.8153360942642684e-07
Position 221: 3.0481046226195206e-07
Position 63168: 2.5582415275839116e-07
Position 968: 2.5276016815049406e-07
Position 63210: 2.458908986946611e-07
Position 569: 2.3615290128333254e-07
Position 292: 2.3438051989025562e-07
Position 63888: 2.329569100475262e-07
Position 671: 2.0943934505924382e-07
Position 141: 7.09436952711197e-08
Position 63347: 6.952300334893233e-08
Position 528: 5.6487513078111396e-08
Position 963: 4.722748046327165e-08
Position 431: 3.995885035612672e-08
Position 1031: 3.7765559056391513e-08
Position 620: 3.358903763001427e-08
Position 63437: 2.492075054539782e-08
Position 510: 1.95450277232947e-08
Position 505: 1.7916777208096963e-08
Position 64068: 1.4169534669215355e-08
Position 338: 6.590954965116328e-09
Position 415: 3.3058545322472428e-09
Position 340: 3.019373468708092e-09
Position 63627: 2.521601947941796e-09
Position 965: 2.049599470988494e-09
Position 512: 1.735401068500461e-09
Position 1024: 1.5750801881145581e-09
Position 988: 1.0959632218692126e-09
Position 725: 1.6530330128717493e-10
Position 971: 1.2260071335299182e-10
Position 62170: 9.142694995036094e-11
Position 1019: 7.126562026337921e-11
Position 63656: 4.025393104275962e-11
Position 62137: 2.4399539773260295e-11
Position 708: 4.189796704539514e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 59802: 0.9999999999999944
Position 60816: 0.9999999999999942
Position 63297: 0.9999426245638455
Position 63089: 0.9973118838389372
Position 25258: 0.996895051881866
Position 61642: 0.94476535533764
Position 61328: 0.8784056221434879
Position 12632: 0.516872115044922
Position 13296: 0.4767675499747043
Position 11861: 0.37170813620361504
Position 12414: 0.1319305026449766
Position 62773: 0.05036043867536534
Position 61294: 0.048773908688336
Position 61586: 0.044796000871794486
Position 64099: 0.04442519355616488
Position 11896: 0.0424734236438356
Position 14408: 0.033281781471908155
Position 11537: 0.032177340472537494
Position 63837: 0.024980238148252787
Position 346: 0.021979188711076212
Position 64052: 0.014846776844768605
Position 13972: 0.011939465623482142
Position 9985: 0.010069889900735242
Position 8990: 0.007711140084777739
Position 10202: 0.007671951512525831
Position 64111: 0.007328265560437446
Position 3177: 0.007125696042930618
Position 63888: 0.006485167045770683
Position 319: 0.006366613451596743
Position 4937: 0.005651284546463372
Position 12697: 0.00488107455338655
Position 5936: 0.004422027333032715
Position 2901: 0.003968436700706463
Position 13627: 0.003871406406682141
Position 3210: 0.003538896943405911
Position 64326: 0.0032598424321430633
Position 24680: 0.003104948118129345
Position 3378: 0.0028296223092962743
Position 1172: 0.002372757144608109
Position 63577: 0.002243381138329323
Position 2525: 0.0020803155755431324
Position 13669: 0.002049252077911592
Position 64115: 0.002038400651473942
Position 11211: 0.0020089042035961067
Position 210: 0.0018869871711048871
Position 12871: 0.0018800615102542134
Position 3363: 0.0018749316991292758
Position 63556: 0.0016838128895665973
Position 713: 0.0014658767872856113
Position 3354: 0.001205159215120655
Position 2481: 0.001156731292272143
Position 6433: 0.0011001127993337724
Position 64006: 0.0010398721311427003
Position 9038: 0.0009795747783802014
Position 2072: 0.0009688837518226758
Position 63595: 0.0008749731862493479
Position 64038: 0.0006685732276579302
Position 8871: 0.0006220298135719685
Position 1073: 0.0006011446115183628
Position 8114: 0.0005228570437369584
Position 1930: 0.00047931607175610277
Position 442: 0.00043531660347015323
Position 63157: 0.0002958821617964159
Position 412: 0.0002684642960229026
Position 7893: 0.0002548387443737271
Position 64030: 0.00023825602605468372
Position 1780: 0.00021301772507092986
Position 63969: 0.00020957429543635474
Position 64280: 0.00020080699164440297
Position 63574: 0.00019569411310036713
Position 63621: 0.00019231708915367704
Position 64335: 0.0001812740718789663
Position 64068: 0.0001712434621943919
Position 458: 0.00016097645237715569
Position 63615: 0.00015312258899442555
Position 2204: 0.00014941040618711833
Position 1042: 0.00014664989771467102
Position 1951: 0.00014076868224743128
Position 2551: 0.00011560077350096872
Position 63803: 0.00011055275820023138
Position 4571: 0.0001095199688605217
Position 382: 0.0001071251634502993
Position 5802: 9.069445538021463e-05
Position 174: 8.553403777194358e-05
Position 6310: 8.004534041732993e-05
Position 2096: 7.290034974469823e-05
Position 1607: 7.13907046161588e-05
Position 162: 7.041357079396708e-05
Position 3953: 6.586406866121841e-05
Position 2268: 6.0461665309419064e-05
Position 3298: 4.933796831519603e-05
Position 63075: 4.546490867068282e-05
Position 63391: 3.64618751451634e-05
Position 221: 3.5222656084114455e-05
Position 63800: 2.9028913824923884e-05
Position 62273: 2.103824673186527e-05
Position 2847: 1.6220265470690675e-05
Position 63806: 1.4393726544972242e-05
Position 1441: 9.530875264134848e-06
Position 3048: 9.123214940956994e-06
Position 2735: 9.037108559022582e-06
Position 2923: 7.715189921432891e-06
Position 2331: 6.91137628963224e-06
Position 9756: 6.436425837246866e-06
Position 1178: 6.363847601428106e-06
Position 61737: 5.894210483785461e-06
Position 1710: 5.479725950868144e-06
Position 2406: 5.27990188479885e-06
Position 1620: 5.240015055284832e-06
Position 668: 4.526544579482397e-06
Position 1815: 4.2702194104745164e-06
Position 1948: 3.796290694226834e-06
Position 784: 2.8702888507618586e-06
Position 1713: 2.8466719938446665e-06
Position 63610: 2.787299922593943e-06
Position 61767: 2.440411566040403e-06
Position 1268: 1.806772821348683e-06
Position 1216: 1.7916537196564737e-06
Position 2350: 1.7226569182818242e-06
Position 1446: 1.3312850928973026e-06
Position 2380: 1.282889461748042e-06
Position 486: 1.1124001765716659e-06
Position 1659: 1.0780333961638622e-06
Position 352: 1.0046305466125837e-06
Position 468: 9.384867635309023e-07
Position 4374: 8.853143628501185e-07
Position 851: 8.132443428290052e-07
Position 787: 7.867579520957393e-07
Position 3428: 7.17147673614866e-07
Position 569: 7.104173693804819e-07
Position 1485: 6.414418890882598e-07
Position 63468: 5.702279864732603e-07
Position 63627: 5.264903714252307e-07
Position 1482: 4.4337368473453083e-07
Position 63721: 3.0784886953797966e-07
Position 1318: 2.185066749084122e-07
Position 826: 2.1729002843343055e-07
Position 1157: 2.072579459245052e-07
Position 63647: 1.9439925261433956e-07
Position 1537: 1.756960705333323e-07
Position 63700: 1.5005315044409253e-07
Position 63471: 1.4701112508584551e-07
Position 2224: 1.0197288095290473e-07
Position 63724: 8.920017999519662e-08
Position 63355: 5.877734062861658e-08
Position 387: 3.3994728470653315e-08
Position 630: 3.3036427517861257e-09
Position 495: 3.2271539310871423e-09
Position 528: 2.5796248752358562e-09
Position 614: 1.6118034709653906e-09
Position 483: 1.2559405448096853e-09
Position 258: 1.1097975449986657e-09
Position 602: 1.049231397100099e-09
Position 596: 8.825809215312456e-10
Position 63407: 8.179205234166876e-10
Position 394: 4.106954211685765e-10
Position 620: 4.0916567365329543e-10
Position 63413: 1.5929967427501797e-10
Position 389: 1.1325144772411825e-10
Position 525: 7.528416552213163e-11
Position 503: 2.7409813029131968e-11
Position 135: 2.2967733399690317e-11
Position 90: 2.1566058412251588e-11
Position 354: 1.856499047584169e-11
