Gene = Mrtf
Position 110: 2.9379884917708322e-05
Position 27: 2.6741288675218648e-05
Position 41814: 2.50192124492585e-05
Position 43914: 2.3709161191846186e-05
Position 699: 1.8211318365351747e-05
Position 32: 1.812013702035912e-05
Position 10: 1.692350206388119e-05
Position 351: 1.2723579466476784e-05
Position 932: 1.0984023269528762e-05
Position 694: 1.082695209285971e-05
Position 134: 1.069275992922145e-05
Position 1531: 9.91241275006131e-06
Position 38: 9.865008814861557e-06
Position 958: 9.494456089932652e-06
Position 646: 9.384368941279437e-06
Position 1086: 9.10888488508814e-06
Position 332: 8.249597383535072e-06
Position 1680: 6.011739322491634e-06
Position 1012: 5.808169073321571e-06
Position 50: 5.626326354228053e-06
Position 38121: 4.843672898635772e-06
Position 349: 4.634834977274133e-06
Position 689: 2.3426224441946434e-06
Position 904: 2.298553358030023e-06
Position 141: 2.272902775244322e-06
Position 79: 2.0475084913981735e-06
Position 2493: 1.98934750370286e-06
Position 868: 1.6858045323920953e-06
Position 310: 1.6607802507481615e-06
Position 147: 1.4092001501602888e-06
Position 906: 1.3111050652360188e-06
Position 119: 1.1925453208131756e-06
Position 876: 1.0339916857609693e-06
Position 783: 6.888160308232585e-07
Position 431: 6.669237273728023e-07
Position 759: 5.428410781073984e-07
Position 38900: 4.807306560347234e-07
Position 1345: 4.546495942154735e-07
Position 149: 4.0562578676676813e-07
Position 2156: 3.9792646113513806e-07
Position 444: 3.0366645846437425e-07
Position 1210: 2.457745431116275e-07
Position 578: 2.3900209300042927e-07
Position 371: 2.0552845691534507e-07
Position 508: 1.4495700726699208e-07
Position 552: 1.0689011861349546e-07
Position 512: 8.358871031457908e-08
Position 563: 7.175642271899589e-08
Position 581: 5.7779811216810095e-08
Position 42841: 5.658661171096311e-08
Position 836: 5.426395078466657e-08
Position 42786: 4.309582006508527e-08
Position 546: 3.5406640005894514e-08
Position 531: 6.486204609156122e-09
Position 788: 8.554918095825337e-34
Position 809: 3.12841137633444e-34
Position 738: 1.8260190587851166e-34
Position 840: 1.5078656245600273e-34
Position 845: 1.4737404221230403e-34
Position 1031: 8.066508308505949e-35

Sorted 3' Splice Sites (High to Low Probability):
Position 37066: 1.0000000000000022
Position 37975: 0.9969058430245439
Position 41793: 0.9403366366833136
Position 42477: 0.6378113063114115
Position 464: 0.3709053366474585
Position 48699: 0.3622616054616784
Position 38190: 0.34046728208339777
Position 14450: 0.22097431519715302
Position 38243: 0.19558084175910667
Position 48209: 0.1387740415698663
Position 17913: 0.11553079623002423
Position 41958: 0.10380904851337498
Position 48519: 0.10240905896430644
Position 41426: 0.08691952191260877
Position 47821: 0.06298698983585119
Position 46547: 0.05938398773323438
Position 48175: 0.05882792478564916
Position 47758: 0.05493731387184855
Position 28214: 0.046054307762464435
Position 14626: 0.03818767503317461
Position 38260: 0.018419488380350436
Position 38349: 0.017032916494078437
Position 47325: 0.014127557718845399
Position 42175: 0.011010455869025711
Position 38194: 0.010561549587281576
Position 43239: 0.0098807996368844
Position 38226: 0.009555258607124159
Position 41092: 0.007852396138095762
Position 48908: 0.007821601268332215
Position 14586: 0.007421587177647267
Position 38980: 0.006942500420885206
Position 40500: 0.0056079959109170165
Position 43261: 0.0048833247629133094
Position 38362: 0.004256680982665066
Position 38809: 0.003947782799854686
Position 38641: 0.0038110643831936377
Position 39116: 0.003409151531301329
Position 4759: 0.003056318099852797
Position 38371: 0.002770120802339609
Position 37983: 0.0026208897356260097
Position 1759: 0.0024982311236832174
Position 14609: 0.0023797181622502808
Position 42262: 0.002180762066601554
Position 42160: 0.0021643346822392724
Position 738: 0.0021467069000952353
Position 14672: 0.0021318757708056056
Position 41667: 0.002107913989924038
Position 38368: 0.0020592075438468265
Position 42126: 0.0020060727600832292
Position 41967: 0.001977436490063246
Position 39019: 0.0019622767236194727
Position 39137: 0.0018548103239173302
Position 43246: 0.0018219385655239798
Position 40677: 0.0013958555676970425
Position 771: 0.0013317799157431765
Position 468: 0.001309641675053607
Position 41997: 0.0012628316723658321
Position 44681: 0.0012095021939315398
Position 42390: 0.0010556816293617838
Position 3795: 0.0009545512847944701
Position 43340: 0.0008836222010768456
Position 43430: 0.0008071725935610226
Position 405: 0.0007661408771197874
Position 40018: 0.000764838737949984
Position 42064: 0.0007302284275878551
Position 41362: 0.000682420172154706
Position 43674: 0.0006266986452040451
Position 43424: 0.0006205707531662868
Position 42138: 0.0005986650882345733
Position 4728: 0.0005583497923171062
Position 4684: 0.000547663626760574
Position 41909: 0.000541839147723368
Position 45389: 0.0005362883347245161
Position 38800: 0.0005197633693262239
Position 39560: 0.00046900543575337787
Position 44247: 0.0004234926807435768
Position 2591: 0.0004211556838959654
Position 44219: 0.0004152360115349369
Position 38894: 0.00040799284716876925
Position 44149: 0.00039937823596105266
Position 44531: 0.00036497713718119777
Position 38790: 0.00036114167397202786
Position 1292: 0.0003574377539395512
Position 38201: 0.0003519495992348275
Position 42515: 0.0003194495569700336
Position 38547: 0.00031127467885871105
Position 1041: 0.00030498998502592235
Position 45078: 0.0002931627391533457
Position 1638: 0.000285635843299669
Position 42417: 0.00028423107543563915
Position 41513: 0.00028217547799119807
Position 41924: 0.0002631117660155617
Position 4804: 0.0002536929410993248
Position 41700: 0.00024257862840124518
Position 38166: 0.00022342262829415604
Position 4389: 0.00021389433385896072
Position 44321: 0.00020531759383180074
Position 41031: 0.00020143355964094025
Position 759: 0.0001986495143399697
Position 43720: 0.00017948334802393313
Position 1206: 0.00017618281928582393
Position 43599: 0.0001719377788158477
Position 4687: 0.00014885947073056604
Position 41375: 0.00014857917925820878
Position 41169: 0.00014839584520378476
Position 40997: 0.00013877409043764103
Position 45008: 0.00013562400387403238
Position 3756: 0.00012930484791944186
Position 3028: 0.00012409405158396897
Position 43008: 0.00011924896585303725
Position 470: 0.0001130394273844161
Position 44438: 0.00010783386212964146
Position 43969: 0.00010423018961561485
Position 3920: 9.89941947860797e-05
Position 41802: 9.463795784399339e-05
Position 43829: 8.992186432130227e-05
Position 38700: 8.625364922056369e-05
Position 692: 7.44051677431186e-05
Position 2666: 7.217862162277403e-05
Position 38402: 7.163613714844537e-05
Position 41834: 7.0900168659273e-05
Position 43596: 6.9480196568431e-05
Position 2636: 6.932675787543143e-05
Position 4560: 6.92821234798535e-05
Position 38519: 6.708538781309967e-05
Position 4462: 6.143786144061464e-05
Position 3770: 6.117033720361408e-05
Position 38693: 5.55846981127214e-05
Position 38731: 5.2376308990926176e-05
Position 1726: 5.059375814200837e-05
Position 4279: 4.90266636691024e-05
Position 40804: 4.825605328493729e-05
Position 41118: 4.5544759948402204e-05
Position 1493: 4.5353527295295214e-05
Position 2312: 3.6574160615497816e-05
Position 43980: 3.472332554574292e-05
Position 43905: 3.1757719966392034e-05
Position 42797: 3.131004744268841e-05
Position 43835: 3.0213866354300518e-05
Position 42934: 2.5870474915774826e-05
Position 39032: 2.4833865647250283e-05
Position 42956: 1.817336275861036e-05
Position 2217: 8.934449328423772e-06
Position 41928: 4.562246714895317e-06
Position 38162: 6.600876241573762e-07
Position 39053: 5.777304887703709e-07
Position 39367: 4.336017685249324e-07
Position 39315: 3.614208144913915e-07
Position 38170: 3.385012934382624e-07
Position 38419: 3.284208157480801e-07
Position 39502: 2.160814864763547e-07
Position 38530: 3.5938888777289006e-11
Position 992: 6.728156025387045e-31
Position 682: 2.4202178231015215e-31
Position 345: 2.142036175545481e-31
Position 840: 2.1369571016971582e-31
Position 79: 1.2301710880342422e-31
Position 340: 1.04892173792237e-31
Position 699: 1.0486904717689255e-31
Position 999: 5.365884888870499e-32
Position 997: 3.79309625738188e-32
Position 1004: 2.644960222082124e-32
Position 954: 1.9576053936577798e-32
Position 855: 1.4759990926132326e-32
Position 1089: 1.224840095783083e-32
Position 1086: 1.1977872066369503e-32
Position 479: 9.828589143975371e-33
Position 904: 9.503125001842796e-33
Position 862: 3.630314141594995e-33
Position 173: 3.0599418584661912e-33
Position 597: 2.879750384344261e-33
Position 119: 1.3170162333531483e-33
Position 176: 1.2695928174180832e-33
Position 206: 8.414887241460797e-34
Position 868: 3.964090476844286e-34
Position 364: 1.3050356691721227e-34
