Gene = chb
Position 4262: 0.0005003788745779032
Position 6530: 0.0003877818292824281
Position 581: 0.00038168020153181675
Position 8263: 0.0003788169951461474
Position 2867: 0.00036510244132406493
Position 318: 0.00036125811125868303
Position 2834: 0.00034800499573387026
Position 448: 0.0003301708978322596
Position 6221: 0.00032152157998971615
Position 2584: 0.00032102105527907255
Position 4541: 0.0003201654840240738
Position 6331: 0.0002863124276063155
Position 5823: 0.00025379453015803927
Position 8095: 0.00024317041323092595
Position 5100: 0.0002421885399495131
Position 5483: 0.00024083979791020198
Position 7814: 0.00023098334972916922
Position 3453: 0.0002235070049888913
Position 6817: 0.00020785140248159696
Position 8275: 0.00020725447411707978
Position 1331: 0.00020499485046082634
Position 6605: 0.00020255617638950752
Position 6831: 0.0001993428608460635
Position 7708: 0.00019695520680832368
Position 5130: 0.0001925564534762643
Position 3599: 0.00018146714259240947
Position 5524: 0.0001596175008995582
Position 6796: 0.00014707888398505982
Position 6365: 0.00014389208579643317
Position 2887: 0.0001386776667528218
Position 8614: 0.00012216863985164972
Position 7137: 0.000115564808941064
Position 3916: 0.00011185105131000481
Position 2330: 0.00010776403684421193
Position 1724: 0.00010337474709009772
Position 1361: 0.00010317775306398342
Position 4150: 9.63826961271464e-05
Position 7026: 9.441385783588878e-05
Position 4273: 9.357980531049374e-05
Position 375: 8.965827721483103e-05
Position 1450: 8.53519871142263e-05
Position 6771: 8.489876177817927e-05
Position 5657: 8.181267510311208e-05
Position 260: 7.841505027096896e-05
Position 141: 7.750103353688586e-05
Position 1188: 7.737336536190206e-05
Position 4083: 7.438789606671038e-05
Position 2541: 6.495216194237822e-05
Position 1207: 6.477701257038425e-05
Position 1382: 6.441072773270385e-05
Position 6344: 6.19050285724346e-05
Position 4266: 6.036015894124312e-05
Position 6535: 5.921453290184568e-05
Position 288: 5.362930662255149e-05
Position 3378: 4.879094394223998e-05
Position 970: 4.371818676323579e-05
Position 3854: 4.349217487026112e-05
Position 5471: 4.306783428020082e-05
Position 3131: 3.967852633859839e-05
Position 964: 3.666867115360535e-05
Position 6867: 3.584722927924349e-05
Position 5321: 3.4259834427016475e-05
Position 5584: 3.384061046426175e-05
Position 6350: 3.3408994916445185e-05
Position 414: 3.1406071627555765e-05
Position 3747: 3.069553095275005e-05
Position 2672: 3.002874305279112e-05
Position 2680: 2.9355645092778128e-05
Position 5513: 2.9043134287344482e-05
Position 3545: 2.8104808574688295e-05
Position 2511: 2.4113723436003842e-05
Position 5895: 2.335440798139153e-05
Position 6276: 2.330408561162788e-05
Position 5796: 2.2528242963152247e-05
Position 423: 2.03555163816685e-05
Position 6188: 1.8160545965423782e-05
Position 2110: 1.7765951880474596e-05
Position 1409: 1.7160894600876486e-05
Position 7093: 1.690087326919854e-05
Position 1832: 1.6156358440029437e-05
Position 709: 1.5401394428362523e-05
Position 1870: 1.5034314311042207e-05
Position 3301: 1.5029776765772552e-05
Position 5991: 1.2274622215364637e-05
Position 1480: 1.1597273169528961e-05
Position 3462: 1.0508979816883394e-05
Position 1534: 1.016911480988368e-05
Position 2989: 9.764118527182655e-06
Position 509: 9.580698487047137e-06
Position 2466: 8.715938993366445e-06
Position 3266: 8.352857186753033e-06
Position 429: 7.867674169903715e-06
Position 5641: 7.848132735377275e-06
Position 476: 6.687620230119553e-06
Position 335: 6.550245632973952e-06
Position 1050: 5.762953106411269e-06
Position 1941: 5.456200814201371e-06
Position 775: 5.2137637354195805e-06
Position 1741: 5.183018119753721e-06
Position 5768: 4.969386419897029e-06
Position 5856: 4.586766057276607e-06
Position 5461: 4.38339373084775e-06
Position 1791: 4.163303703284221e-06
Position 1744: 3.620678618085256e-06
Position 973: 3.2762965451435636e-06
Position 3252: 2.973299569736741e-06
Position 2367: 2.9166627933663494e-06
Position 5683: 2.91648243465476e-06
Position 1873: 2.8409551262857072e-06
Position 1660: 2.7942216043119075e-06
Position 5386: 2.507547329300328e-06
Position 2741: 2.4396649617776863e-06
Position 5357: 2.335448283088193e-06
Position 220: 2.2654625921506626e-06
Position 3618: 2.1539231430737592e-06
Position 154: 2.0269985772464557e-06
Position 4904: 1.8707368004403517e-06
Position 4868: 1.606810500854983e-06
Position 4612: 1.1135198035006494e-06
Position 4588: 6.98507058886521e-07
Position 1365: 3.259178400918194e-07
Position 1115: 3.1428230815488663e-07
Position 1738: 3.1207527909158533e-07
Position 2724: 2.8035450705708397e-07
Position 1458: 2.371141333192998e-07
Position 2350: 2.275869180988385e-07
Position 3143: 1.745905163649773e-07
Position 781: 9.528194952457051e-08
Position 5268: 5.1383184943444894e-08
Position 5294: 4.4953919181098864e-08
Position 241: 3.272538081441312e-08
Position 340: 3.0284691136243734e-08
Position 1782: 2.025229551295618e-08
Position 1996: 1.7360101133410605e-08
Position 655: 1.3552795211298903e-08
Position 721: 9.163212019499119e-09
Position 1624: 2.206603215143076e-09
Position 1678: 1.033879965623093e-09
Position 178: 7.232392656516024e-10
Position 457: 4.942093447378381e-10
Position 344: 4.5694820001442603e-10
Position 1124: 2.4149887152574904e-10
Position 835: 2.2471610792759345e-10
Position 985: 1.932578205167015e-10
Position 71: 1.63156927119526e-10
Position 161: 9.296008156988614e-11
Position 611: 4.950887660107023e-11
Position 85: 4.5315294131329265e-11
Position 643: 4.103189701495191e-11
Position 631: 3.2791858231612624e-11
Position 99: 2.9283401716364764e-11
Position 385: 1.2898205392671357e-11
Position 243: 1.5516771824945571e-12
Position 800: 1.0798622869946806e-12
Position 197: 8.099299456737337e-13
Position 899: 7.830670050028407e-13
Position 103: 1.0862679085497868e-13
Position 191: 2.111090698328517e-14
Position 87: 1.8445417869664642e-14
Position 193: 2.6106299735040077e-15
