Gene = Patsas
Position 1085: 4.581522583342759e-05
Position 2049: 4.265023401217154e-05
Position 2025: 3.991666540649951e-05
Position 1061: 3.983475145161237e-05
Position 609: 3.923864435580534e-05
Position 2205: 3.5036032864549035e-05
Position 1124: 2.6970051232028515e-05
Position 560: 2.448323353710009e-05
Position 1130: 2.2024286779702187e-05
Position 1448: 1.896413175851277e-05
Position 788: 1.7777198989052747e-05
Position 455: 1.7481701766337933e-05
Position 1198: 1.7389322652474893e-05
Position 2265: 1.5225601218008977e-05
Position 920: 1.271823814603514e-05
Position 965: 8.703747822950306e-06
Position 523: 8.566957544335029e-06
Position 1052: 7.828500592670101e-06
Position 320: 7.363431050953253e-06
Position 265: 4.871989776651645e-06
Position 88: 3.426436313473545e-06
Position 722: 2.9781577166074375e-06
Position 2076: 1.7014911417722565e-06
Position 236: 9.554477053776972e-07
Position 101: 9.430235204288221e-07
Position 2375: 7.342563904442392e-07
Position 323: 6.575493169938602e-07
Position 527: 6.564023859337317e-07
Position 861: 6.110094955457537e-07
Position 418: 3.6542890282887176e-07
Position 533: 3.075990926076909e-07
Position 1795: 4.955236263437664e-08
Position 247: 2.8652294231297244e-08
Position 73: 3.6827414916123225e-09
Position 415: 2.3232856574512686e-09
Position 143: 2.2664221382739583e-09
Position 135: 1.945629629096274e-09
Position 481: 1.0179913053059202e-09
Position 516: 7.078247988435114e-10
Position 121: 4.4851140788356954e-10
Position 103: 2.1505183808521158e-10
Position 218: 3.570174702476632e-11
Position 428: 2.5060753752224202e-12
