Gene = Dref
Position 1112: 0.0006315335904482555
Position 318: 0.0006128623462910018
Position 315: 0.0005979551150016367
Position 1997: 0.0005033315002174841
Position 1793: 0.00041080437862741595
Position 1048: 0.0004102152710433518
Position 2042: 0.00037141864494222787
Position 535: 0.0003220235828706031
Position 1818: 0.00030629589361976883
Position 2180: 0.0003013240358462172
Position 2641: 0.00028787302621511326
Position 607: 0.00020925556600315888
Position 1622: 0.0002019625988409246
Position 929: 0.0001687352999272792
Position 2232: 0.0001664680616053904
Position 973: 0.00016580034019503083
Position 1144: 0.0001572300042604349
Position 447: 0.00013887111838911618
Position 2425: 0.00013241316748664086
Position 1649: 0.0001306308404319633
Position 610: 0.0001285091135823423
Position 91: 0.00011213199523760214
Position 1697: 0.00011115979839851519
Position 2151: 0.00011112201868789732
Position 910: 0.00010661962637276987
Position 595: 0.00010627617945714084
Position 1670: 9.280138528484097e-05
Position 1348: 8.445032454856353e-05
Position 2542: 6.466496308817894e-05
Position 2444: 5.414726916114958e-05
Position 2971: 5.064232370981988e-05
Position 1319: 4.964742511377404e-05
Position 2226: 4.904219164946522e-05
Position 2015: 4.8015810861278194e-05
Position 770: 4.2968241571552725e-05
Position 2824: 3.8716353575754416e-05
Position 1658: 3.248735174334338e-05
Position 1180: 2.9064724392850603e-05
Position 878: 2.7871056648389313e-05
Position 2621: 2.6914844005908636e-05
Position 1246: 2.6550479917484295e-05
Position 2923: 2.31046970690322e-05
Position 2554: 2.0459750339254978e-05
Position 685: 2.016557248499143e-05
Position 1629: 1.708409733663232e-05
Position 2422: 1.6881018689998947e-05
Position 1306: 1.6520361018140242e-05
Position 2684: 1.4645358274223673e-05
Position 1823: 1.3696246455499144e-05
Position 3004: 1.1807697751753559e-05
Position 649: 1.1397817091072546e-05
Position 2471: 1.0466353008504395e-05
Position 945: 8.672540827771213e-06
Position 619: 8.269037323886144e-06
Position 1941: 7.833148703808183e-06
Position 1706: 7.580139554949078e-06
Position 1887: 7.020729456782663e-06
Position 362: 5.627192956444338e-06
Position 2242: 5.071178440313157e-06
Position 2211: 4.439997422408768e-06
Position 1509: 3.898312413817448e-06
Position 2390: 3.552447859560323e-06
Position 493: 2.667093290087903e-06
Position 2791: 2.3180517287465546e-06
Position 1730: 2.250052150311167e-06
Position 2412: 2.157372630714662e-06
Position 2856: 2.0258674438952555e-06
Position 718: 1.9509187448899128e-06
Position 835: 1.636873041718803e-06
Position 2797: 1.6344342861133229e-06
Position 622: 1.620602222471464e-06
Position 2878: 1.580292897595443e-06
Position 68: 1.4497921012515613e-06
Position 3006: 1.314428353934184e-06
Position 391: 8.503950651418215e-07
Position 2504: 8.191049115070575e-07
Position 409: 7.674941300531304e-07
Position 2262: 7.449891950077365e-07
Position 1775: 6.162448328846837e-07
Position 2459: 5.642751861527374e-07
Position 2588: 5.265544595020007e-07
Position 2578: 3.8274735225607806e-07
Position 1858: 3.158567301152795e-07
Position 2258: 1.9158522018325103e-07
Position 343: 2.524409596892196e-08
Position 119: 2.221369615563079e-08
Position 49: 6.611623879684528e-09
Position 353: 4.464502896908347e-09
Position 397: 9.828790873637743e-10
Position 121: 8.810129612055296e-10
Position 88: 6.516763924483978e-11
Position 348: 2.897564760617438e-16
