Gene = Ndfip
Position 797: 0.01915264463164115
Position 1693: 0.016833751579026647
Position 2378: 0.01632227946628221
Position 5365: 0.016289153719696713
Position 698: 0.01618420955242668
Position 2277: 0.013515307464773578
Position 6488: 0.013515140944074244
Position 5368: 0.01069218098993905
Position 3335: 0.00923384989477934
Position 1212: 0.008396252483419426
Position 2924: 0.00837830657763433
Position 6306: 0.008273003871549592
Position 1250: 0.00816916107889631
Position 406: 0.007182322537360006
Position 5839: 0.006946385398652408
Position 1924: 0.0058860716577053655
Position 853: 0.005339873362808292
Position 1505: 0.005273481712631839
Position 828: 0.004106825208468706
Position 5982: 0.0038123821947527643
Position 2560: 0.003767889741601982
Position 5943: 0.0034716402515828654
Position 1562: 0.0032791448946318216
Position 4771: 0.003278421177725948
Position 832: 0.0020570123337275933
Position 2887: 0.00204938730226734
Position 2160: 0.0020460935464602296
Position 3360: 0.00198264795993297
Position 5053: 0.001981852942888276
Position 130: 0.001981400190988782
Position 2987: 0.0019297013985861324
Position 360: 0.0018840206699212898
Position 3238: 0.0018159498109996774
Position 503: 0.00144137481527538
Position 543: 0.0010797359467068673
Position 150: 0.0009892035563980374
Position 5196: 0.0009862472647130971
Position 1343: 0.0009575026445164775
Position 1282: 0.0009427795316792047
Position 448: 0.0008801139859423907
Position 5212: 0.0008739178651847542
Position 4993: 0.0008302859454092186
Position 4745: 0.0007232486212169749
Position 3005: 0.0007039268658590438
Position 6053: 0.0006872453393029649
Position 2928: 0.0006134902540503632
Position 1441: 0.0006092387802692702
Position 4634: 0.0005981817495730509
Position 763: 0.0005693779997595406
Position 1607: 0.000527340678253934
Position 2233: 0.00045922601071059417
Position 631: 0.0003852021822218654
Position 6774: 0.0003136703154450213
Position 4553: 0.0002948126081511481
Position 566: 0.00025616884462125513
Position 5200: 0.00021869650630696702
Position 1493: 0.00021431891002055958
Position 981: 0.00018835345206251447
Position 3722: 0.0001584259680944728
Position 4899: 0.00015474864601888158
Position 1369: 0.00012950915052097696
Position 668: 0.00010054094566556485
Position 1174: 8.677745552444015e-05
Position 1570: 8.365339456211796e-05
Position 4297: 7.049626045950514e-05
Position 4217: 6.992504979918716e-05
Position 3853: 6.399378882939449e-05
Position 94: 4.8211217533675375e-05
Position 156: 4.037952469286936e-05
Position 1126: 3.206391892223105e-05
Position 3554: 2.8983167456398557e-05
Position 374: 2.098798006557567e-05
Position 1585: 1.912503096849476e-05
Position 280: 1.5533483847386986e-05
Position 2061: 1.0710268600231735e-05
Position 277: 1.0598142395929104e-05
Position 409: 9.514102717116177e-06
Position 110: 5.5511889465651495e-06
Position 2009: 4.195098306381318e-06
Position 1845: 3.742533995155582e-06
Position 370: 2.1197083055999697e-06
Position 182: 1.5718667258872516e-06
Position 1626: 3.519237916413318e-07
Position 427: 3.332360731851671e-07
Position 300: 3.234034918033345e-07
Position 312: 3.182797934650153e-07
Position 456: 2.60425393215158e-07
Position 99: 1.952381502479854e-07
Position 381: 1.631874040594412e-07
Position 223: 1.0972824890846207e-07
Position 240: 9.918089281497472e-08
Position 582: 6.117846319304106e-08
Position 288: 3.146237785575154e-08
Position 247: 1.1165094239833976e-08
Position 420: 8.941520944924609e-09
Position 317: 8.532761000423747e-09
Position 326: 8.523147351144589e-09
Position 385: 6.609228652429011e-09
Position 462: 4.755071631999858e-09
Position 68: 6.177894116782715e-10
Position 242: 2.7090276830788703e-10
Position 225: 9.139070527594077e-13
Position 227: 3.973503775104607e-14
