Gene = Mul1
Position 1014: 1.9012341728325986e-05
Position 355: 1.7689780560081193e-05
Position 1051: 1.7683763872144232e-05
Position 376: 1.7444168225109916e-05
Position 49: 1.53380985012649e-05
Position 644: 1.5306604756864146e-05
Position 389: 1.2046318294850525e-05
Position 621: 1.178498987796458e-05
Position 899: 1.1648658234293295e-05
Position 207: 1.0943552856741464e-05
Position 1778: 7.794219160208048e-06
Position 1704: 7.683076839483045e-06
Position 619: 7.3857839538609414e-06
Position 717: 6.457636002967434e-06
Position 1734: 5.555199924099457e-06
Position 851: 5.342451504986853e-06
Position 1887: 3.9333607883209145e-06
Position 1200: 3.905617392378538e-06
Position 1679: 3.6728362283391655e-06
Position 548: 3.0124753663937646e-06
Position 853: 2.9902022020377145e-06
Position 565: 1.923600231095932e-06
Position 394: 1.8520158952449536e-06
Position 286: 1.8354652252125934e-06
Position 136: 1.611757655038312e-06
Position 902: 1.5273086544719638e-06
Position 535: 1.3302962192552984e-06
Position 150: 1.256614054820307e-06
Position 526: 1.2291678194356662e-06
Position 904: 1.105177508379242e-06
Position 289: 8.509341278583849e-07
Position 1640: 7.169114019493608e-07
Position 44: 6.868187716296806e-07
Position 1648: 4.780260039963111e-07
Position 556: 4.029506160460652e-07
Position 1691: 3.9747312380320405e-07
Position 603: 1.5023641822343173e-07
Position 134: 1.0673479878734352e-07
Position 38: 6.599512987963906e-08
Position 214: 8.916901380391159e-09
Position 1392: 7.456975140966109e-09
Position 228: 6.9486062150765835e-09
Position 111: 4.6469411915252026e-09
Position 1380: 2.2565536640276034e-09
Position 99: 1.7522250077585068e-09
Position 1619: 1.369702824125362e-09
Position 929: 1.3687895396998116e-09
Position 1383: 6.37723510892519e-10
Position 1454: 6.210168348214092e-10
Position 1390: 5.75554513064221e-10
Position 1407: 1.940679600971512e-10
Position 1438: 5.5565996825959627e-11
Position 1617: 2.707564680185736e-11
Position 219: 4.4367019994753145e-12
Position 1440: 1.24277078925571e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9948779659165994
Position 1363: 0.9805599070401211
Position 246: 0.9759830772037386
Position 1663: 0.01599884474002437
Position 648: 0.013567488631103125
Position 1244: 0.010495369670061426
Position 1660: 0.009670553813949443
Position 744: 0.00622919061517286
Position 1585: 0.006199093021125118
Position 1969: 0.004484012172887756
Position 1263: 0.003651637373993151
Position 516: 0.0031259282741919457
Position 1215: 0.0010312030429052248
Position 1813: 0.0008156346662197054
Position 895: 0.0006408858610454434
Position 2010: 0.0006279312873570199
Position 1449: 0.0005954374960300498
Position 967: 0.00042204226991740865
Position 1414: 0.0003646122504589183
Position 970: 0.0003640013052993165
Position 468: 0.00035935343239017176
Position 1825: 0.00034408678926886946
Position 1802: 0.00031563569451178547
Position 402: 0.00029085951877343553
Position 946: 0.0002657876358736878
Position 1268: 0.00017985145518383458
Position 909: 0.00013527657876146717
Position 717: 9.507753032032147e-05
Position 1305: 9.299137746774633e-05
Position 1669: 8.376298455188342e-05
Position 1252: 6.969619070899339e-05
Position 340: 5.7857070018307516e-05
Position 531: 5.74826708821612e-05
Position 1726: 5.695589530316384e-05
Position 1790: 3.96072496391244e-05
Position 1794: 3.363710311348068e-05
Position 1220: 3.352482938187467e-05
Position 1944: 3.1947291070363495e-05
Position 1702: 3.173976552388107e-05
Position 1402: 2.9586783954624085e-05
Position 214: 2.210798324289858e-05
Position 672: 2.127360997420965e-05
Position 383: 2.0891099768436697e-05
Position 1834: 2.0783866508081888e-05
Position 801: 1.7614121828856246e-05
Position 300: 1.540542743454652e-05
Position 518: 1.5051680654928982e-05
Position 425: 1.329554516353664e-05
Position 228: 1.3145220691768492e-05
Position 786: 1.3034467468031306e-05
Position 274: 1.1569995708115818e-05
Position 756: 1.0458562456740316e-05
Position 669: 9.790150885333846e-06
Position 492: 9.589192170547042e-06
Position 548: 7.264469169708097e-06
Position 1902: 6.342017175273898e-06
Position 680: 6.308721641242051e-06
Position 1987: 6.173703141253238e-06
Position 389: 3.958448455783988e-06
Position 811: 2.7184991841925415e-06
Position 1483: 2.5149287648398997e-06
Position 1466: 2.4453683068165283e-06
Position 504: 1.8160428608216195e-06
Position 411: 1.3003143400916625e-06
Position 973: 7.473546975298374e-07
Position 979: 7.471965646928065e-07
Position 1875: 4.277508790708067e-07
Position 1200: 4.274762871719516e-07
Position 689: 4.2135961016787237e-07
Position 1977: 4.169522877101228e-07
Position 685: 4.014601973126202e-07
Position 1865: 3.8479845171151815e-07
Position 650: 3.5059424986633844e-07
Position 312: 2.8295531758819984e-07
Position 1057: 2.3438575115796263e-07
Position 394: 2.283383155456733e-07
Position 146: 7.646467959426118e-08
Position 682: 6.119203344590206e-08
Position 294: 3.8910491607942185e-08
Position 192: 3.5599853845789864e-08
Position 368: 3.427887105179651e-08
Position 1093: 2.8838181725250313e-08
Position 161: 2.2013905099568578e-08
Position 591: 1.960830835565842e-08
Position 173: 1.3284375687570649e-08
Position 1754: 1.8732253914795466e-09
Position 1462: 1.3574632492696874e-09
Position 309: 8.611572395756227e-11
Position 182: 1.917496285528433e-11
Position 365: 1.3470125407789712e-12
Position 420: 5.2989185098830594e-14
