Gene = aos
Position 564: 2.5788986041901295e-05
Position 2923: 2.525651152142973e-05
Position 12049: 2.507804267057635e-05
Position 2059: 2.355637109311615e-05
Position 1424: 2.120061264665239e-05
Position 1270: 1.956913800076757e-05
Position 12943: 1.951011434995126e-05
Position 12929: 1.8967112350637043e-05
Position 2166: 1.799555254902027e-05
Position 281: 1.7939631361272534e-05
Position 12599: 1.7483914420103238e-05
Position 12260: 1.5212295836119729e-05
Position 727: 1.4035095037410337e-05
Position 12885: 1.3787657846268104e-05
Position 11990: 1.3601648168082314e-05
Position 817: 1.3226896265513917e-05
Position 12601: 1.1257620269240783e-05
Position 302: 9.419340857277978e-06
Position 327: 8.78515817045343e-06
Position 2268: 8.68114668441111e-06
Position 2226: 5.455076706253318e-06
Position 1806: 5.087863742642206e-06
Position 7112: 4.148459448956599e-06
Position 2218: 3.4343211925150694e-06
Position 12225: 3.3361317304315224e-06
Position 1468: 3.163664333233221e-06
Position 22: 3.120991160563476e-06
Position 329: 2.999635827025386e-06
Position 640: 2.7266240150870604e-06
Position 346: 2.7172349172981564e-06
Position 1179: 2.5594710891366208e-06
Position 974: 2.5541001281834126e-06
Position 1940: 2.4806657836774937e-06
Position 12234: 2.3946655868993864e-06
Position 12656: 2.245645529310469e-06
Position 1159: 2.0317519443461755e-06
Position 634: 1.8177996887281433e-06
Position 12972: 1.811112215346407e-06
Position 5: 1.7789966914079825e-06
Position 11399: 1.6849150424755445e-06
Position 2291: 1.5281292185086733e-06
Position 11970: 1.4254896020949026e-06
Position 1353: 1.2042668905231447e-06
Position 107: 1.1132582969840188e-06
Position 311: 7.900182664384557e-07
Position 1458: 5.424736611368364e-07
Position 12228: 3.3960118537987e-07
Position 12254: 3.069610161514571e-07
Position 2913: 3.04707487575667e-07
Position 10374: 3.0272645387156033e-07
Position 7876: 2.678347057666522e-07
Position 12684: 2.632973211761695e-07
Position 2933: 2.36956827647239e-07
Position 1326: 2.0751696640352372e-07
Position 8138: 1.561830784678041e-07
Position 5776: 1.5472214563751424e-07
Position 8777: 1.5470274719455827e-07
Position 11860: 1.4852061706527985e-07
Position 6897: 1.4647240988722706e-07
Position 9554: 1.457295638621551e-07
Position 9292: 1.4445398959455732e-07
Position 10136: 1.2194647857553087e-07
Position 11866: 1.1561332551336387e-07
Position 1072: 1.1539016040191565e-07
Position 12198: 1.1194545656029039e-07
Position 9397: 9.85270314982105e-08
Position 6747: 9.512558206334646e-08
Position 3699: 8.55434304386907e-08
Position 446: 8.31095966053034e-08
Position 9246: 8.277643511171298e-08
Position 1035: 7.382182183755813e-08
Position 12030: 7.093132366235191e-08
Position 11974: 4.317395026668735e-08
Position 12108: 4.287964875919967e-08
Position 1045: 3.634064027438424e-08
Position 11948: 1.9890357678397187e-08
Position 12174: 4.498809160289242e-09
Position 11963: 1.5357827870616688e-09
Position 12116: 5.104739009357207e-10
Position 11976: 4.605053906949652e-10
Position 11941: 3.8625612959908933e-10
Position 12149: 3.4519398747467995e-10
Position 2093: 1.825464243339797e-10
Position 600: 1.1796405184813973e-10
Position 12165: 3.7574938577008845e-11
Position 12140: 2.333823935535867e-11
Position 1636: 1.054132860107142e-11
Position 2045: 2.255202041926506e-12
Position 1021: 1.84320344836506e-12
Position 2918: 9.945529304254022e-13
Position 591: 5.230521773671887e-13
Position 2910: 9.279780527138203e-14
Position 6649: 8.808707533247333e-14
Position 612: 7.654051126282971e-14
Position 7822: 1.5363664226251295e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 11898: 0.9998742235142646
Position 12138: 0.994265703426164
Position 11275: 0.928283674142842
Position 12837: 0.24575708612933725
Position 11515: 0.20229348394029953
Position 5259: 0.04309968257305778
Position 838: 0.03581002968565695
Position 12997: 0.02621930606041297
Position 85: 0.0231370921624186
Position 11230: 0.01749452537961547
Position 13006: 0.01510390174582032
Position 9428: 0.015020470490315465
Position 11315: 0.013326739445917987
Position 12392: 0.012339069407117601
Position 13031: 0.011236377561770882
Position 10268: 0.011222421157881692
Position 305: 0.010308785690399589
Position 2760: 0.010023035885550384
Position 12408: 0.007910175825849868
Position 10912: 0.007821706318312697
Position 1604: 0.007039613530224113
Position 11418: 0.006437746946529801
Position 9110: 0.006339581776943916
Position 11217: 0.005959933340896611
Position 1500: 0.004990825488306686
Position 8032: 0.0047255524411193
Position 10645: 0.004387677420537151
Position 894: 0.004115362763327117
Position 5374: 0.003377691095030922
Position 113: 0.00331263232542821
Position 13165: 0.003288597888642317
Position 8643: 0.002727126183282076
Position 466: 0.0026796857435506002
Position 12555: 0.00263512272921091
Position 7484: 0.002298207699419194
Position 1520: 0.002253552861508583
Position 12412: 0.0021861755619775347
Position 9863: 0.0020588301052346493
Position 1646: 0.0019136221369507327
Position 12963: 0.0017994578856063246
Position 1988: 0.0017327010112912565
Position 5306: 0.0017155052858112247
Position 2344: 0.0015061495726619695
Position 9470: 0.0014320067344260584
Position 8036: 0.0013266840376937746
Position 697: 0.0011955088544881416
Position 1117: 0.001163556277277975
Position 2218: 0.001125104055574893
Position 13108: 0.0011095980940245868
Position 1523: 0.001101689745737407
Position 5006: 0.0010752652922322206
Position 543: 0.0010445523346919974
Position 228: 0.0009925990157760385
Position 5223: 0.0009826662141503909
Position 12153: 0.0008969391606063951
Position 2283: 0.0008813432291512356
Position 11326: 0.0008481909462032328
Position 9698: 0.0008125543536873572
Position 1329: 0.0007977223182875068
Position 2317: 0.0007900203602402778
Position 9762: 0.0007282338048505725
Position 5167: 0.0006798556973811577
Position 4137: 0.000654616969632064
Position 5131: 0.0006464434580690772
Position 7712: 0.0006336858851021347
Position 754: 0.0006286129452851185
Position 7217: 0.0006118463095478514
Position 3939: 0.0005691428295132132
Position 10990: 0.0005632914432993575
Position 12656: 0.0005285698618602961
Position 1361: 0.0005268924377294103
Position 11236: 0.0005003150333742869
Position 6326: 0.00047774301851470684
Position 1860: 0.0004621130071768068
Position 1853: 0.0004476251654702635
Position 12575: 0.00043984415110419133
Position 760: 0.00042954376668979233
Position 1423: 0.00042827552307997385
Position 8369: 0.00041620432937051495
Position 2558: 0.000413572083558259
Position 1103: 0.0004114848064231797
Position 12680: 0.0003853899860257617
Position 13075: 0.0003518016552465681
Position 1071: 0.0003471772918636014
Position 5345: 0.00034418524435270083
Position 2471: 0.00034028767484291103
Position 2491: 0.00033963334874848294
Position 1366: 0.00030720399358416094
Position 521: 0.0002965563440629726
Position 1420: 0.00026470337186038323
Position 502: 0.00024991821868066794
Position 1652: 0.00024851628512494774
Position 5476: 0.00024152250777899272
Position 2433: 0.0002034011984831689
Position 7784: 0.00017455837419447435
Position 2314: 0.00017370085196028047
Position 2349: 0.00016091887203434422
Position 7415: 0.00015352226001822894
Position 10722: 0.00014935375798265122
Position 13238: 0.00013591429740750382
Position 7454: 0.00013170961108795095
Position 8050: 0.00012702916250202572
Position 12723: 0.00012056767433644449
Position 6005: 0.00011811354696819953
Position 1229: 0.00011252227312347028
Position 13088: 0.00011151314665225414
Position 10617: 0.00011112105877700057
Position 5423: 0.0001036643616344227
Position 10473: 0.00010103075479422387
Position 339: 9.621630530854898e-05
Position 4724: 9.417099200024291e-05
Position 6332: 9.329094638971445e-05
Position 1307: 8.903746959478554e-05
Position 6575: 8.75030436652294e-05
Position 5416: 8.367811354161178e-05
Position 2446: 7.717647477697742e-05
Position 1346: 7.716789888239147e-05
Position 254: 7.547274359184348e-05
Position 2083: 7.501328212490752e-05
Position 321: 7.455123016359051e-05
Position 11933: 7.335022240486474e-05
Position 1745: 7.217952595108532e-05
Position 1695: 7.121511252386679e-05
Position 494: 7.005035752516745e-05
Position 7271: 6.966622820313096e-05
Position 515: 6.716015426886079e-05
Position 8058: 6.529651715574174e-05
Position 527: 6.254799326783325e-05
Position 2543: 6.211476422894946e-05
Position 4285: 6.038592008984322e-05
Position 5911: 5.866536152794773e-05
Position 12234: 5.503882505924335e-05
Position 12479: 5.32085022461473e-05
Position 4942: 5.225301530410217e-05
Position 2718: 5.1312786631935e-05
Position 1045: 5.1081679453127145e-05
Position 666: 5.0892699281620076e-05
Position 545: 5.058749440191031e-05
Position 2569: 4.900811041723973e-05
Position 5447: 4.827631200747808e-05
Position 757: 4.673068911378923e-05
Position 5966: 4.5397999726287545e-05
Position 2732: 4.5187831746067236e-05
Position 2059: 4.390534434047027e-05
Position 4491: 4.199894003520984e-05
Position 906: 4.052792750413157e-05
Position 2781: 3.9434576201924636e-05
Position 4522: 3.859491920393395e-05
Position 785: 3.3937740727250266e-05
Position 12767: 3.37359933556617e-05
Position 2584: 3.352823275930016e-05
Position 1622: 3.246094944936815e-05
Position 12159: 3.2089576753140713e-05
Position 2289: 3.1130218222080687e-05
Position 11936: 3.096334530747603e-05
Position 2604: 2.807296351929886e-05
Position 903: 2.6828223046433423e-05
Position 2538: 2.4268021129227754e-05
Position 12244: 2.1923027372181395e-05
Position 12416: 1.8085471029113575e-05
Position 6851: 1.804283450494776e-05
Position 194: 1.6202924459282893e-05
Position 745: 1.6157035255639335e-05
Position 12448: 1.4847580899670348e-05
Position 11959: 1.4847220505343836e-05
Position 13194: 1.4093629912750823e-05
Position 12879: 1.1510358124462284e-05
Position 12505: 1.1335608424640585e-05
Position 12663: 9.795666518623712e-06
Position 7061: 7.6183845999958875e-06
Position 1239: 7.5049306356194735e-06
Position 12189: 7.006415609856931e-06
Position 1248: 6.629727415579672e-06
Position 12195: 4.617627280280709e-06
Position 3882: 2.846537968420902e-06
Position 4118: 2.835184471970353e-06
Position 2069: 2.042639460872795e-06
Position 3662: 2.0225216569693135e-06
Position 2148: 1.8669046397637333e-06
Position 12914: 1.8006851737806485e-06
Position 1176: 1.4788572596816894e-06
Position 13063: 1.2687578349970117e-06
Position 12030: 1.2232111598506683e-06
Position 1130: 1.1224560778439079e-06
Position 12364: 9.319684298121073e-07
Position 12286: 8.496955091826492e-07
Position 1293: 7.353088801316664e-07
Position 2031: 6.920372962804939e-07
Position 4547: 6.914102638653045e-07
Position 1392: 4.480828600940109e-07
Position 552: 4.221299279935528e-07
Position 1908: 4.0102401803242203e-07
Position 3973: 2.69576741247406e-07
Position 2037: 2.655742531472382e-07
Position 1133: 2.2887530654095207e-07
Position 556: 1.0858074102155594e-07
Position 675: 8.811427988008048e-08
Position 12742: 8.458814922854198e-08
Position 852: 6.866669612054605e-08
Position 164: 6.739226575715826e-08
Position 122: 6.392250695924855e-08
Position 12567: 6.236232034412148e-08
Position 1636: 5.03851962345782e-08
Position 150: 4.1920877494529684e-08
Position 4468: 3.704546040165783e-08
Position 12519: 3.642913635888956e-08
Position 12725: 3.516297407740365e-08
Position 12896: 3.220245197135521e-08
Position 1197: 3.1005589347003813e-08
Position 201: 2.8828557369307216e-08
Position 3577: 2.6742616394548096e-08
Position 807: 2.0951465651073377e-08
Position 12042: 1.953157766624442e-08
Position 446: 1.5163462263420378e-08
Position 138: 1.274385781431111e-08
Position 1005: 1.1258186635089543e-08
Position 766: 7.470081009229006e-09
Position 127: 6.48201740032062e-09
Position 12260: 4.648409033978126e-09
Position 1053: 2.7630997357052015e-09
Position 720: 2.040326992017869e-09
Position 484: 1.1173281395627824e-09
Position 116: 9.911918244903092e-10
Position 914: 8.763771842841221e-10
Position 12437: 7.81745162175547e-10
Position 12198: 3.8765851057268497e-10
Position 183: 3.585668991997178e-10
Position 143: 1.93350790176128e-10
Position 12318: 1.7580804932637061e-10
Position 361: 1.3868886976031958e-10
Position 3412: 1.305559917233409e-10
Position 964: 7.862004852581271e-11
Position 4669: 5.4304346328806016e-11
Position 307: 1.4256043651338335e-11
Position 160: 4.266672607226735e-12
Position 53: 4.687830426190596e-13
Position 51: 3.5050632009361004e-13
Position 61: 1.7602330614318604e-13
Position 369: 4.256683784087483e-17
