Gene = lt
Position 626: 2.8950531704218903e-11
Position 1106: 1.259601539445767e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9990547528489838
Position 2642: 0.9304807165577814
Position 585: 0.9114345971655483
Position 17543: 0.6360860955466817
Position 17713: 0.4990185046509414
Position 15091: 0.23904374933592448
Position 15277: 0.21076816397586698
Position 364: 0.19190362718134424
Position 15892: 0.1267706196096773
Position 1227: 0.09689942217573798
Position 186: 0.08842285133174611
Position 608: 0.07325044742761738
Position 2375: 0.07096834037153427
Position 6113: 0.060968732364077356
Position 2160: 0.035936820189955164
Position 14904: 0.035871262152230056
Position 1465: 0.02237847563442888
Position 15863: 0.018634129107610968
Position 5336: 0.018001107277294617
Position 5266: 0.01351350216732791
Position 1239: 0.012997979351193682
Position 2747: 0.01043232734289146
Position 416: 0.01023016015733167
Position 2489: 0.010018785700218332
Position 81: 0.009921844100261047
Position 5760: 0.00986766315179841
Position 15448: 0.009219605864589907
Position 2022: 0.008192471712979611
Position 1525: 0.007716746904267101
Position 3907: 0.0076910262854688076
Position 1366: 0.007626510404723588
Position 441: 0.0063283104481719095
Position 2596: 0.006091903727299337
Position 5850: 0.005967891045410944
Position 1924: 0.00538048593738497
Position 2054: 0.004479760010781145
Position 5130: 0.004427160270186661
Position 4092: 0.003750391347573497
Position 12956: 0.0034158393124838265
Position 1943: 0.0024316840521468965
Position 1434: 0.002228802779390277
Position 5548: 0.002213256162305074
Position 12464: 0.0019629913371962057
Position 1290: 0.0019533136411040413
Position 626: 0.0019524435088514162
Position 3541: 0.0018994229731333144
Position 5728: 0.0018977277823903395
Position 1508: 0.0018956821581289811
Position 2725: 0.0017352824851533221
Position 389: 0.0016999439025250846
Position 1532: 0.0015276629489361507
Position 5086: 0.001441289483727835
Position 1179: 0.0012229149639215796
Position 1494: 0.0008242861380635381
Position 2793: 0.0008106015500259939
Position 651: 0.0007749766790390959
Position 1172: 0.0007462813426331934
Position 13276: 0.0007410159349374558
Position 2413: 0.0006647315236200374
Position 3597: 0.0006528765139423442
Position 1831: 0.0006500149491751413
Position 1040: 0.0006227156434872274
Position 3128: 0.0005460276406134972
Position 11454: 0.0004907273471590466
Position 2077: 0.00036581205268624006
Position 3108: 0.00036068450145332174
Position 2810: 0.00035831918751397734
Position 425: 0.0003412661217103235
Position 1573: 0.00032778750597338977
Position 2797: 0.00031742723284777617
Position 447: 0.00031353338490660253
Position 1271: 0.0003089599509396795
Position 1188: 0.00029962235414000165
Position 126: 0.00029300376115473767
Position 6124: 0.0002826443844301646
Position 3053: 0.0002630113449512279
Position 632: 0.0002596950630858315
Position 1015: 0.00024581673215184777
Position 5047: 0.0002295944047266622
Position 1359: 0.0001835279254046694
Position 1554: 0.00017194160495127847
Position 4974: 0.00016846078166804328
Position 3698: 0.000164937182723534
Position 4583: 0.00014673396768903642
Position 110: 0.000125217399255607
Position 4954: 0.00012216851158997047
Position 296: 0.00011678034370442818
Position 1559: 0.000108537558657681
Position 491: 9.988131188959483e-05
Position 11389: 9.319153063220426e-05
Position 1844: 7.745606738232078e-05
Position 2303: 7.542866546168422e-05
Position 3666: 6.977563537613166e-05
Position 3558: 6.473764910363174e-05
Position 467: 5.066926365447171e-05
Position 3727: 5.036263064038674e-05
Position 2970: 4.171633146526335e-05
Position 6553: 4.0734393960305405e-05
Position 10566: 4.039504884785165e-05
Position 9266: 3.289418261113526e-05
Position 485: 2.027113657069092e-05
Position 3947: 1.899287676588703e-05
Position 700: 1.7995912449517523e-05
Position 203: 1.7255552158751366e-05
Position 1793: 1.3841972181998817e-05
Position 10045: 1.2651426009327672e-05
Position 7264: 1.1474030184589043e-05
Position 8123: 9.477031706081565e-06
Position 3701: 8.949110617297933e-06
Position 312: 7.954187638877958e-06
Position 2540: 7.78739129446327e-06
Position 8000: 6.672339884986146e-06
Position 9076: 6.207879319933954e-06
Position 7476: 5.971111147789644e-06
Position 3625: 5.633594793827472e-06
Position 1750: 5.299722819886776e-06
Position 679: 4.877281600978434e-06
Position 556: 4.642827599250857e-06
Position 505: 4.378963921455835e-06
Position 339: 4.129072615675008e-06
Position 692: 4.0170162524755666e-06
Position 7535: 3.891237292207294e-06
Position 8921: 3.5272406277801974e-06
Position 237: 3.43679795890229e-06
Position 6563: 3.074671011707344e-06
Position 970: 2.6252712854325255e-06
Position 473: 2.370870946377256e-06
Position 6427: 2.0730798586715113e-06
Position 8544: 1.9754706043030655e-06
Position 499: 1.8134193382209055e-06
Position 6477: 1.3735125822433762e-06
Position 3334: 1.0856291376118354e-06
Position 1085: 1.0602785474408576e-06
Position 2031: 9.749928348526043e-07
Position 52: 9.661889457497747e-07
Position 839: 9.650163413826598e-07
Position 217: 9.438054736458128e-07
Position 1153: 9.100901116116921e-07
Position 1296: 8.373330746269503e-07
Position 845: 8.241673637493835e-07
Position 6459: 7.477927853997748e-07
Position 6622: 6.829137446124973e-07
Position 814: 6.714189019366563e-07
Position 824: 4.473750360520836e-07
Position 1624: 4.031762568662057e-07
Position 7177: 3.69230736778952e-07
Position 952: 3.5487476185232236e-07
Position 666: 3.4933744206153966e-07
Position 811: 3.4385402574894117e-07
Position 930: 2.8956843627313775e-07
Position 1069: 2.323556821386321e-07
Position 894: 1.9507576239401784e-07
Position 6387: 1.8365124538126422e-07
Position 7142: 1.8196677756071394e-07
Position 849: 1.1284855779598022e-07
Position 1212: 8.744302685724576e-08
Position 3978: 7.840458918502746e-08
Position 902: 7.048183798804143e-08
Position 536: 6.908715836128349e-08
Position 1052: 5.573798848871775e-08
Position 1247: 4.224245135049619e-08
Position 2982: 4.1516829129200095e-08
Position 3932: 3.5329154288100735e-08
Position 4789: 3.477023647503283e-08
Position 1292: 3.435953695242917e-08
Position 1071: 2.909846265156491e-08
Position 4655: 2.186075266092289e-08
Position 796: 1.8080062095259953e-08
Position 4476: 1.3344720017584733e-08
Position 213: 1.1903575194711853e-08
Position 980: 8.940051892279038e-09
Position 3952: 6.957181566964472e-09
Position 958: 3.548319970473061e-09
Position 3245: 2.850333548217007e-09
Position 3144: 2.482411893223663e-09
Position 225: 6.607492961914837e-10
Position 1125: 8.574752436735142e-11
Position 739: 1.1046563057022395e-11
Position 319: 3.3166913946877403e-18
