Gene = CNMa
Position 1916: 0.0037360563682690973
Position 4323: 0.003180386665438045
Position 3592: 0.0031376145156951744
Position 83: 0.002602423888458044
Position 3801: 0.0023784303841981685
Position 1519: 0.0022510606529492316
Position 3748: 0.0020031408637423836
Position 2970: 0.0017798059427915414
Position 1807: 0.0017462861037489685
Position 4195: 0.0016750986249172235
Position 4129: 0.0016532466946118866
Position 754: 0.0014582646580100402
Position 697: 0.0013019879223977787
Position 1395: 0.001275682296325523
Position 1668: 0.0012735271730835046
Position 741: 0.001239449921008141
Position 3276: 0.0010702286715066703
Position 1197: 0.0008967109070348926
Position 4630: 0.0008822735225589872
Position 3061: 0.000786215263206205
Position 804: 0.0007829428240614318
Position 115: 0.0007814020142953593
Position 1116: 0.0007761451033982847
Position 1314: 0.0007624433382892524
Position 778: 0.0007137737566739128
Position 1585: 0.0006508791367819935
Position 3426: 0.0006468529220657042
Position 1751: 0.0004906508372997587
Position 2527: 0.0004880638134343915
Position 3684: 0.00046875275527100645
Position 2749: 0.00042212915190230463
Position 4398: 0.00040299961910823145
Position 2540: 0.00039988023098372246
Position 4344: 0.0003426591225267953
Position 3263: 0.0002748217477802879
Position 4135: 0.00026316658584465123
Position 672: 0.0002586775917381981
Position 663: 0.00023299392143302862
Position 489: 0.0002128726891066862
Position 386: 0.00018793291934380963
Position 2790: 0.00018306468015284342
Position 1302: 0.00017671224890097216
Position 1126: 0.0001747909684257867
Position 760: 0.00013733515953215388
Position 4295: 0.00013396167178995641
Position 120: 0.0001318070870007317
Position 1318: 0.00010619937741257902
Position 441: 0.00010404070106499549
Position 1113: 8.074327737266362e-05
Position 186: 6.511160912717964e-05
Position 1860: 5.957645464964625e-05
Position 1185: 5.901807451857965e-05
Position 2481: 5.662100982405096e-05
Position 2503: 5.021335340238981e-05
Position 2181: 4.354993679572718e-05
Position 337: 4.263312581663799e-05
Position 4638: 3.8783164457724035e-05
Position 4245: 3.385373628047489e-05
Position 2828: 3.346194490222426e-05
Position 2617: 3.256182543282957e-05
Position 4140: 3.208529768966832e-05
Position 1226: 3.1354560455548234e-05
Position 4111: 3.0206871083320623e-05
Position 846: 2.6202892217623914e-05
Position 3009: 2.617219125354247e-05
Position 388: 2.39900792440351e-05
Position 818: 2.3789246956605592e-05
Position 2500: 2.375680333510698e-05
Position 1342: 2.0114996381419565e-05
Position 772: 1.9245470251493096e-05
Position 1543: 1.710924925428362e-05
Position 1077: 1.6795544343122966e-05
Position 340: 1.669554052083153e-05
Position 2821: 1.5237229088478019e-05
Position 2781: 1.2609279142621054e-05
Position 1925: 1.2344982581373795e-05
Position 749: 1.1970940383557913e-05
Position 1339: 1.0579981230474953e-05
Position 1118: 1.0525908324356077e-05
Position 3970: 9.133456989204774e-06
Position 127: 8.06012447726235e-06
Position 4550: 7.64013734022968e-06
Position 4422: 7.0074882076249785e-06
Position 62: 5.89347588612037e-06
Position 4261: 5.125834707225642e-06
Position 631: 1.3797042882844216e-06
Position 1017: 1.2928267675728826e-06
Position 2486: 1.1729991152163196e-06
Position 707: 1.0951087138051496e-06
Position 622: 1.0805536274000125e-06
Position 1722: 9.588924718766822e-07
Position 497: 9.28826611936602e-07
Position 785: 6.530068185645697e-07
Position 1260: 6.460546309346874e-07
Position 1612: 6.013040677321047e-07
Position 345: 5.750685226199698e-07
Position 1757: 5.414527830796038e-07
Position 1180: 4.1689274364886797e-07
Position 1929: 3.9625896007933693e-07
Position 1786: 3.469482300875188e-07
Position 767: 3.4544655119661265e-07
Position 297: 3.1588973465768794e-07
Position 1546: 3.118294818604241e-07
Position 200: 2.342617455850352e-07
Position 831: 1.9609973767827464e-07
Position 1206: 1.7198794806384541e-07
Position 1271: 1.4400317337398865e-07
Position 320: 1.1860489072226229e-07
Position 825: 1.1020409604108167e-07
Position 1408: 1.0952737866293455e-07
Position 914: 9.71116435093416e-08
Position 1239: 7.675230451988136e-08
Position 1212: 5.8572865185678355e-08
Position 278: 4.843743062580174e-08
Position 124: 3.070157422105346e-08
Position 555: 2.9002614805404164e-08
Position 1370: 2.7902891084809095e-08
Position 1284: 1.438975488510202e-08
Position 306: 9.770414978478068e-09
Position 1401: 8.380287381415394e-09
Position 294: 6.954480208103047e-09
Position 209: 4.8359179835282596e-09
Position 1095: 9.396582885564477e-10
Position 451: 5.997549283391233e-10
Position 222: 2.0609670198408842e-10
Position 283: 8.991751881753172e-11
Position 267: 7.965467914668807e-11
Position 239: 3.21078912252528e-12
Position 263: 1.3308599236774707e-13
Position 280: 1.0566173206053809e-13
