Gene = GlcAT-P
Position 3723: 2.5413832032479825e-12
Position 1186: 7.996554461506373e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 19004: 0.9993549510176799
Position 18597: 0.9232564973470979
Position 13327: 0.7608139484282511
Position 17819: 0.5664468753921557
Position 18154: 0.4722360111458114
Position 13633: 0.19899513120508977
Position 13116: 0.14850084760460394
Position 12148: 0.14748379626251212
Position 12214: 0.12828870804448633
Position 660: 0.11563979460755638
Position 17501: 0.10747079124742771
Position 17460: 0.10034010992939535
Position 19347: 0.08775937823620414
Position 19435: 0.07246323982571758
Position 18555: 0.06646342320379374
Position 12610: 0.05605532349732633
Position 2493: 0.05418219261649289
Position 12177: 0.030538000168013984
Position 845: 0.027351745954455834
Position 1106: 0.020727503693736014
Position 503: 0.020224802907129424
Position 866: 0.018192928052620575
Position 19556: 0.014581262605429515
Position 13585: 0.014394359518641674
Position 914: 0.014252811190614594
Position 20186: 0.012673942626049478
Position 12467: 0.012516608292671575
Position 11930: 0.010488065483065478
Position 11785: 0.009587911908453357
Position 20326: 0.008372222930524613
Position 1953: 0.007699428409995152
Position 4779: 0.007442084805545025
Position 18071: 0.007083832811155933
Position 19459: 0.006075366856583864
Position 11674: 0.005312595649528559
Position 19591: 0.0048830296563299996
Position 11290: 0.004837095955087353
Position 16812: 0.004487237812103108
Position 1142: 0.004365993213759329
Position 11744: 0.003928725467445459
Position 19522: 0.003421106848185194
Position 14149: 0.0033813366139690947
Position 11806: 0.003044206669267301
Position 6041: 0.002968409821758476
Position 1612: 0.002847306615478033
Position 5213: 0.0027757614938606553
Position 2666: 0.0027707381683360695
Position 19617: 0.0025452813620607793
Position 6026: 0.0023513921113677842
Position 6146: 0.002177070974030426
Position 197: 0.001929262498660653
Position 20493: 0.0018532902442806854
Position 14260: 0.0016802801728836997
Position 14216: 0.001591796041298379
Position 20460: 0.0015490693968857727
Position 5847: 0.0014963764641980914
Position 19172: 0.001476086905479172
Position 9852: 0.0014714482635131405
Position 20197: 0.0013926856208407725
Position 19405: 0.001374497273472297
Position 11681: 0.0013310073740804465
Position 13348: 0.0012702437448862242
Position 12724: 0.0011069973852737577
Position 20015: 0.0010242844493620897
Position 19477: 0.0010039129765003515
Position 19300: 0.0009676497260015327
Position 19442: 0.0009480316217384953
Position 1733: 0.0009249705748342625
Position 20423: 0.0008792842078891526
Position 14257: 0.000866419107245922
Position 19185: 0.000862841872460878
Position 98: 0.0008493469892451005
Position 745: 0.0007238687153651189
Position 807: 0.0007133274705557763
Position 2238: 0.0006946310012518085
Position 20116: 0.0006786604109029338
Position 4623: 0.0006080124106822804
Position 1262: 0.0005953732744012392
Position 2655: 0.0005851578935742431
Position 19025: 0.00057427238144534
Position 301: 0.0005363674710481038
Position 821: 0.0005363150441342472
Position 811: 0.0005096863071198648
Position 6211: 0.0004722958816094174
Position 4796: 0.00047115418237427567
Position 19535: 0.00037639989987078815
Position 886: 0.0003752502876545177
Position 19204: 0.00033432367966831716
Position 19544: 0.00030044435178480807
Position 721: 0.0002773895047103941
Position 2628: 0.0002708081364668559
Position 2274: 0.0002558575415100485
Position 19768: 0.0002213794486935725
Position 1151: 0.00021568366502051906
Position 298: 0.00020577644704411954
Position 825: 0.00019733766650568168
Position 9901: 0.00017358668160253075
Position 2433: 0.00017200370942584492
Position 19595: 0.00016795525973130692
Position 19304: 0.00015525232359752541
Position 1346: 0.0001505347078060889
Position 1223: 0.00014714297492718042
Position 232: 0.00014553257362665489
Position 1330: 0.00014009202629513732
Position 14050: 0.00012308876066401413
Position 1914: 0.00012199665956115468
Position 429: 0.00011961476814743306
Position 20200: 0.0001109216201833914
Position 1454: 9.940073710287898e-05
Position 2295: 9.226187730785716e-05
Position 1535: 9.213308684847529e-05
Position 4829: 8.932052453011152e-05
Position 1420: 8.104315197252559e-05
Position 18964: 6.783390909805247e-05
Position 938: 6.332483839927926e-05
Position 4677: 6.0127619317430776e-05
Position 1228: 5.9503049296583494e-05
Position 5650: 5.8964199301366365e-05
Position 724: 4.7643874982627325e-05
Position 181: 4.6751196901958544e-05
Position 1116: 4.577013795547214e-05
Position 678: 4.312478371228961e-05
Position 2616: 3.386827239741945e-05
Position 19217: 2.150445059632361e-05
Position 2336: 1.6216286149776676e-05
Position 1697: 1.2314105138769228e-05
Position 3931: 1.0150598999334628e-05
Position 3236: 7.676584143129688e-06
Position 2515: 6.910221772076942e-06
Position 178: 5.796787018119084e-06
Position 128: 4.086973050421252e-06
Position 1814: 3.900097821249085e-06
Position 1617: 3.8564753479152215e-06
Position 4718: 3.7717528648560883e-06
Position 1405: 3.401851028403049e-06
Position 4660: 3.27468031454998e-06
Position 2122: 3.034639816015221e-06
Position 1706: 2.0289841398114166e-06
Position 103: 1.9479149486131867e-06
Position 1990: 1.8693829865564267e-06
Position 2472: 1.6348130912085107e-06
Position 14892: 1.5654722164012807e-06
Position 12358: 1.216789807393107e-06
Position 236: 1.0763943190292464e-06
Position 1213: 1.0433352884119487e-06
Position 81: 8.142406243487426e-07
Position 1297: 7.542712347032859e-07
Position 829: 7.18649148406796e-07
Position 364: 6.028711166835692e-07
Position 326: 5.080003019246001e-07
Position 2637: 4.2969861983003083e-07
Position 1294: 4.183917975285852e-07
Position 170: 2.908633183415255e-07
Position 19049: 2.468064100563214e-07
Position 305: 1.8204851110617726e-07
Position 16205: 1.7241927122400952e-07
Position 246: 1.159491344930654e-07
Position 14388: 1.0877224555202738e-07
Position 1485: 9.12581667758747e-08
Position 15016: 7.19383996024459e-08
Position 1520: 7.074360211895957e-08
Position 1495: 6.796075329130006e-08
Position 969: 6.444136062701865e-08
Position 950: 5.668148653082834e-08
Position 188: 5.484658654800885e-08
Position 911: 4.45915320788251e-08
Position 19151: 2.520745925090589e-08
Position 1241: 2.28725379615395e-08
Position 11377: 9.191138149275676e-09
Position 436: 8.565757094070166e-09
Position 1744: 8.19077366443076e-09
Position 7151: 7.202834888504883e-09
Position 9007: 5.478575245210668e-09
Position 1305: 4.328881237242166e-09
Position 61: 1.3589860108692397e-09
Position 14095: 6.441969896018987e-10
Position 346: 9.120763628247977e-11
Position 2868: 5.104049406843655e-11
Position 3250: 1.8337596578632962e-11
Position 65: 4.1908600735297505e-12
Position 1201: 3.70997620746422e-12
Position 328: 3.6498113462930145e-12
Position 1032: 3.5998019623418962e-12
Position 2679: 1.598195985648687e-12
Position 5742: 9.074934900363912e-13
Position 318: 1.0565164423778535e-22
