Gene = Pvf3
Position 22516: 4.668997685980765e-06
Position 27236: 2.1222810937094e-06
Position 22485: 1.6751826635893394e-06
Position 27426: 6.778851881554076e-07
Position 21632: 2.498838957845344e-07
Position 23234: 1.803259725553617e-08
Position 23625: 1.7491600004753324e-08
Position 23273: 5.158546026909733e-09
Position 22800: 4.378303069365622e-09
Position 21358: 4.4008204600350957e-10
Position 20712: 3.129821095548225e-10
Position 20000: 2.2948296083652524e-10
Position 20628: 1.7355377383049302e-10
Position 20268: 1.4121592258124197e-10
Position 18599: 1.1496597500663625e-10
Position 19906: 1.0642831255000497e-10
Position 18558: 9.39743973631364e-11
Position 19876: 5.5277924874590527e-11
Position 19791: 5.218113268398614e-11
Position 18780: 2.75948715187295e-11
Position 17962: 1.5956243803976747e-11
Position 12384: 1.0140868216257692e-11
Position 2019: 6.6773743688664626e-12
Position 16994: 5.7520197454645095e-12
Position 802: 4.434439827711081e-12
Position 16900: 2.8323190191822215e-12
Position 1985: 2.497379906895948e-12
Position 2094: 2.0595578763845502e-12
Position 14509: 1.9185907332489514e-12
Position 15947: 1.8587590390662975e-12
Position 17107: 1.624727088898201e-12
Position 1952: 1.4424009466085738e-12
Position 1317: 1.2015959622170472e-12
Position 1544: 1.0752879869047581e-12
Position 16136: 7.604672865085067e-13
Position 16099: 7.324364354411631e-13
Position 14806: 7.293104168976236e-13
Position 16535: 7.25484150102555e-13
Position 14539: 6.709904165556588e-13
Position 10990: 5.818316239981511e-13
Position 836: 4.79509698895852e-13
Position 10722: 4.784357090820358e-13
Position 1076: 4.724970586842597e-13
Position 1758: 4.3541615861149637e-13
Position 1731: 4.166230185252745e-13
Position 12822: 3.9021437783123907e-13
Position 1502: 3.4486918701621567e-13
Position 15913: 3.2243176114528846e-13
Position 12648: 3.1532675332721716e-13
Position 1227: 3.0468637447286044e-13
Position 11677: 2.877066668823029e-13
Position 612: 2.769930827123586e-13
Position 1170: 2.605138994474871e-13
Position 1563: 2.065535564211504e-13
Position 2126: 1.9894393603941233e-13
Position 13514: 1.9800114580648146e-13
Position 1392: 1.9708720282391405e-13
Position 15129: 1.806650493735398e-13
Position 11182: 1.7501640644739775e-13
Position 1487: 1.715123635345925e-13
Position 1957: 1.6432106297790575e-13
Position 14616: 1.5753884848045555e-13
Position 9993: 1.5481224400758303e-13
Position 15173: 1.4848023864040545e-13
Position 1707: 1.4733227892314083e-13
Position 1787: 1.365551447371056e-13
Position 13769: 1.1139572906125147e-13
Position 1460: 1.0822044206200594e-13
Position 883: 1.0737471539205326e-13
Position 1042: 1.0186363651937482e-13
Position 1114: 1.0138753239697267e-13
Position 1320: 9.487457313491482e-14
Position 1079: 7.947152881305502e-14
Position 851: 7.896331944213838e-14
Position 1395: 7.779006695409835e-14
Position 13893: 7.304295471849299e-14
Position 710: 6.750354456048991e-14
Position 2130: 6.462005078006498e-14
Position 2059: 6.270480706705183e-14
Position 1799: 6.236148883815469e-14
Position 14120: 6.097329266763283e-14
Position 1149: 6.061441352029658e-14
Position 10908: 6.050434934771681e-14
Position 11198: 5.986726692726013e-14
Position 1710: 5.719193416033781e-14
Position 10959: 5.681826959950174e-14
Position 380: 5.589223689438273e-14
Position 605: 4.952169932689397e-14
Position 11711: 4.6713979753506255e-14
Position 11028: 4.4293409871391796e-14
Position 2685: 4.373222153978158e-14
Position 1146: 4.299331578823512e-14
Position 13029: 4.0589614942555925e-14
Position 1111: 3.8560043983019176e-14
Position 13784: 3.719262932535507e-14
Position 1054: 3.645377448072957e-14
Position 1688: 3.296561174372964e-14
Position 12853: 3.205216083754353e-14
Position 1566: 3.0620123201274196e-14
Position 914: 2.804805986766404e-14
Position 10992: 2.7409804893661598e-14
Position 11052: 2.605466102131148e-14
Position 1883: 2.603383223012182e-14
Position 11101: 2.522420130119436e-14
Position 13841: 2.2952107487952278e-14
Position 439: 2.2526213678809912e-14
Position 1836: 2.0731758328801235e-14
Position 11699: 1.791680125771502e-14
Position 11209: 1.784717271988414e-14
Position 1260: 1.7283558545992134e-14
Position 2192: 1.6240867271523147e-14
Position 12695: 1.602363225344828e-14
Position 1089: 1.4586675867376827e-14
Position 549: 1.3848167340988923e-14
Position 1546: 1.3726715357353858e-14
Position 638: 1.2599714089482836e-14
Position 1200: 1.2595540987390091e-14
Position 7861: 1.2426519001496681e-14
Position 2035: 1.1799292848780876e-14
Position 1777: 1.1536750276123003e-14
Position 1891: 1.1051532783036454e-14
Position 1152: 1.09377439182302e-14
Position 12204: 1.0085280855837396e-14
Position 962: 9.866056733496165e-15
Position 9003: 7.249916028321899e-15
Position 12608: 6.760933782975141e-15
Position 12611: 5.877358960759288e-15
Position 5147: 5.858852929282374e-15
Position 9504: 5.677001666265867e-15
Position 3293: 3.1981011251042604e-15
Position 6990: 3.1317444052002096e-15
Position 6785: 3.0500681794407104e-15
Position 2663: 2.794255193123506e-15
Position 7605: 2.467371435564055e-15
Position 7194: 1.7027486339301381e-15
Position 8472: 1.4384457238452129e-15
Position 4432: 1.309106813915149e-15
Position 3302: 1.1320317535634277e-15
Position 9398: 1.0816597242489026e-15
Position 6821: 1.0659485257437548e-15
Position 8906: 8.684467370976539e-16
Position 2702: 8.184321845750021e-16
Position 2286: 8.018236481172827e-16
Position 5240: 7.890915116109291e-16
Position 2379: 7.056144162072133e-16
Position 9800: 6.990193999235978e-16
Position 7983: 6.541713005733195e-16
Position 2689: 6.381918964474232e-16
Position 6182: 5.842361711407046e-16
Position 7165: 5.485921817487875e-16
Position 7309: 4.866601729510093e-16
Position 7407: 4.29196519979055e-16
Position 7242: 4.0448290216080587e-16
Position 3340: 3.9705386814925496e-16
Position 5169: 3.4831533508446547e-16
Position 9685: 3.37017375006147e-16
Position 3151: 3.259936994975194e-16
Position 3282: 3.2446711726642203e-16
Position 4403: 2.992832177723942e-16
Position 2644: 2.971109439357956e-16
Position 3797: 2.9671273353547706e-16
Position 10223: 2.856603893831897e-16
Position 4730: 2.854098985177511e-16
Position 4655: 2.832836222097081e-16
Position 4799: 2.1922876559099037e-16
Position 3321: 1.8270251607752092e-16
Position 5043: 1.733880243036182e-16
Position 2930: 1.72029964039896e-16
Position 7013: 1.7105551601071934e-16
Position 5067: 1.510978551055218e-16
Position 3082: 1.4943115722559842e-16
Position 9173: 1.4734556304691761e-16
Position 5022: 1.4572072613867454e-16
Position 3201: 1.2263227576724367e-16
Position 8607: 9.467350197389438e-17
Position 3098: 7.03767355616268e-17
Position 2433: 6.442317635948342e-17
Position 8652: 6.027362424764719e-17
Position 3462: 5.0779779780312165e-17
Position 5487: 4.808564333340816e-17
Position 7939: 4.490989950646815e-17
Position 7692: 4.432167417802355e-17
Position 7559: 3.921860393589389e-17
Position 6073: 3.465295640201092e-17
Position 2488: 3.077626153131714e-17
Position 1173: 2.6754707317918876e-17
Position 1365: 2.6739603042605717e-17
Position 3761: 2.36936610255754e-17
Position 4032: 2.2330976428440266e-17
Position 2519: 1.6074405023384848e-17
Position 2508: 1.5737649452490373e-17
Position 2383: 1.4615666582498852e-17
Position 5865: 1.3400428443282509e-17
Position 7799: 1.2518338958893051e-17
Position 5549: 1.1394622997495292e-17
Position 7706: 1.0819944890178763e-17
Position 5582: 8.18593481135966e-18
Position 7025: 7.452924370055623e-18
Position 955: 6.63722573157158e-18
Position 1136: 6.573147351800735e-18
Position 6957: 6.425369861400954e-18
Position 6019: 6.41327718832282e-18
Position 5805: 5.127093021697348e-18
Position 194: 4.3273402405376636e-18
Position 1197: 4.131390230321252e-18
Position 2603: 3.9118365951221416e-18
Position 2841: 3.8449963067814475e-18
Position 7106: 3.520990958110798e-18
Position 1814: 3.478981076294494e-18
Position 728: 3.1888042710394844e-18
Position 960: 2.9628519228269504e-18
Position 387: 2.880636157253465e-18
Position 2073: 2.651755321423515e-18
Position 4572: 2.5984897116740027e-18
Position 971: 2.5578526884717306e-18
Position 2133: 2.422162250043939e-18
Position 1905: 2.277227726822251e-18
Position 3930: 2.2401669249887744e-18
Position 667: 2.1001904892318008e-18
Position 1595: 1.9203221134830105e-18
Position 4137: 1.886576603236473e-18
Position 3498: 1.7021832868017575e-18
Position 5916: 1.6125436342452976e-18
Position 1962: 1.3800675856927864e-18
Position 5802: 1.2827622530037552e-18
Position 5590: 1.2269562149432439e-18
Position 4517: 9.785260966169146e-19
Position 4367: 8.424810302837551e-19
Position 489: 8.260696025732679e-19
Position 279: 8.253927754215007e-19
Position 1248: 8.004747385807014e-19
Position 5285: 7.457618466904227e-19
Position 4520: 6.679994975824231e-19
Position 3553: 5.955643296138132e-19
Position 2169: 5.568138919146138e-19
Position 979: 5.32837106045914e-19
Position 3903: 4.765518221890106e-19
Position 401: 4.647319240502763e-19
Position 4743: 4.644747305376367e-19
Position 5060: 4.3144548877734497e-19
Position 2781: 2.7736287712690284e-19
Position 4314: 2.3412985579501826e-19
Position 172: 1.871372483856894e-19
Position 3684: 1.3147758117883033e-19
Position 3471: 7.932566120943559e-20
Position 1446: 6.0640777832190414e-21
Position 919: 5.423758060353345e-21
Position 1161: 4.580211386240765e-21
Position 2251: 1.7129616575863693e-21
Position 3091: 3.526446691867154e-22
Position 447: 2.0635594449699105e-23
Position 328: 1.0299104583651802e-23
Position 333: 9.166984404363612e-24
Position 394: 6.040453555043858e-24
Position 491: 2.9061576307688944e-24
Position 232: 1.5728246386779349e-24
Position 180: 1.3351564832468687e-24
Position 675: 8.915095357629357e-25
Position 92: 4.349258222536436e-26
Position 209: 4.125454490325462e-26
Position 358: 2.514307822767412e-26
Position 81: 6.954825971693797e-27
Position 50: 1.6971429718672227e-35
