Gene = Grasp65
Position 1916: 6.318509948893708e-06
Position 248: 6.235215902561009e-06
Position 1414: 6.2294192654520834e-06
Position 1753: 5.591274851998475e-06
Position 1024: 5.348969263379462e-06
Position 778: 4.6289325544445415e-06
Position 524: 4.524059991661391e-06
Position 981: 4.492145064183167e-06
Position 1889: 4.103272201851162e-06
Position 1353: 3.169644567084297e-06
Position 1030: 3.00955449816458e-06
Position 1994: 2.3305800133279025e-06
Position 59: 1.9729855768716716e-06
Position 849: 1.6319646967813935e-06
Position 74: 1.6001021361269468e-06
Position 1188: 1.048767529594196e-06
Position 70: 7.570879130353569e-07
Position 951: 6.97576965675642e-07
Position 2217: 3.0571339158626514e-07
Position 134: 1.8032269914411502e-07
Position 128: 5.981264539758226e-08
Position 784: 2.5996824848974367e-09
Position 833: 1.9989171843297493e-09
Position 722: 1.9812888798587348e-09
Position 240: 1.53841831310691e-09
Position 163: 6.775635601922948e-10
Position 94: 5.128277329347538e-10
Position 655: 1.7911048896547242e-11
Position 168: 9.57228489441579e-12
