Gene = RpIIIC53
Position 1104: 2.1148877846427105e-07
Position 700: 6.011705348897664e-08
Position 1205: 3.637833564926624e-08
Position 1290: 3.622415250225209e-08
Position 1246: 3.139950686250164e-08
Position 441: 2.590697386148853e-08
Position 934: 1.0392125669287264e-08
Position 921: 6.766450882669767e-09
Position 478: 1.1002398623245698e-09
Position 911: 3.4292407936076167e-10
Position 1058: 2.6826079718700674e-11
Position 1443: 6.5937730175415025e-12
Position 1491: 2.7778451282978527e-12
Position 1085: 2.451976050895761e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9976102102476992
Position 925: 0.9115521602843649
Position 1046: 0.801261939488321
Position 1058: 0.05430420202958649
Position 1453: 0.02934363471954101
Position 1202: 0.02012897907529176
Position 1078: 0.006978833845166238
Position 631: 0.005248367948672193
Position 312: 0.004256974696438847
Position 1711: 0.004015056845945442
Position 1066: 0.003594423718270251
Position 1701: 0.0033560869800821316
Position 945: 0.0018551651898094338
Position 628: 0.001732028008644394
Position 1126: 0.0016702054573008473
Position 1564: 0.0014471561939870701
Position 95: 0.0014205810580454677
Position 609: 0.0012193802151200495
Position 1523: 0.0009157711313172022
Position 625: 0.0007854487813533264
Position 658: 0.0006193045637327139
Position 1544: 0.0005725679232025939
Position 1235: 0.0005615505911983021
Position 1170: 0.0004414136451840848
Position 108: 0.0003716956693581161
Position 1100: 0.00032435575884532156
Position 1253: 0.00027249210229304333
Position 1534: 0.0002576629282016583
Position 1567: 0.00025118118623834463
Position 1096: 0.00024391214999749274
Position 1321: 0.0001797109686961198
Position 65: 0.00016503900200976943
Position 292: 0.00013539376059060095
Position 483: 0.00011132522600447305
Position 650: 0.00010684009430062772
Position 942: 0.00010344926063488492
Position 1298: 9.994656613335838e-05
Position 690: 8.410728360446691e-05
Position 504: 7.163676703276581e-05
Position 993: 4.557799131329732e-05
Position 707: 4.2741178133490193e-05
Position 1180: 3.941578793740254e-05
Position 1570: 3.736819760261575e-05
Position 1264: 2.9749498444965128e-05
Position 1286: 2.658252563401056e-05
Position 1109: 2.3640157666747738e-05
Position 693: 2.227933564122562e-05
Position 492: 2.122260321765759e-05
Position 1339: 1.7894971610551545e-05
Position 1491: 1.3293667493273914e-05
Position 215: 1.1413699277337731e-05
Position 999: 1.0017637601068267e-05
Position 155: 9.707326564729702e-06
Position 1326: 9.669666797989208e-06
Position 1272: 9.188390172477857e-06
Position 126: 9.067510869714878e-06
Position 1256: 7.423512405667201e-06
Position 1598: 6.395004883043456e-06
Position 1632: 6.0789782090134125e-06
Position 964: 5.899634890634272e-06
Position 1175: 5.39835508359646e-06
Position 726: 4.238864327260305e-06
Position 265: 3.5977742649210568e-06
Position 1652: 2.9431195780608423e-06
Position 133: 2.903997149342715e-06
Position 1104: 2.6872785129354264e-06
Position 188: 2.141500158583047e-06
Position 212: 1.4348566426745267e-06
Position 1111: 1.2876794767227879e-06
Position 435: 1.2274457515351746e-06
Position 747: 1.2176705221206389e-06
Position 735: 1.1576450402425225e-06
Position 218: 8.933068034346253e-07
Position 893: 8.866894066146186e-07
Position 890: 8.05134798096754e-07
Position 76: 7.783176790021492e-07
Position 373: 5.165062088554133e-07
Position 741: 5.110195114795245e-07
Position 756: 5.084122261431558e-07
Position 231: 4.083167044738844e-07
Position 509: 3.3138624594356653e-07
Position 362: 3.295494097156432e-07
Position 521: 2.395937369686256e-07
Position 833: 2.1890637420567751e-07
Position 867: 2.0433827357320964e-07
Position 974: 1.6046937471031104e-07
Position 782: 1.4639523523856515e-07
Position 960: 1.3705736903293187e-07
Position 1290: 1.0658516017182117e-07
Position 195: 7.724977963233108e-08
Position 759: 7.031523691312731e-08
Position 366: 6.184812689463431e-08
Position 45: 5.938314852679713e-08
Position 1007: 2.8992685069561213e-08
Position 193: 1.9627110985486074e-08
Position 850: 1.9380941483138273e-08
Position 240: 1.3296537385611357e-08
Position 512: 1.0326123482849931e-08
Position 419: 5.575049221779843e-09
Position 523: 4.6791734686325534e-09
Position 547: 4.881820347639924e-10
Position 236: 7.71186979921519e-12
