Gene = E(z)
Position 1101: 0.014621322765412458
Position 1370: 0.013397076095485311
Position 3345: 0.01292728857850524
Position 1231: 0.012402105621784157
Position 1703: 0.008682600587826453
Position 1978: 0.005776051280132345
Position 760: 0.005428637127595208
Position 957: 0.0052302444419945375
Position 577: 0.004534938399295774
Position 2835: 0.003829026372947122
Position 926: 0.003816881080542212
Position 2821: 0.003698308650732283
Position 2068: 0.003512887606134753
Position 363: 0.0034121755258885045
Position 1968: 0.0033436074874736983
Position 1721: 0.003228980751043815
Position 242: 0.0031400606429173674
Position 877: 0.0028997722830389726
Position 353: 0.0027540904312162904
Position 1129: 0.0024051259151203143
Position 376: 0.0023478097072522006
Position 1064: 0.0020566431906090523
Position 2522: 0.0019940115362296726
Position 2944: 0.001991418788453535
Position 1132: 0.0016827792745793572
Position 2581: 0.0014829378289945283
Position 2533: 0.0013065496975364912
Position 1030: 0.0012492367356646322
Position 2071: 0.001228916819334175
Position 1121: 0.0011811612493559484
Position 433: 0.0010601800000320783
Position 2486: 0.0010384925019551851
Position 1090: 0.0008882341864458022
Position 2350: 0.0007826277076085036
Position 2838: 0.0007627846997832319
Position 2387: 0.0007593032318674902
Position 848: 0.0006348943793329431
Position 384: 0.0006083979676391251
Position 961: 0.0005613218651271747
Position 2896: 0.0004990847004824889
Position 1106: 0.0004965139525912286
Position 2045: 0.0004921783557698928
Position 2638: 0.0004893606983950424
Position 681: 0.00048663335824297764
Position 2875: 0.00044353305530803584
Position 784: 0.0004391035275973719
Position 2466: 0.0004324197700144957
Position 607: 0.00041377658639129596
Position 3291: 0.0004110442771362573
Position 2602: 0.0003845464949251793
Position 694: 0.00038180522682429766
Position 3431: 0.0003808954974094114
Position 2707: 0.0003441312883654877
Position 311: 0.0003237931784497449
Position 1007: 0.0003017911020927995
Position 763: 0.0002541674606729558
Position 598: 0.00023904233964364445
Position 2112: 0.00022497008819006672
Position 1304: 0.0001902336201926545
Position 2005: 0.0001706691273527749
Position 1388: 0.00013887290515550465
Position 1190: 0.000137771581586066
Position 646: 0.00012143455067446382
Position 1126: 0.00010303142517541417
Position 2398: 9.590261283430148e-05
Position 1174: 9.226380756664659e-05
Position 3300: 8.643180097767323e-05
Position 1391: 8.639363511291729e-05
Position 1253: 8.270090074563324e-05
Position 2599: 7.37230229937038e-05
Position 320: 7.36771906085641e-05
Position 1364: 7.314649216974755e-05
Position 3138: 7.293794237039654e-05
Position 3402: 6.69626066175933e-05
Position 2323: 6.533158419152498e-05
Position 2394: 5.670167747205569e-05
Position 2210: 5.0108750137821903e-05
Position 2204: 4.924973656665312e-05
Position 2473: 4.702146269959701e-05
Position 2881: 4.1290722255759214e-05
Position 395: 4.127848841838457e-05
Position 892: 4.0491040639150576e-05
Position 1986: 3.3712229435059864e-05
Position 437: 3.15671848163276e-05
Position 1239: 3.10560271465693e-05
Position 3390: 2.884635811715394e-05
Position 2659: 2.714794765255354e-05
Position 294: 2.5651551002459397e-05
Position 2401: 2.378746901573998e-05
Position 279: 2.1833371386049036e-05
Position 2605: 2.0700919177753912e-05
Position 2848: 1.7907701750858323e-05
Position 2662: 1.757883833908963e-05
Position 1049: 1.3497040317404236e-05
Position 3087: 1.313974716361712e-05
Position 2224: 1.2856464062428066e-05
Position 832: 1.2100230510987989e-05
Position 2893: 1.1001277549636552e-05
Position 2923: 1.0338662871663087e-05
Position 3219: 9.456990127773247e-06
Position 1153: 9.146980328578003e-06
Position 1309: 8.29882175336006e-06
Position 1418: 6.65234046081406e-06
Position 1379: 5.23997015116472e-06
Position 413: 5.230687459498835e-06
Position 3196: 4.823231365013085e-06
Position 3153: 4.326418131530079e-06
Position 3202: 3.041211812826056e-06
Position 440: 2.8386423656162e-06
Position 443: 2.8334054931533026e-06
Position 419: 2.741924577114766e-06
Position 2260: 2.2667557914441653e-06
Position 2092: 2.162276811175486e-06
Position 2255: 1.9363582035865537e-06
Position 1441: 1.814444647877655e-06
Position 2327: 1.3592058201148759e-06
Position 1709: 1.1202569108220701e-06
Position 2228: 1.0323963471621202e-06
Position 3141: 1.0080890928369704e-06
Position 401: 9.382387376804186e-07
Position 841: 8.791342891673156e-07
Position 2287: 5.17039382199268e-07
Position 2619: 4.5323996728388414e-07
Position 403: 3.6670244296469227e-07
Position 470: 3.0523475109764375e-07
Position 559: 2.568942742756124e-07
Position 2569: 2.2145048888199827e-07
Position 78: 8.174889288893717e-08
Position 2590: 7.796030489349201e-08
Position 2267: 6.311135168144324e-08
Position 2281: 4.6805341026391476e-08
Position 473: 2.7960859833428416e-08
Position 484: 8.194429717086235e-09
Position 820: 4.235418036905186e-09
Position 655: 1.4705942975181868e-09
Position 89: 1.4374874186050412e-09
Position 663: 8.507479394325903e-10
Position 464: 8.027339608300032e-10
Position 592: 5.40350663707842e-10
Position 495: 1.1694293053851215e-12
Position 93: 4.31335645719112e-17
