Gene = S
Position 1238: 9.338409280344502e-09
Position 900: 7.755020751450094e-09
Position 25392: 7.632555872281343e-09
Position 920: 7.102462512717552e-09
Position 902: 5.215986590316705e-09
Position 1048: 4.974378170674642e-09
Position 865: 1.928859890499809e-09
Position 1060: 1.635085638899049e-09
Position 25734: 1.230076572201257e-09
Position 845: 8.073769287266875e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 25319: 0.9996970781632158
Position 24761: 0.9996417418830488
Position 25549: 0.9924911112394259
Position 15601: 0.5311565451372745
Position 26978: 0.06613209402657796
Position 14354: 0.05883868437302474
Position 4998: 0.04934795151255752
Position 27541: 0.04785463194261351
Position 6178: 0.044053027153599676
Position 27519: 0.04311040521459326
Position 27019: 0.038681169642294636
Position 5586: 0.03446744589191295
Position 14912: 0.030086918774386753
Position 4726: 0.020671238305196057
Position 26712: 0.017330939061654435
Position 26467: 0.016406704435674657
Position 4542: 0.009433081291723988
Position 13685: 0.008369247901097521
Position 27585: 0.007092502925381697
Position 5188: 0.007042002291582231
Position 5262: 0.006641346572684148
Position 4584: 0.006327496270719348
Position 804: 0.006264304452614902
Position 25558: 0.005910428829906494
Position 26274: 0.005750599334497629
Position 27601: 0.005400848094770275
Position 4069: 0.0049515186670784726
Position 863: 0.0048334845739494495
Position 27793: 0.004806890354742907
Position 5434: 0.004363891067276404
Position 4762: 0.0038584957930661735
Position 26776: 0.0032811154222786437
Position 14858: 0.002320013593369297
Position 664: 0.002296042503732834
Position 6184: 0.0021416936438204493
Position 5759: 0.001711129224093201
Position 4802: 0.00150758348192834
Position 26289: 0.0013407417608318308
Position 27232: 0.0010590621709696132
Position 4121: 0.0010525799834654142
Position 825: 0.0009653881915974546
Position 5600: 0.0008903909424397745
Position 27942: 0.0008427555849990835
Position 27831: 0.000826712243449334
Position 3668: 0.0008165661670467587
Position 26389: 0.000811703865669023
Position 455: 0.0007366889188833168
Position 28002: 0.0006965975232872022
Position 4871: 0.0006828735641471736
Position 27538: 0.0006531915703950389
Position 4219: 0.00054437015899693
Position 5084: 0.0005210784575780322
Position 395: 0.0004820623045274959
Position 27499: 0.0004767741998322076
Position 27703: 0.00047600662887315007
Position 816: 0.0004324284046424349
Position 8261: 0.0004196641540422275
Position 567: 0.00040889769475477603
Position 4201: 0.0003696397001960393
Position 5228: 0.00033208461962178494
Position 27114: 0.00031606016276222357
Position 28137: 0.00028718201481243283
Position 26724: 0.00023409545255908634
Position 26478: 0.00021255428154261536
Position 6354: 0.00019057792251525954
Position 5033: 0.00019008162807226817
Position 26645: 0.00017362011006617957
Position 26936: 0.0001591132912764718
Position 6095: 0.0001542416449777357
Position 27974: 0.0001314664774496263
Position 390: 0.00012277360334640472
Position 26483: 0.00012020940902716072
Position 26755: 0.00011442342857000822
Position 26040: 0.00010609335499277221
Position 27353: 0.00010205230219777252
Position 535: 0.00010054492364173096
Position 25714: 9.601004746460885e-05
Position 25768: 9.592420285398858e-05
Position 7351: 7.56305120047385e-05
Position 25911: 7.488434323430708e-05
Position 2919: 6.945301321380092e-05
Position 5271: 6.505806876205935e-05
Position 26247: 6.0186055173394746e-05
Position 878: 5.772533549828106e-05
Position 1713: 5.093541738354215e-05
Position 907: 4.7308189907919924e-05
Position 27480: 4.469540287238033e-05
Position 3397: 4.2453570300359605e-05
Position 5023: 4.094203335120114e-05
Position 4974: 4.0085286675038485e-05
Position 3164: 3.9368494888479995e-05
Position 8241: 3.8773566800812966e-05
Position 1407: 3.781725913368638e-05
Position 28006: 3.302357649640444e-05
Position 27042: 2.6962179217416725e-05
Position 2811: 2.392506636969741e-05
Position 8183: 2.3630661129507147e-05
Position 1173: 2.1206340853935158e-05
Position 980: 1.753774731198159e-05
Position 1702: 1.695724444067181e-05
Position 1815: 1.6807524608460097e-05
Position 7906: 1.675006734706074e-05
Position 25805: 1.4652907845717909e-05
Position 26487: 1.3808599803028324e-05
Position 26161: 1.1739342613879888e-05
Position 7838: 1.1209389341921009e-05
Position 25577: 1.1072362481836602e-05
Position 6245: 8.841947574474243e-06
Position 6202: 7.487837249731762e-06
Position 1871: 7.4597182603420155e-06
Position 25777: 7.210837635199903e-06
Position 3234: 6.415787076722716e-06
Position 2619: 6.066957325213196e-06
Position 25653: 5.566272135464998e-06
Position 219: 5.061088422236946e-06
Position 1513: 4.954387482539147e-06
Position 2050: 4.277927836797252e-06
Position 1528: 4.039437812256193e-06
Position 3749: 3.970225896622218e-06
Position 609: 2.8589592600195344e-06
Position 26173: 2.44094058786042e-06
Position 2096: 2.311459069353546e-06
Position 465: 1.1624115334528182e-06
Position 1045: 1.022612851895947e-06
Position 890: 9.842655498185251e-07
Position 26199: 7.165719167096262e-07
Position 4038: 4.6404966459447396e-07
Position 25751: 3.9288264338617006e-07
Position 181: 3.2359297366468834e-07
Position 3092: 3.1019632790109575e-07
Position 3746: 2.3107704194595378e-07
Position 894: 1.607477008829526e-07
Position 865: 1.5415358690905617e-07
Position 25728: 2.117383374037038e-08
Position 25612: 1.9739697834076185e-08
Position 25734: 1.7983124353808285e-08
Position 150: 4.3870318349124995e-09
Position 475: 4.261953984638814e-09
Position 1023: 2.101963556315574e-09
Position 1359: 1.4464410486267668e-09
Position 1930: 8.407553692928629e-10
Position 2093: 6.067799571705961e-10
Position 2005: 4.3780393368319746e-10
