Gene = ND-39
Position 4303: 2.7038513628662516e-07
Position 1004: 1.9137303820109717e-07
Position 1026: 1.7129355179807287e-07
Position 4840: 1.5874916821502462e-07
Position 731: 1.5467472984604424e-07
Position 665: 1.409028611307027e-07
Position 952: 1.3660813008931218e-07
Position 1052: 8.334172001430876e-08
Position 4754: 1.494831317925346e-08
Position 796: 1.1817574226734878e-08
Position 4924: 9.052137274349165e-09
Position 692: 9.160955925696267e-10
Position 669: 6.993804718155792e-10
Position 4470: 4.741610085451851e-12
Position 4728: 2.998777363943791e-12
Position 4477: 9.908171467392714e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4509: 0.9990358270636202
Position 4075: 0.9776554624406693
Position 2689: 0.27579994214729064
Position 3218: 0.17785223567379882
Position 684: 0.17585794674664038
Position 3542: 0.11307940703235947
Position 3430: 0.1002596532629886
Position 2513: 0.09578233050587735
Position 3269: 0.04036635983024331
Position 3838: 0.03947066219853766
Position 2726: 0.036125022002670086
Position 3036: 0.03572286532351442
Position 2205: 0.02962775456623107
Position 3140: 0.026717805020359257
Position 592: 0.024721124656227386
Position 3890: 0.022070994025126297
Position 3063: 0.019758889045863665
Position 2634: 0.011703426065466649
Position 3152: 0.009334067850615068
Position 3817: 0.007170168993689952
Position 3226: 0.005821295490952327
Position 1672: 0.005074336690356456
Position 895: 0.002774641065272819
Position 3179: 0.0022452971168797687
Position 2652: 0.0020862024421103268
Position 60: 0.0019187823052593225
Position 3345: 0.0018840719715440917
Position 2617: 0.001853173704807965
Position 1608: 0.0018207111854480148
Position 665: 0.001734679121607923
Position 2886: 0.0016437247899606603
Position 188: 0.001564759544872908
Position 2791: 0.0015409533150464456
Position 1368: 0.00150920631068549
Position 2366: 0.0013816582057604432
Position 185: 0.00133961042890375
Position 2065: 0.0012815729741012618
Position 1658: 0.0012061723287382505
Position 1312: 0.0011846901805143148
Position 1048: 0.0010856747683653987
Position 1682: 0.0009380808285165393
Position 2047: 0.0009164979736663501
Position 4525: 0.0009162893011829177
Position 1984: 0.0008079373153651173
Position 779: 0.0007973255498786987
Position 2104: 0.0004386357006445463
Position 1385: 0.00041753489156813985
Position 2490: 0.00041569807904323343
Position 2563: 0.00038507220465744244
Position 2385: 0.0003578041560312017
Position 1076: 0.00034704974327188923
Position 76: 0.00032972476377706323
Position 898: 0.0003255909636890153
Position 1331: 0.00030839546462725636
Position 254: 0.00022464436581037944
Position 484: 0.00022026058239966334
Position 2209: 0.00017702476980530863
Position 858: 0.00016565445607342135
Position 3160: 0.00015903773024469908
Position 3024: 0.0001462849984608428
Position 1766: 0.00011639074614197553
Position 3039: 0.000113345342035961
Position 3354: 0.00010486231255666733
Position 397: 0.0001036845962583235
Position 1704: 0.00010269900076930007
Position 826: 8.309628264103882e-05
Position 1124: 8.013920357368224e-05
Position 1835: 6.841035946633753e-05
Position 4777: 6.770089140836334e-05
Position 1688: 6.69473815355312e-05
Position 686: 6.405760702932089e-05
Position 940: 6.227754799522933e-05
Position 511: 4.016765323304493e-05
Position 524: 3.916956337235838e-05
Position 2480: 3.9148368274693325e-05
Position 1516: 3.814698354349504e-05
Position 1414: 2.838198399621306e-05
Position 4780: 2.4730343334767326e-05
Position 4944: 2.4599950718168592e-05
Position 1254: 2.4394448432222793e-05
Position 1145: 2.0525740794738324e-05
Position 315: 1.9229137614850527e-05
Position 4774: 1.863280241684047e-05
Position 2092: 1.8630925320261893e-05
Position 4567: 1.7932764780101143e-05
Position 4831: 1.233429216520762e-05
Position 1959: 1.2211707182695004e-05
Position 371: 1.0940157657912001e-05
Position 2663: 1.0901611424977972e-05
Position 1119: 1.067864242399934e-05
Position 1004: 8.572442686607912e-06
Position 4959: 5.239110782634165e-06
Position 1109: 5.045189026349344e-06
Position 803: 3.969351532957647e-06
Position 739: 2.773056213841792e-06
Position 4573: 2.602515389796929e-06
Position 4576: 2.052155183548135e-06
Position 526: 1.8172021876610153e-06
Position 942: 1.4982797193541148e-06
Position 1778: 1.3235684218220648e-06
Position 1541: 1.2580246387073651e-06
Position 4631: 1.1854081145808098e-06
Position 2402: 1.0564937426653115e-06
Position 2089: 9.787248806606066e-07
Position 2388: 9.714700716648183e-07
Position 4644: 8.675733418157307e-07
Position 4981: 8.534117345011147e-07
Position 4717: 7.496358859524725e-07
Position 4976: 6.782251156775612e-07
Position 4636: 5.462375603597396e-07
Position 4744: 4.422420008036844e-07
Position 1026: 2.733739021775814e-07
Position 133: 1.385415844874977e-07
Position 490: 1.1467544383638243e-07
Position 4988: 8.835952173765175e-08
Position 784: 5.595664280496664e-08
Position 1180: 5.101433985176143e-08
Position 726: 4.1941801149343276e-08
Position 4978: 1.58775987599362e-08
Position 1189: 1.2261876215341144e-08
Position 1230: 1.0147319851551981e-08
Position 493: 8.182451437855034e-09
Position 606: 7.336865132956492e-09
Position 752: 4.240791644222463e-09
Position 327: 4.061030850338969e-09
Position 329: 6.426624844367403e-10
Position 137: 6.201781955572567e-10
Position 145: 4.996832188698222e-10
