Gene = Tsp66A
Position 844: 1.538421896425228e-05
Position 991: 1.492293818479344e-05
Position 2567: 1.3699649880338302e-05
Position 1278: 1.2075318516416173e-05
Position 429: 8.069903588003022e-06
Position 779: 4.814302342012129e-06
Position 257: 3.6168529683658557e-06
Position 303: 2.998436094789068e-06
Position 76: 2.4245639287627905e-06
Position 577: 2.123818325263418e-06
Position 131: 1.911808320759861e-06
Position 417: 1.7208393042619817e-06
Position 579: 1.4944255382524774e-06
Position 272: 1.2363369182874082e-06
Position 62: 1.1665552302457929e-06
Position 142: 6.775096124666196e-07
Position 2603: 6.538965594403589e-07
Position 2598: 6.140816727470558e-07
Position 419: 5.233575567778129e-07
Position 437: 4.913082262940828e-07
Position 1571: 4.219583191003973e-07
Position 731: 3.0086284856141637e-07
Position 125: 2.1441268071339053e-07
Position 398: 1.9419305772587713e-07
Position 449: 5.4058627198663185e-08
Position 1488: 1.5705323275122003e-08
Position 2551: 2.087899319358802e-09
Position 2708: 2.2628590162103462e-10
Position 443: 1.7655003620268948e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.9495509340964622
Position 2214: 0.8951299550093229
Position 391: 0.7332618885093481
Position 737: 0.7222880603630047
Position 1116: 0.7153757450366616
Position 160: 0.6411607077661475
Position 1309: 0.6386407797902998
Position 1968: 0.5687846165897703
Position 577: 0.5503433009534258
Position 2646: 0.4693369835021501
Position 2683: 0.2178087590908746
Position 891: 0.21578627800716993
Position 2636: 0.19114309328539225
Position 775: 0.15082104452920508
Position 1619: 0.14440360785727266
Position 1479: 0.13127079376067569
Position 1135: 0.12102547624107098
Position 945: 0.09220658034179646
Position 2760: 0.08692984669695245
Position 2809: 0.08357387659934237
Position 1458: 0.07957649081457413
Position 415: 0.057648017823048
Position 1740: 0.057111862879153694
Position 1289: 0.044245957214819026
Position 913: 0.04286704354869213
Position 991: 0.04166180865935394
Position 269: 0.0411579705849084
Position 1641: 0.04028460934635041
Position 281: 0.031330786300348926
Position 461: 0.02971060975401077
Position 1743: 0.028424935690502875
Position 623: 0.027767471526164697
Position 1976: 0.022758549741848468
Position 702: 0.021320038585966882
Position 2416: 0.019334754800515667
Position 1772: 0.017748766330132906
Position 2660: 0.01727781109968377
Position 2704: 0.010992655026679437
Position 2250: 0.008317688401624217
Position 2280: 0.007870261511563706
Position 3111: 0.00776241943008218
Position 3014: 0.007571069351777731
Position 1645: 0.006176699008294119
Position 467: 0.005656490030847313
Position 3288: 0.004600095664551307
Position 1761: 0.004439027589696875
Position 2686: 0.003949804224516785
Position 2183: 0.003812017697950847
Position 2224: 0.0035585678118270534
Position 1526: 0.0032251418600369583
Position 182: 0.003122385169830432
Position 974: 0.0029427943525824917
Position 2843: 0.0026752796097454295
Position 422: 0.002265538930341552
Position 1594: 0.00199613780751207
Position 1694: 0.0014175010247732603
Position 840: 0.0012298076051023936
Position 2840: 0.0011592116773774478
Position 2485: 0.0011160264784818702
Position 2045: 0.0006654544572854082
Position 1370: 0.000549593302722354
Position 1915: 0.0005100136408914137
Position 3069: 0.00040993659619569276
Position 1178: 0.00036527896476599184
Position 657: 0.00033254461816858375
Position 2846: 0.0002837529472120785
Position 2780: 0.0002480298007435837
Position 822: 0.00024519593404267933
Position 1493: 0.000225074310128775
Position 2522: 0.00020775029159058575
Position 427: 0.000177163665239877
Position 106: 0.00017467235377974932
Position 2791: 0.0001694006058543699
Position 2013: 0.00014302468333753028
Position 2731: 0.00012404193608845393
Position 1952: 0.00010051206956033182
Position 336: 7.644233193537347e-05
Position 243: 7.21577074457641e-05
Position 3164: 6.627569091684778e-05
Position 2449: 6.0268299477602046e-05
Position 1200: 5.0899363965378454e-05
Position 2740: 4.588573287054779e-05
Position 3090: 3.172588545552799e-05
Position 659: 2.6689320705722637e-05
Position 3057: 2.636630177591387e-05
Position 248: 2.5085945872701298e-05
Position 638: 2.4640692003317903e-05
Position 3184: 2.0775400146964188e-05
Position 1378: 1.804971201545009e-05
Position 2493: 1.324020874052386e-05
Position 919: 1.182097512307518e-05
Position 675: 1.0829715170605441e-05
Position 1057: 9.886186721987542e-06
Position 1074: 5.0552162103700065e-06
Position 633: 4.9224932834552965e-06
Position 1068: 4.257557657375496e-06
Position 187: 2.2914847552913877e-06
Position 625: 1.4281395958715987e-06
Position 118: 8.806991276790393e-07
Position 110: 1.950078906861471e-11
