Gene = Ssl1
Position 1302: 9.133497341903513e-07
Position 1477: 8.845858491066653e-07
Position 1218: 8.692303549384907e-07
Position 1227: 7.63701045447761e-07
Position 605: 7.541116142692953e-07
Position 669: 6.96198366095162e-07
Position 485: 5.199376062298596e-07
Position 726: 4.353344504170395e-07
Position 446: 2.700537998074615e-07
Position 732: 1.7104992729198492e-07
Position 491: 1.6593113338435458e-07
Position 297: 8.474945161019577e-08
Position 295: 8.347166024154453e-08
Position 336: 7.127941208269324e-08
Position 435: 4.347741549869049e-08
Position 306: 4.266469230185472e-08
Position 620: 3.7932345374319436e-08
Position 617: 3.245633822181719e-08
Position 683: 2.4840959894038006e-08
Position 303: 1.7535825850340263e-08
Position 309: 1.0177737176921903e-08
Position 368: 7.949850938121703e-09
Position 59: 2.2219898200627116e-09
Position 291: 1.4326379068417058e-09
Position 64: 7.54756671426876e-12
