Gene = RhoGDI
Position 2538: 0.002964705621599923
Position 3721: 0.0025865804701882354
Position 2948: 0.00242482926608746
Position 2535: 0.0022180998135495704
Position 3926: 0.002044435149768168
Position 470: 0.001926041160017621
Position 3282: 0.001892667622258784
Position 2849: 0.0017223934604477464
Position 3888: 0.0017094193777314399
Position 2398: 0.00157909662094033
Position 928: 0.001565729526005356
Position 2975: 0.0015261838857245046
Position 2102: 0.0013330566167989734
Position 1798: 0.0013044265102269813
Position 3575: 0.001253130278885516
Position 3279: 0.001126308477306948
Position 3451: 0.0010616549254795352
Position 767: 0.0010153168394941476
Position 3660: 0.0009506733775817706
Position 357: 0.0009283100947612945
Position 3953: 0.0008066153765964594
Position 4133: 0.000800978082693112
Position 3246: 0.0007274599960699718
Position 1132: 0.0007075970142544196
Position 2686: 0.0006806381190086658
Position 3704: 0.0005873712934626992
Position 3174: 0.0005104724719274388
Position 131: 0.0004798827342914627
Position 1286: 0.00043536270622312627
Position 1980: 0.0004251073551804969
Position 2681: 0.0004023495405607201
Position 3947: 0.0003503540855388984
Position 866: 0.00034365900573064774
Position 4153: 0.00032550710982792567
Position 2810: 0.00032074039313402487
Position 844: 0.00023037391567125515
Position 2935: 0.00022187481910983643
Position 723: 0.00021631835864964464
Position 3005: 0.00020180342857132436
Position 4018: 0.0001964434483622166
Position 645: 0.0001715645276889974
Position 475: 0.0001636921842510258
Position 1864: 0.00015634721836431417
Position 3765: 0.00013431008412232955
Position 2552: 0.00012833415891032999
Position 901: 0.00012460365459555768
Position 1867: 0.00012096467577957183
Position 4043: 0.00010012797924545638
Position 2325: 9.627454112902555e-05
Position 3183: 8.982597409215991e-05
Position 3291: 8.673498261947335e-05
Position 2438: 8.357629631730671e-05
Position 3312: 7.756885616247925e-05
Position 325: 6.556885239048002e-05
Position 891: 4.6701822416133295e-05
Position 3936: 4.3928454665751544e-05
Position 3356: 4.0049413532649966e-05
Position 3539: 3.9785053159850524e-05
Position 2546: 3.63963845030035e-05
Position 472: 3.572125193340558e-05
Position 3423: 3.510163990784335e-05
Position 381: 2.313161261601796e-05
Position 170: 2.2513093953382268e-05
Position 82: 2.2359025852523336e-05
Position 210: 1.8662062848893253e-05
Position 2612: 5.904623078843685e-06
Position 2600: 2.7122126990912145e-06
Position 2442: 2.4731663947558432e-06
Position 2736: 1.0765074316108898e-06
Position 68: 8.228739241339729e-07
Position 2586: 6.211643438389358e-07
Position 966: 3.1839263585415825e-07
Position 72: 1.9569560782167142e-07
Position 2819: 1.8517249618487205e-07
Position 905: 1.267304535254113e-07
Position 484: 2.5033131377659872e-08
Position 387: 5.98421701278417e-10
