Gene = snRNP-U1-70K
Position 1215: 2.8128913634117518e-05
Position 1731: 2.4905760837973163e-05
Position 1667: 2.426852545250707e-05
Position 613: 2.3198018148520884e-05
Position 1992: 1.7599806599621437e-05
Position 1623: 1.7545791301789216e-05
Position 1023: 1.578739912455878e-05
Position 1518: 1.39421658835757e-05
Position 72: 1.364981633260307e-05
Position 2201: 1.3016361539560028e-05
Position 2252: 1.1634883259815757e-05
Position 459: 1.1606186221754753e-05
Position 855: 1.1593350914912851e-05
Position 643: 1.092340575671186e-05
Position 1900: 5.0254589586722155e-06
Position 2611: 4.10093974642541e-06
Position 2525: 4.089779817487467e-06
Position 178: 3.1757761183335736e-06
Position 1675: 2.841402588613946e-06
Position 619: 2.1037040026153383e-06
Position 1071: 1.071160037520256e-06
Position 2615: 9.385898430340686e-07
Position 1258: 9.194019751298311e-07
Position 142: 5.301097570304514e-07
Position 347: 3.1998716533447593e-07
Position 16: 2.9908937969075694e-07
Position 216: 2.2019140588421823e-07
Position 1177: 1.8586065034648094e-07
Position 1287: 1.679902360714796e-07
Position 861: 1.435733121126569e-07
Position 821: 1.3070773237564936e-07
Position 1346: 1.2014534628442753e-07
Position 1038: 5.066396558233556e-08
Position 1382: 3.688028957795271e-08
Position 392: 3.183747236618804e-08
Position 1044: 3.0100786534841574e-08
Position 574: 2.9330717656789068e-08
Position 586: 2.85218883119312e-08
Position 310: 8.581928607705296e-09
Position 334: 4.975981673955837e-09
Position 668: 7.645848247144012e-10
Position 803: 8.126275292701544e-11
Position 972: 8.109755299495373e-11
Position 797: 6.021520304320586e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.9287393354057539
Position 2129: 0.5609393243823019
Position 2326: 0.20668603109907524
Position 1751: 0.052223000509108275
Position 2864: 0.038394716520733736
Position 685: 0.03544195394157994
Position 2675: 0.034218641627747924
Position 2464: 0.03271981343239965
Position 1438: 0.023428394312670634
Position 757: 0.02245862966522317
Position 1957: 0.01525657598505155
Position 1947: 0.014913950122178131
Position 2222: 0.013840273961541243
Position 2383: 0.013751167007798624
Position 2478: 0.010762916293371512
Position 2275: 0.008035161365762286
Position 266: 0.006857696236626157
Position 1281: 0.005700744912834903
Position 1762: 0.002911767585665569
Position 2331: 0.002643866072965336
Position 2201: 0.0025567463552572697
Position 2868: 0.0024241255270334014
Position 2929: 0.0022776047096595936
Position 1140: 0.0017950096945240541
Position 2702: 0.0015139619675690183
Position 2711: 0.0013769918000530535
Position 1896: 0.0013751872612220253
Position 2240: 0.001263556608813013
Position 2725: 0.0012162240234483406
Position 247: 0.0011765254464110558
Position 1734: 0.0009265095693024387
Position 2337: 0.0007741755875524684
Position 1660: 0.0007250169445252532
Position 2252: 0.0005384984625360467
Position 1518: 0.00038506211346044827
Position 1914: 0.0003582506867269409
Position 2231: 0.00031272989261623346
Position 1657: 0.00031198303391482694
Position 898: 0.000279328945821009
Position 2162: 0.00027645036359794485
Position 1823: 0.00026978709367956336
Position 1056: 0.0002693263499458344
Position 427: 0.0002518302950853164
Position 2926: 0.00021924056415633658
Position 1588: 0.00014926207320008683
Position 2989: 0.00013855215723330692
Position 2958: 0.00013559618539398216
Position 772: 0.0001342739242619115
Position 703: 0.00012958327105568791
Position 3005: 0.0001144461296154541
Position 826: 9.709475486865259e-05
Position 241: 8.486626163473999e-05
Position 1390: 8.465004907540948e-05
Position 1122: 8.010883396591643e-05
Position 1704: 6.373451312961585e-05
Position 1585: 6.002609577397114e-05
Position 548: 5.258843828159733e-05
Position 1453: 5.0986560495918574e-05
Position 775: 4.038654609089783e-05
Position 692: 4.034359660558864e-05
Position 783: 3.840652201473192e-05
Position 1910: 3.35183319697513e-05
Position 1844: 2.9871738923928886e-05
Position 3010: 2.3590633165449862e-05
Position 568: 2.0809003585312406e-05
Position 1643: 1.8805520326842004e-05
Position 664: 1.1381332707322775e-05
Position 463: 8.548569047182003e-06
Position 355: 7.200901924185266e-06
Position 727: 6.586091209313472e-06
Position 148: 5.760503627621425e-06
Position 1775: 5.027692774414278e-06
Position 418: 3.5843242107477493e-06
Position 619: 3.084606791301916e-06
Position 661: 3.0128760462322265e-06
Position 625: 3.003719815023117e-06
Position 2348: 2.4756627449835368e-06
Position 370: 1.7323908290598895e-06
Position 116: 1.7200601121577537e-06
Position 787: 1.4252722459072211e-06
Position 392: 1.400783514407276e-06
Position 400: 1.220301778406309e-06
Position 1311: 6.904237975586886e-07
Position 132: 6.585233079882259e-07
Position 1471: 6.169114512137889e-07
Position 1557: 5.687891225305556e-07
Position 1104: 4.064601075606709e-07
Position 733: 3.625672800044937e-07
Position 1477: 2.8568351236813554e-07
Position 367: 7.8288219471288e-08
Position 162: 6.630086381453213e-08
Position 373: 3.1276188898012845e-08
Position 514: 3.0119287566933514e-08
Position 493: 1.7272966939458947e-08
Position 550: 1.3066719808948586e-08
Position 1351: 7.60282847015306e-09
Position 108: 4.113569077270179e-09
Position 721: 3.7652582455328654e-09
Position 643: 2.1811484614739612e-09
Position 530: 1.586090236633598e-09
Position 153: 1.3643858118715843e-09
Position 526: 1.2030344327732785e-09
Position 466: 9.455802717515092e-10
Position 490: 2.4414530185059916e-10
Position 808: 2.1030676788245778e-10
Position 637: 5.832400988136971e-11
Position 183: 3.835268856746772e-11
Position 475: 3.2141303042088863e-11
Position 913: 3.096919890815289e-11
Position 232: 7.40260213640164e-12
Position 520: 4.55699555998676e-12
Position 325: 4.448226329912611e-12
Position 499: 4.2912490989830535e-12
Position 503: 4.618653448679848e-17
