Gene = DCX-EMAP
Position 815: 5.6244346888770366e-05
Position 38103: 5.525691611255923e-05
Position 38263: 5.4475211233957114e-05
Position 38068: 4.793355553482808e-05
Position 37216: 4.2093481340969624e-05
Position 36223: 4.1297301044062286e-05
Position 37150: 3.9709449403088184e-05
Position 36495: 3.9216320427751354e-05
Position 37735: 3.8787249877001035e-05
Position 763: 3.286033828440051e-05
Position 36642: 3.0303866611896262e-05
Position 38093: 2.9602982743169064e-05
Position 37267: 2.755549106916019e-05
Position 36921: 2.646207640750601e-05
Position 232: 2.5783539691052072e-05
Position 36270: 2.2997434640995057e-05
Position 37974: 2.2739663639068826e-05
Position 37121: 2.2030123813178728e-05
Position 38287: 2.197522906906878e-05
Position 37520: 2.085478873995184e-05
Position 36725: 1.9384452141905326e-05
Position 37940: 1.8140840504970967e-05
Position 36559: 1.720306095720206e-05
Position 37646: 1.620911730134315e-05
Position 38761: 1.5079138088234633e-05
Position 36940: 1.136505396883068e-05
Position 38362: 1.1297499096040492e-05
Position 36473: 1.0408396741792194e-05
Position 37962: 1.0387565754375757e-05
Position 38388: 1.0293714537173714e-05
Position 36872: 9.320242435354026e-06
Position 36841: 8.326612546799107e-06
Position 37343: 7.885001117812416e-06
Position 38340: 7.719156107704644e-06
Position 858: 6.964123051035795e-06
Position 36857: 6.419394246125534e-06
Position 36852: 6.237225874010005e-06
Position 37581: 6.026608574211784e-06
Position 735: 5.788387464821938e-06
Position 375: 5.598628596938595e-06
Position 714: 5.057618853438678e-06
Position 985: 4.4680812019905884e-06
Position 39046: 4.12584504182781e-06
Position 37137: 4.05191889086641e-06
Position 38902: 3.6287844605209437e-06
Position 37411: 3.1361155667815457e-06
Position 37597: 2.9597330670471725e-06
Position 38499: 2.3320244444437e-06
Position 37985: 2.1907947825614407e-06
Position 1247: 2.1502381318309267e-06
Position 38265: 2.1102162470401077e-06
Position 36602: 1.7469273236191521e-06
Position 38656: 1.6990200198662835e-06
Position 898: 1.6343088826022514e-06
Position 36874: 1.4237445569221058e-06
Position 403: 1.4002667439977177e-06
Position 36625: 1.2166680779397456e-06
Position 39044: 1.0678058835939982e-06
Position 385: 1.0516856679964678e-06
Position 204: 1.0183228690691047e-06
Position 37935: 9.124888783171384e-07
Position 35707: 7.814816110138165e-07
Position 855: 7.730717383007973e-07
Position 36434: 5.940774084778841e-07
Position 37555: 5.156081140341852e-07
Position 36975: 4.689319419551803e-07
Position 36606: 4.2915663416354563e-07
Position 784: 3.5854074233706424e-07
Position 1152: 2.958609446159208e-07
Position 36782: 2.5127211975562196e-07
Position 37775: 2.232110425890602e-07
Position 37419: 2.0193744891474323e-07
Position 262: 1.9155002359846694e-07
Position 775: 1.8243896181427567e-07
Position 721: 1.5724638190884447e-07
Position 36395: 1.4571387734178463e-07
Position 37895: 1.0011963421694397e-07
Position 292: 7.815088478695387e-08
Position 84: 7.673503510627925e-08
Position 1329: 7.114283575023623e-08
Position 36614: 6.757165901673508e-08
Position 37166: 6.202517626890238e-08
Position 987: 5.482236926330284e-08
Position 37468: 4.8647605027200415e-08
Position 349: 3.995802997911545e-08
Position 36415: 3.7744224017963315e-08
Position 163: 3.5555198321508024e-08
Position 883: 3.510489302532678e-08
Position 1241: 3.4275819787677346e-08
Position 445: 3.203928021539822e-08
Position 641: 3.1251619399897425e-08
Position 36382: 2.9444250350182914e-08
Position 796: 2.5242115657553095e-08
Position 38158: 2.4539420218409755e-08
Position 36785: 2.402318430491506e-08
Position 1180: 2.291380192839876e-08
Position 36524: 2.044673050631164e-08
Position 138: 1.5859067360422867e-08
Position 175: 1.5013329495243064e-08
Position 1520: 1.4982911866543078e-08
Position 1017: 1.2980059419438718e-08
Position 36583: 1.1182796081346483e-08
Position 625: 1.0311913898819098e-08
Position 948: 9.842886964537872e-09
Position 1075: 8.563446286791757e-09
Position 36865: 7.553156294807716e-09
Position 36964: 6.4069496212610675e-09
Position 953: 4.731938448186577e-09
Position 1261: 4.556434031722824e-09
Position 114: 3.925379992887171e-09
Position 471: 3.628052800544779e-09
Position 1223: 3.04772375077424e-09
Position 951: 2.4511355735275156e-09
Position 613: 2.303686158165976e-09
Position 311: 2.093265555577088e-09
Position 36608: 1.932669487694162e-09
Position 1149: 1.9090905582450016e-09
Position 1160: 1.8427786923543596e-09
Position 1297: 1.796849164511502e-09
Position 946: 1.629266942046025e-09
Position 38022: 1.4847838860449621e-09
Position 1308: 8.519258555628214e-10
Position 639: 6.858774296959242e-10
Position 38035: 5.060998806894584e-10
Position 37915: 3.644464914601961e-10
Position 1325: 3.632926662432259e-10
Position 1253: 3.537731471866067e-10
Position 37531: 3.3212584737648754e-10
Position 37220: 2.4911830716139354e-10
Position 1088: 1.460683121372886e-10
Position 1086: 1.2833198130732922e-10
Position 1398: 9.233432788619169e-11
Position 87: 8.845372717406576e-11
Position 37211: 7.431442020023463e-11
Position 36750: 2.456755994313554e-11
Position 36681: 1.4931448531407913e-12
Position 36576: 4.682959511712901e-14
Position 36347: 5.080974322678607e-15
Position 36729: 4.390713562909558e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 36551: 0.9967765545775816
Position 36711: 0.9964734552227531
Position 37701: 0.9946061508438859
Position 38219: 0.9854254579499203
Position 35602: 0.974570118332358
Position 36318: 0.9676606624704994
Position 35205: 0.9643247506515501
Position 37194: 0.9390365826776199
Position 27919: 0.4821382368634923
Position 36051: 0.39100213882660145
Position 36034: 0.13985740980295208
Position 27102: 0.1308142270016015
Position 38898: 0.05833523817749561
Position 37236: 0.055889437345084524
Position 36339: 0.027933553242423872
Position 27168: 0.015530820948628187
Position 37915: 0.011887870099906099
Position 27457: 0.011348433355007228
Position 38656: 0.009315836411914174
Position 38187: 0.0058514857228391445
Position 35610: 0.00438684511101826
Position 38591: 0.003731983097080159
Position 37738: 0.003688575044250574
Position 38930: 0.0034491479234483157
Position 39057: 0.0030925616722590607
Position 35565: 0.002927120758298582
Position 37456: 0.002853943758486103
Position 37396: 0.0024734780047220182
Position 36361: 0.001959140925479144
Position 36289: 0.0018210087174101368
Position 36720: 0.0017251385768795333
Position 37159: 0.0014540486215808457
Position 7956: 0.0013288233436285965
Position 38691: 0.0012020774789439205
Position 37931: 0.0010222866305262463
Position 37910: 0.0009584126174123717
Position 938: 0.0008415705920634714
Position 38477: 0.0006881882832743054
Position 36270: 0.0006056536667844887
Position 15307: 0.00041206533730834183
Position 37161: 0.00036033396620442474
Position 31397: 0.00033702236369480726
Position 36524: 0.0003228821920411484
Position 1308: 0.00032209106995029495
Position 37784: 0.000308244347264483
Position 36583: 0.00029964268319264203
Position 37853: 0.0002783236343117575
Position 15467: 0.0002458096349909988
Position 37308: 0.00020130532553125832
Position 38145: 0.000199820048314288
Position 38909: 0.00017482089818508713
Position 38613: 0.00016773155406133952
Position 35620: 0.00016758539808694054
Position 38035: 0.00016592898063655988
Position 38499: 0.00016461053942997336
Position 37323: 0.0001368243614805296
Position 14432: 0.0001350778064117555
Position 36993: 0.00013450639568219675
Position 14629: 0.000125756320741663
Position 37363: 0.00012473602450045905
Position 14718: 0.00011886274749580117
Position 36614: 0.00010896195913022335
Position 36981: 9.870543210450193e-05
Position 38653: 8.84636225615208e-05
Position 15525: 8.412408754328027e-05
Position 15385: 7.97709221234548e-05
Position 15094: 7.048643156331967e-05
Position 38148: 6.98399504216859e-05
Position 36562: 6.86928100464248e-05
Position 37716: 6.347218321696191e-05
Position 888: 5.70998745454068e-05
Position 1241: 5.3676349698954214e-05
Position 39092: 5.271247330984105e-05
Position 38005: 4.983009823674202e-05
Position 37895: 4.7561614793388494e-05
Position 36723: 4.7029944799318736e-05
Position 37940: 4.399917906579621e-05
Position 36507: 4.376087295012359e-05
Position 38939: 4.2165599279897123e-05
Position 36558: 3.928323716402875e-05
Position 38943: 3.86613847133915e-05
Position 7981: 3.715840175095751e-05
Position 8135: 3.481090322924429e-05
Position 37985: 3.313769582021418e-05
Position 7448: 3.175643245653356e-05
Position 38409: 3.119292062869826e-05
Position 15293: 2.9713825887047748e-05
Position 15491: 2.874798571392638e-05
Position 38746: 2.6965881545053017e-05
Position 1046: 2.69207302472045e-05
Position 15149: 2.594232871395963e-05
Position 38707: 2.4932915731940388e-05
Position 14791: 2.3361435719067535e-05
Position 37781: 2.1978211394233006e-05
Position 6861: 2.0962183661783217e-05
Position 7639: 2.0389312612779278e-05
Position 38262: 2.0221945434593157e-05
Position 15393: 1.9276348017430324e-05
Position 37519: 1.7938224102989743e-05
Position 38247: 1.780759393953318e-05
Position 37083: 1.5421995313307948e-05
Position 7181: 1.4954128242741795e-05
Position 15433: 1.4802694733221148e-05
Position 37203: 1.4267678330524511e-05
Position 7506: 1.4003119380468294e-05
Position 6288: 1.3551212594200503e-05
Position 36872: 1.2873527115951289e-05
Position 37511: 1.0898853710355755e-05
Position 7831: 1.0572257724217616e-05
Position 14722: 1.0066748839404097e-05
Position 7228: 9.89931800935269e-06
Position 36365: 8.58691939596882e-06
Position 992: 8.316925801131839e-06
Position 38415: 8.120928311139068e-06
Position 36849: 8.097198285573181e-06
Position 6312: 7.893577416288476e-06
Position 734: 7.279577197726754e-06
Position 6765: 7.15155908396972e-06
Position 8073: 6.6004148295895915e-06
Position 38335: 6.539178234066104e-06
Position 39073: 5.866203455075643e-06
Position 1247: 5.503836074716347e-06
Position 1058: 4.816175742688616e-06
Position 36975: 3.5924610158924835e-06
Position 37555: 3.444317147825999e-06
Position 38671: 2.9839219627751806e-06
Position 37434: 2.855098885057701e-06
Position 37042: 2.829950959051548e-06
Position 445: 2.5972868748745913e-06
Position 7387: 2.5341856071195043e-06
Position 1312: 2.2635157021417247e-06
Position 274: 2.125120258605817e-06
Position 6557: 2.0522272236789263e-06
Position 1388: 1.954055853121181e-06
Position 6401: 1.8951185066817926e-06
Position 37611: 1.7778364646389814e-06
Position 36388: 1.7141045654730973e-06
Position 33810: 1.6714923463170112e-06
Position 547: 1.4919994813027524e-06
Position 7796: 1.4895340261565157e-06
Position 304: 1.4630976751193473e-06
Position 8139: 1.3910137771973475e-06
Position 343: 1.3324816127388986e-06
Position 1433: 1.17876262406744e-06
Position 277: 1.1728447500142875e-06
Position 37808: 1.1270812600338478e-06
Position 280: 1.1217923997162175e-06
Position 36885: 1.0769905305551077e-06
Position 36813: 1.0138187776912695e-06
Position 37428: 8.556704430805992e-07
Position 1364: 7.394019543999232e-07
Position 1333: 7.147739505844946e-07
Position 752: 6.974930892885586e-07
Position 1484: 6.810593511244459e-07
Position 37793: 6.562636939664093e-07
Position 37464: 5.380174275335547e-07
Position 37624: 5.157475794743596e-07
Position 1213: 4.901695140067426e-07
Position 491: 4.1934600977710284e-07
Position 36382: 3.615038341834575e-07
Position 1166: 3.542815549069254e-07
Position 784: 3.029573222624151e-07
Position 37634: 1.7785278793212926e-07
Position 37051: 1.2135855864281228e-07
Position 36424: 1.1559225414517491e-07
Position 37407: 9.90738200333965e-08
Position 37296: 4.000653124570974e-08
Position 36679: 2.956882897355365e-08
Position 36828: 1.703436638728081e-08
Position 7709: 1.5358402990392367e-08
Position 7425: 1.5281371622186608e-08
Position 5760: 1.510836840019361e-08
Position 36666: 1.4131907058279462e-08
Position 36593: 1.3624656019666207e-08
Position 7694: 1.2974895193218744e-08
Position 38373: 5.626422049182747e-09
Position 36642: 5.301762516951828e-09
Position 36676: 2.2997147232176797e-09
Position 36495: 1.2444851211923712e-09
Position 38256: 1.1579122561163247e-09
