Gene = fln
Position 1133: 0.34822197746768213
Position 261: 0.10866085567214916
Position 1378: 0.04491653303886322
Position 572: 0.04339596149874923
Position 552: 0.035107289031618756
Position 304: 0.03040599228109068
Position 954: 0.030390212356731155
Position 1593: 0.026446159917078695
Position 1291: 0.015465949565700028
Position 596: 0.014677415208390275
Position 1354: 0.010709500366840223
Position 1139: 0.006945078745883204
Position 1633: 0.006921768086138682
Position 1573: 0.006419144338027526
Position 428: 0.00505658867717297
Position 1247: 0.0037057376510788494
Position 1230: 0.002850447526451446
Position 1382: 0.002582560796852414
Position 1167: 0.0024272939730170698
Position 173: 0.0019981820677963964
Position 115: 0.001671455482134847
Position 602: 0.0011450825134283122
Position 605: 0.0010653155694450305
Position 1322: 0.0009359924923667541
Position 517: 0.000876882123083296
Position 1332: 0.0007891135493501536
Position 1266: 0.0005517147265301074
Position 686: 0.0005398177652617157
Position 159: 0.0004934640875386623
Position 92: 0.0004195716862774785
Position 829: 0.000216788727877977
Position 1033: 0.00013433056315627137
Position 471: 9.274539310238106e-05
Position 712: 7.889538352807073e-05
Position 453: 6.0739451846636925e-05
Position 450: 5.377367541033632e-05
Position 192: 5.2136819239505346e-05
Position 185: 5.010238508086122e-05
Position 816: 4.5362016104572717e-05
Position 658: 4.4529700874320224e-05
Position 1598: 4.346830537202118e-05
Position 397: 3.427173377508208e-05
Position 311: 2.895428507403848e-05
Position 122: 2.517429093257813e-05
Position 803: 1.7065933750685283e-05
Position 319: 1.3526786643371345e-05
Position 637: 1.3467412849377152e-05
Position 534: 1.2513807138459785e-05
Position 720: 1.2438180986232313e-05
Position 210: 1.0262882231987247e-05
Position 874: 9.563099322981344e-06
Position 643: 8.295070353585506e-06
Position 368: 4.719411976530828e-06
Position 634: 3.2240708906183512e-06
Position 800: 3.104515606531945e-06
Position 770: 2.55512011839435e-06
Position 109: 2.389157251876214e-06
Position 1107: 2.196423024115021e-06
Position 66: 2.083081243890625e-06
Position 71: 1.7371099548615424e-06
Position 640: 1.5625678798498274e-06
Position 212: 1.5181974704474463e-06
Position 379: 1.4910020769634558e-06
Position 1104: 1.3852880533508422e-06
Position 1007: 1.0495168418583231e-06
Position 922: 9.237021370590612e-07
Position 52: 8.989967081088426e-07
Position 457: 7.855854933154692e-07
Position 849: 6.453368010832819e-07
Position 1208: 3.2830159010475367e-07
Position 1026: 1.0703705016120215e-07
Position 201: 1.7420761364774055e-08
Position 1071: 1.6460081994147525e-08
