Gene = ChLD3
Position 2401: 0.0002749234314109611
Position 3268: 0.0002597098704786748
Position 1003: 0.00025798920662218814
Position 1557: 0.0002516911712282302
Position 506: 0.00024650068897448925
Position 1886: 0.0002425065354211871
Position 2886: 0.00021325109192875253
Position 1501: 0.00021118487474010075
Position 1620: 0.0002059737079410857
Position 2696: 0.00020447531282798546
Position 2646: 0.0001932996147888043
Position 1656: 0.000176996983908593
Position 2844: 0.0001720119552809823
Position 2876: 0.00016698868517951853
Position 1390: 0.00016434812420003546
Position 527: 0.00013887945248866222
Position 283: 0.00012255904520990093
Position 435: 0.00011983743979231704
Position 2474: 0.00010268534824788304
Position 778: 9.836270868216932e-05
Position 206: 8.935867801967936e-05
Position 48: 8.912728924786066e-05
Position 2606: 8.750438641404679e-05
Position 1852: 8.5491129242468e-05
Position 2093: 7.033664381648829e-05
Position 2922: 7.010609211512917e-05
Position 2055: 6.804555379752859e-05
Position 1080: 6.434134604652021e-05
Position 1625: 6.304196042679649e-05
Position 363: 5.9525523578177806e-05
Position 1220: 5.6457398361470044e-05
Position 127: 4.984135171639512e-05
Position 1349: 4.670522253416249e-05
Position 2896: 4.568917795759495e-05
Position 192: 4.148309423615691e-05
Position 2706: 4.036435830287223e-05
Position 1206: 3.4992961656929686e-05
Position 3444: 3.455425262116496e-05
Position 944: 3.096551467452752e-05
Position 2459: 2.9487710073571628e-05
Position 3289: 2.9177507435221892e-05
Position 443: 2.6024737832890427e-05
Position 1458: 2.385294487137985e-05
Position 464: 2.319914406758125e-05
Position 571: 1.4358635817509228e-05
Position 593: 1.372492650152587e-05
Position 1140: 1.1545786882926562e-05
Position 2821: 9.97223172650013e-06
Position 2661: 8.428940381845257e-06
Position 1470: 4.4050937162658346e-06
Position 2441: 4.321531212867837e-06
Position 3054: 3.6772863335377564e-06
Position 2462: 2.6852394360309722e-06
Position 319: 2.5636623367356933e-06
Position 2813: 2.310525297245196e-06
Position 60: 1.5861793330926576e-06
Position 1446: 1.4083900410304234e-06
Position 509: 1.2975317864728375e-06
Position 322: 1.203710988953462e-06
Position 200: 1.0970704810124832e-06
Position 399: 7.569991456249569e-07
Position 437: 7.069918718666669e-07
Position 1310: 4.110195159191862e-07
Position 316: 3.7243715574033657e-07
Position 1550: 1.9945384119337017e-07
Position 956: 1.9873193120807393e-07
Position 876: 1.387214599507166e-07
Position 119: 1.0040117045123395e-07
Position 2088: 8.994220312415831e-08
Position 446: 7.251835592351902e-08
Position 573: 5.161217194330377e-08
Position 2427: 4.838590577827088e-08
Position 209: 3.288479186548989e-08
Position 2350: 2.1627922171641408e-08
Position 2405: 2.0535219780602845e-08
Position 2894: 1.5081270782507514e-08
Position 3: 3.361833547047403e-10
Position 855: 2.7744933737288695e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2515: 0.9454088952808201
Position 1721: 0.8812379807374283
Position 3096: 0.5091746342399618
Position 3534: 0.14137050909323595
Position 399: 0.05349898571384764
Position 3339: 0.05306761027118871
Position 1546: 0.045123506701734095
Position 3400: 0.035098881497176916
Position 3575: 0.024595367961594013
Position 1097: 0.022871499296810115
Position 3070: 0.022056286819727506
Position 593: 0.02139339335680148
Position 2401: 0.016806244179480682
Position 3481: 0.016399817253540692
Position 3153: 0.010686700639784925
Position 827: 0.009872328877040659
Position 1140: 0.009339809466337057
Position 1936: 0.009103382482538171
Position 3496: 0.008501668892642474
Position 1821: 0.0072428081293303675
Position 2329: 0.00723668352627769
Position 1069: 0.006874929697709266
Position 2818: 0.006214530834287874
Position 1778: 0.004876283195781147
Position 1693: 0.003944272671861503
Position 1507: 0.003689974313404404
Position 3150: 0.003547196528031965
Position 3564: 0.003428856184999671
Position 2678: 0.0032417432089786556
Position 2362: 0.0030041137448104135
Position 2254: 0.0027986948127941744
Position 2529: 0.0024238152947528772
Position 2071: 0.0021255130021649755
Position 2096: 0.0021144858526272836
Position 2191: 0.0020942761061251854
Position 1951: 0.0020315950053764534
Position 3120: 0.0017711515961618394
Position 1148: 0.0017079056835277854
Position 679: 0.0015296548012973968
Position 3543: 0.0014687149436965544
Position 1206: 0.001430031535563404
Position 1461: 0.0012539074145480852
Position 876: 0.0012119821355503916
Position 3185: 0.001203328889794435
Position 2334: 0.0011552360060152103
Position 3598: 0.0010841562184593244
Position 792: 0.0009740922056097213
Position 1339: 0.0008243872842228203
Position 461: 0.0006520112526251969
Position 2314: 0.000560878618484713
Position 2785: 0.0004688158815914906
Position 1430: 0.00045827778817350226
Position 2038: 0.00045049314572091884
Position 486: 0.0004373770387442987
Position 3650: 0.0003756547255231084
Position 1211: 0.0003522239410970205
Position 2774: 0.0003420902785704541
Position 1885: 0.0003416113709280398
Position 3327: 0.0003328647389409695
Position 2074: 0.0003168485624967819
Position 1977: 0.00030577568878845335
Position 1371: 0.00026762673005966217
Position 688: 0.00026587149013062797
Position 1736: 0.00020335263952870036
Position 567: 0.00017164928745648462
Position 2011: 0.00016811613537026128
Position 1080: 0.00016547473798036533
Position 1040: 0.00015612569285225006
Position 1184: 0.0001453509351059192
Position 1458: 0.00014205356465276034
Position 3700: 0.0001399513666662435
Position 1200: 0.0001334869433200463
Position 3376: 0.00012870636306962677
Position 1234: 0.000107278256400196
Position 1217: 8.239287252353478e-05
Position 700: 6.726900730008554e-05
Position 724: 6.573469827541854e-05
Position 443: 6.37472137296769e-05
Position 770: 6.246608785105512e-05
Position 1984: 5.509815219358738e-05
Position 2410: 4.722283339961984e-05
Position 1564: 4.448456445235378e-05
Position 1277: 3.703081993932082e-05
Position 2120: 3.43591319408452e-05
Position 2413: 2.7959071680985323e-05
Position 1319: 2.4672875091216155e-05
Position 2613: 2.346394075419826e-05
Position 1900: 1.9715646448659838e-05
Position 79: 1.9445815471532952e-05
Position 2531: 1.9089898444526986e-05
Position 692: 1.8384883727941796e-05
Position 1349: 1.5948047828545995e-05
Position 2588: 1.471477319637603e-05
Position 248: 1.4025354093372735e-05
Position 704: 1.1740469250678724e-05
Position 200: 1.106153669674003e-05
Position 3011: 9.74423509642779e-06
Position 3249: 7.881854229928382e-06
Position 712: 6.8043463495184855e-06
Position 1287: 6.433372789026297e-06
Position 279: 5.2969899186765425e-06
Position 3228: 3.257686426892968e-06
Position 774: 3.2460376271263783e-06
Position 3162: 2.710631118157997e-06
Position 491: 1.6407357155074793e-06
Position 730: 1.4611483369211541e-06
Position 501: 1.418382246157273e-06
Position 205: 1.0800171067164476e-06
Position 2693: 4.333726626725817e-07
Position 2546: 2.824097117132184e-07
Position 2862: 1.6579473477035823e-07
Position 99: 1.5205186507360923e-07
Position 119: 5.870403897979374e-08
Position 86: 3.9775352764131494e-08
Position 223: 3.9465583122539046e-08
Position 642: 3.672711728700477e-08
Position 95: 2.3663206449376185e-08
Position 736: 2.2196561451356934e-08
Position 706: 1.4672294071384828e-08
Position 464: 1.309160484115666e-08
Position 102: 1.2385642868080772e-08
Position 984: 1.174626693516808e-08
Position 1009: 8.537578282956287e-09
Position 748: 7.2298214053590106e-09
Position 127: 5.041255008921657e-09
Position 137: 4.053656940835649e-09
Position 718: 1.2640434872774208e-09
Position 742: 9.676903776262535e-10
Position 235: 5.134741385845227e-10
Position 134: 1.7162395626055487e-11
