Gene = BHD
Position 1506: 1.1068176320582807e-06
Position 1539: 1.0480875033216852e-06
Position 826: 8.359681459352311e-07
Position 905: 7.867574387037479e-07
Position 647: 7.755570542640312e-07
Position 1170: 7.214288081937046e-07
Position 488: 6.346169274373525e-07
Position 1133: 6.013653474396053e-07
Position 419: 5.386458221825977e-07
Position 1149: 4.4556064856844063e-07
Position 914: 3.922334746881836e-07
Position 572: 3.8379212980749236e-07
Position 297: 3.6063393458797056e-07
Position 722: 2.964732908854918e-07
Position 1131: 1.8987132033626603e-07
Position 740: 1.5810482016300004e-07
Position 679: 1.439132713324989e-07
Position 1373: 4.5740270082225834e-08
Position 113: 5.5176475174610245e-09
Position 933: 2.374645851000715e-10
Position 1400: 7.320664831451166e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9436316844571625
Position 1501: 0.9299006108570222
Position 66: 0.057162302435568954
Position 1369: 0.0392192905059237
Position 1146: 0.03619664641987498
Position 75: 0.02267715036849423
Position 1537: 0.01648499613699202
Position 1108: 0.010969404137867577
Position 1346: 0.010645077887131987
Position 539: 0.008537228911026111
Position 512: 0.00809521544964546
Position 1043: 0.0061921159927820265
Position 1506: 0.005589204296416569
Position 85: 0.00558280862583651
Position 424: 0.004645513415562908
Position 467: 0.0028007552407187074
Position 1642: 0.0027789493042581865
Position 876: 0.002653830209944093
Position 839: 0.002087923143470185
Position 1165: 0.002015051165634278
Position 929: 0.0016545156443736775
Position 753: 0.001405997033600311
Position 989: 0.0013215572871430482
Position 485: 0.0013135876186167557
Position 1162: 0.0011281337797999838
Position 856: 0.0006674519846592307
Position 90: 0.0004355369702055921
Position 1472: 0.0003697765364112778
Position 268: 0.0003530928116926519
Position 944: 0.00029171875031070013
Position 518: 0.00019314736663863963
Position 1394: 0.0001611069176303773
Position 271: 0.00013736933391400856
Position 1414: 0.00013091056324619006
Position 1016: 0.0001296582322679767
Position 161: 9.350172787996905e-05
Position 820: 8.765005652143959e-05
Position 584: 8.62132754024105e-05
Position 699: 8.545486454581471e-05
Position 608: 7.62361302766964e-05
Position 1012: 7.577516521811612e-05
Position 1544: 6.982245788610458e-05
Position 659: 6.387825517834021e-05
Position 108: 4.766275836498037e-05
Position 776: 3.9784087987633934e-05
Position 722: 3.457088531748947e-05
Position 817: 3.0296112402461246e-05
Position 902: 2.3962874734740874e-05
Position 1115: 2.3797015509002434e-05
Position 563: 2.3734510818993767e-05
Position 1574: 2.367859778577488e-05
Position 947: 2.2051032488522065e-05
Position 588: 2.1499462520147038e-05
Position 1058: 1.9648655315490856e-05
Position 128: 1.9014040567279988e-05
Position 1648: 1.834192270765387e-05
Position 1233: 1.3923757767248965e-05
Position 206: 1.1793965139202623e-05
Position 87: 1.175255315841257e-05
Position 1559: 1.168917583758237e-05
Position 950: 1.101781085742129e-05
Position 1622: 8.961208097791218e-06
Position 566: 8.770368097032051e-06
Position 605: 8.098675438072697e-06
Position 248: 7.164034939689431e-06
Position 1411: 5.751171163698441e-06
Position 578: 5.748875238953196e-06
Position 620: 4.451468436314758e-06
Position 599: 4.365223393188357e-06
Position 931: 4.170728610199961e-06
Position 301: 3.92792412950272e-06
Position 203: 3.4486156634510206e-06
Position 1556: 3.427725799621651e-06
Position 1002: 3.170704942270454e-06
Position 1000: 2.7268165742101053e-06
Position 308: 2.644969634115005e-06
Position 1214: 1.5529768350318539e-06
Position 453: 1.3924284514826455e-06
Position 1586: 1.33576963997261e-06
Position 1606: 6.797223114201202e-07
Position 614: 6.661029834403009e-07
Position 554: 6.609338973445133e-07
Position 1420: 5.788387512859154e-07
Position 638: 5.321815926478132e-07
Position 1298: 5.023918670869391e-07
Position 347: 4.731764486191785e-07
Position 179: 3.370175934965875e-07
Position 1378: 1.5255838342316334e-07
Position 1433: 1.1892305064701196e-07
Position 169: 4.406741582858697e-09
Position 385: 3.1421852127998495e-09
Position 334: 1.954915812778925e-09
Position 361: 1.7257370553350854e-09
Position 326: 1.1657329010721704e-09
Position 283: 1.0760938664924345e-09
Position 215: 1.0221871320477787e-09
Position 389: 5.880965414338774e-10
Position 344: 9.573084895466761e-11
Position 439: 2.8339596290481192e-11
Position 185: 1.7997730497841367e-11
Position 367: 1.6157479250539958e-11
Position 457: 1.0947686302628223e-12
Position 398: 1.0543521231367576e-12
