Gene = dsx-c73A
Position 4566: 5.698770520009199e-06
Position 4399: 5.205433453568115e-06
Position 589: 4.568162283319702e-06
Position 3440: 3.877247176716126e-06
Position 4526: 3.799170023790362e-06
Position 4797: 3.636525777243891e-06
Position 3135: 3.0337219244464e-06
Position 3014: 2.970997341562538e-06
Position 2208: 2.6880523360439767e-06
Position 3018: 2.5271192504852928e-06
Position 2192: 1.8758365374155471e-06
Position 27757: 7.724173752694971e-07
Position 1895: 6.282665382837966e-07
Position 28536: 6.132969157347228e-07
Position 28030: 4.022303605157847e-07
Position 27744: 2.6682377076607096e-07
Position 5746: 2.358601965144545e-07
Position 27930: 5.723005846303539e-08
Position 2053: 5.148059480870251e-08
Position 5271: 4.3025257977426684e-08
Position 55: 3.468345987810102e-08
Position 70: 3.277559856948261e-08
Position 1208: 3.223610802946198e-08
Position 28671: 1.7896379108011006e-08
Position 2010: 1.4189012183355445e-08
Position 57: 1.2449650819295876e-08
Position 39: 1.0904410781072652e-08
Position 28572: 6.347946894038906e-09
Position 4218: 3.7180812067625345e-09
Position 2846: 1.3504310188859743e-09
Position 4416: 1.3193369672539629e-09
Position 339: 1.2167573560479937e-09
Position 438: 6.058458377293449e-10
Position 27912: 5.621713145518963e-10
Position 336: 5.383418710843674e-10
Position 376: 1.9533271016963025e-10
Position 2329: 9.103439271781726e-11
Position 408: 4.911534147769235e-12
Position 651: 8.99948692596317e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 27858: 0.999714904507565
Position 27639: 0.9942897111057994
Position 25256: 0.6342869893805334
Position 17822: 0.5994069935176662
Position 1580: 0.5879015296021484
Position 25042: 0.5433260113558274
Position 24677: 0.42374414960974555
Position 25302: 0.2964717179298454
Position 13109: 0.29089102306306136
Position 12896: 0.20192902786315753
Position 28243: 0.12370437226482237
Position 1599: 0.10461961245771298
Position 25432: 0.08280269234720664
Position 25444: 0.07631198304212859
Position 1635: 0.06443494623234376
Position 1602: 0.06313721922176202
Position 25908: 0.061815553141094486
Position 12382: 0.040791002275882095
Position 28781: 0.04009683380040963
Position 1605: 0.03538206386547586
Position 12872: 0.031077734375277895
Position 286: 0.030540461163247174
Position 25541: 0.025231722529925196
Position 6074: 0.018939613713197977
Position 4959: 0.016491997239165633
Position 518: 0.016269664936283335
Position 597: 0.01243621204977236
Position 5884: 0.011281007951056302
Position 28075: 0.009325384144489158
Position 1110: 0.008618740073127448
Position 28941: 0.008200047950919304
Position 25519: 0.008111860520696398
Position 25684: 0.007399900850774504
Position 25559: 0.006314434953175394
Position 1536: 0.005686173755481891
Position 28217: 0.005615716598778155
Position 646: 0.005266375224397855
Position 1632: 0.005255043262821853
Position 6101: 0.004629097417591349
Position 28807: 0.004101214019073715
Position 27602: 0.0031395747763638964
Position 6495: 0.0030322812672635437
Position 1556: 0.0026472601752592344
Position 5602: 0.002425388239127964
Position 783: 0.002380963859259932
Position 5548: 0.002366669412683028
Position 6812: 0.002287705745437893
Position 28994: 0.002117024829722147
Position 2037: 0.002025106707692454
Position 13567: 0.0020225263237826454
Position 1134: 0.0019067296959968567
Position 6517: 0.0017619358775996163
Position 1265: 0.0014044704233186175
Position 25776: 0.0012249136989413408
Position 29115: 0.0011581142862434719
Position 621: 0.0009793766168799923
Position 28087: 0.0009677168973591384
Position 28999: 0.0009257335693105085
Position 2101: 0.0008012960730918508
Position 7816: 0.000790362037345699
Position 29097: 0.0007844771232569665
Position 28099: 0.0007797407197265271
Position 9248: 0.0007585345466833466
Position 1427: 0.000731164349338522
Position 626: 0.0005990565178035673
Position 26058: 0.0005970958461761764
Position 25871: 0.0005392615905278096
Position 1457: 0.00047496196647314764
Position 879: 0.0004435678932539345
Position 363: 0.0004349234947656981
Position 2008: 0.0004317918741483532
Position 7664: 0.00042486744002775403
Position 1149: 0.0004083021492444293
Position 1744: 0.0003704486161418968
Position 4298: 0.00036546794641357724
Position 316: 0.00032654746694332266
Position 27995: 0.000326268607871904
Position 3760: 0.00031380317839242554
Position 4130: 0.0003010689752605731
Position 786: 0.0003003666931709483
Position 1872: 0.00029473806637566794
Position 5465: 0.0002857518391483138
Position 5429: 0.00026908418791454265
Position 1417: 0.00026252318546813463
Position 5920: 0.00025311758938898426
Position 28293: 0.0002407440934884656
Position 305: 0.0002275847156309847
Position 2392: 0.00022492981060899148
Position 29138: 0.00021681994523994362
Position 1641: 0.0002146904211962519
Position 26780: 0.00021408755317579194
Position 2112: 0.0002137477728024314
Position 2175: 0.00019973215769602027
Position 1195: 0.00019869447988060874
Position 28601: 0.00019186191118380984
Position 28619: 0.00016881118793130563
Position 623: 0.00016873318502479256
Position 28118: 0.00016238029274850656
Position 28747: 0.00016236137750467482
Position 28192: 0.00015473213362590915
Position 1895: 0.00014027799981566959
Position 4843: 0.00013741536850486
Position 27881: 0.00012813988133103307
Position 10083: 0.00012646632645648036
Position 28604: 0.00011831740621221867
Position 4818: 0.00011696732155070862
Position 28112: 0.00011651700413724232
Position 28550: 0.00011310997791673995
Position 7848: 0.00011008729631723483
Position 3439: 0.00010972366494408064
Position 27992: 0.00010561033377122321
Position 173: 9.413721995392436e-05
Position 9999: 9.373986726183296e-05
Position 28240: 8.372859067819698e-05
Position 10139: 8.042447474670201e-05
Position 923: 8.034733026989403e-05
Position 28553: 8.024256679899327e-05
Position 4040: 8.002165876810239e-05
Position 28040: 7.893493126034323e-05
Position 460: 7.303221448696413e-05
Position 13548: 6.87228658246274e-05
Position 28385: 6.698004086944159e-05
Position 763: 6.409178783188718e-05
Position 2433: 6.182182030830673e-05
Position 28054: 6.003978484925302e-05
Position 5336: 5.6650459978720364e-05
Position 7135: 4.8370039695571834e-05
Position 7705: 4.785297235190187e-05
Position 26145: 4.661613361801892e-05
Position 3723: 4.299173015723981e-05
Position 3710: 4.025638602949174e-05
Position 1926: 3.997682311001445e-05
Position 1202: 3.409431129302668e-05
Position 1232: 2.8971016625982954e-05
Position 1357: 2.839771939661152e-05
Position 5409: 2.647205313949694e-05
Position 4012: 2.6086540197474884e-05
Position 28186: 2.3852137991004384e-05
Position 1956: 2.373679433617017e-05
Position 28045: 2.306569321838018e-05
Position 6131: 1.9822181744226664e-05
Position 3945: 1.8796251223191888e-05
Position 13374: 1.6529059280268462e-05
Position 29135: 1.582121888527716e-05
Position 5142: 1.4967575550496183e-05
Position 2041: 1.3747855083855336e-05
Position 26142: 1.3592773235428484e-05
Position 5503: 1.354863957078957e-05
Position 4182: 1.0461223513114972e-05
Position 5486: 1.0230765655906977e-05
Position 25860: 1.0083451221714615e-05
Position 219: 9.73488803448872e-06
Position 5248: 9.642403611731813e-06
Position 4275: 8.171649120446825e-06
Position 5095: 6.757563876295767e-06
Position 3389: 6.490217950770297e-06
Position 358: 5.588762168602013e-06
Position 947: 4.378764738572895e-06
Position 3274: 4.112749837852311e-06
Position 3106: 3.873744565995039e-06
Position 980: 3.730519104706974e-06
Position 632: 3.3213486434577025e-06
Position 2725: 3.294897957026327e-06
Position 3461: 3.2102865671270427e-06
Position 2668: 2.952372272023451e-06
Position 713: 2.9343754798827188e-06
Position 240: 2.3069970687811508e-06
Position 7028: 2.112319051391339e-06
Position 754: 2.060958583243228e-06
Position 1608: 1.9743115752421015e-06
Position 7645: 1.9368543362040854e-06
Position 27895: 1.910636187974454e-06
Position 1354: 1.888779628738907e-06
Position 4007: 1.812747089839417e-06
Position 821: 1.811881506380912e-06
Position 1384: 1.7741971556705727e-06
Position 733: 1.7624947789425859e-06
Position 905: 1.6015899298787239e-06
Position 3408: 1.5064079704788633e-06
Position 3312: 1.4367851798811225e-06
Position 1117: 1.4312527645179193e-06
Position 4496: 1.1997192070635777e-06
Position 899: 1.1255308474614153e-06
Position 193: 1.0594030342473823e-06
Position 1053: 1.0311791060488962e-06
Position 730: 9.048027134643338e-07
Position 599: 8.428542138392788e-07
Position 3893: 7.673838190334324e-07
Position 489: 6.039490878675818e-07
Position 1381: 5.234184620044978e-07
Position 2268: 5.197119178539024e-07
Position 1430: 4.813796495225888e-07
Position 566: 4.343928995335785e-07
Position 6536: 4.0802465510621367e-07
Position 667: 3.840182712671678e-07
Position 151: 3.144459115934597e-07
Position 250: 2.9871847203914704e-07
Position 1944: 2.6665284168148746e-07
Position 3662: 2.660067020715475e-07
Position 2053: 2.5606562160716056e-07
Position 233: 2.0738537965470718e-07
Position 228: 1.8770376011857154e-07
Position 167: 1.0776587909453905e-07
Position 1879: 7.109781520656842e-08
Position 67: 6.589662078250607e-08
Position 370: 6.315450597738714e-08
Position 27935: 5.5453270725129925e-08
Position 736: 3.64167735030131e-08
Position 1433: 3.081974612272318e-08
Position 771: 1.5165597418283496e-08
Position 698: 1.3641175983348561e-08
Position 977: 1.0769524069895622e-08
Position 830: 7.1159527547793334e-09
Position 247: 6.444276794448201e-09
Position 244: 6.155048770329169e-09
Position 557: 5.358919968497633e-09
Position 797: 3.883196704039314e-09
Position 63: 3.4418945981295277e-09
Position 695: 3.0858072048204745e-09
Position 133: 1.879842389505153e-09
Position 27977: 1.4754471373750064e-09
Position 27968: 3.6357756077235543e-10
Position 3350: 3.0764047214602266e-10
Position 3765: 2.946850620017171e-10
Position 491: 2.744116257421006e-10
Position 3112: 2.5969308564033664e-10
Position 3620: 2.1385269768964913e-10
Position 3651: 1.31514286291523e-10
Position 3223: 1.227348679095395e-10
Position 2218: 7.267450603502187e-11
Position 2252: 6.617583491211267e-11
Position 2120: 6.036401165137213e-11
Position 2192: 3.9807685959726306e-11
Position 184: 2.1773260442750786e-11
Position 2572: 2.086470815806975e-11
Position 1199: 1.0349922614499296e-11
Position 124: 8.778418448111775e-12
Position 141: 2.561542680410634e-12
Position 169: 1.3452528645609296e-12
Position 55: 8.617907401750897e-13
