Gene = Uvrag
Position 152: 7.172393310575394e-05
Position 1367: 6.939884971855255e-05
Position 786: 6.9205830031448e-05
Position 459: 6.590343181068906e-05
Position 1804: 6.572466205171943e-05
Position 1182: 6.296754357189577e-05
Position 2704: 6.146190853086469e-05
Position 2089: 5.4290590486484175e-05
Position 770: 4.211880290261051e-05
Position 64: 3.8038739602331884e-05
Position 2760: 3.549456048865242e-05
Position 1008: 3.384566303952871e-05
Position 1048: 3.31002861766739e-05
Position 2052: 3.175834467530548e-05
Position 387: 2.8912701090788513e-05
Position 2565: 2.6845549857958317e-05
Position 336: 2.347816484722335e-05
Position 2008: 2.296877214261657e-05
Position 2530: 2.2141309995929524e-05
Position 444: 2.1299155966006874e-05
Position 359: 1.890762412630158e-05
Position 1566: 1.881287067766462e-05
Position 972: 1.8659363266661623e-05
Position 1338: 1.8366895927464243e-05
Position 942: 1.770674982920936e-05
Position 1014: 1.2743924071781522e-05
Position 1058: 1.1059544642001679e-05
Position 1350: 1.050014116640314e-05
Position 2593: 9.440014570247255e-06
Position 1607: 9.186378819509285e-06
Position 2670: 7.989884209717471e-06
Position 2044: 7.701410663851738e-06
Position 777: 7.636534389322089e-06
Position 2579: 6.938119802216455e-06
Position 366: 6.818095305481255e-06
Position 2441: 6.671650616651484e-06
Position 375: 6.380990612877236e-06
Position 1662: 5.535144672610253e-06
Position 202: 5.4138462409578864e-06
Position 1083: 4.237788154575833e-06
Position 393: 3.9650569277151115e-06
Position 1434: 3.601320008120419e-06
Position 1371: 3.5959528969416416e-06
Position 2569: 3.0619294751381563e-06
Position 1794: 3.006268546247946e-06
Position 243: 2.914635755670508e-06
Position 1257: 2.801705245331444e-06
Position 1847: 2.676831909161116e-06
Position 792: 2.6229311561439446e-06
Position 930: 2.568366294402347e-06
Position 2236: 2.3552289141669015e-06
Position 2120: 2.3455160651495174e-06
Position 2642: 2.2582079846645947e-06
Position 1862: 2.156357082998575e-06
Position 544: 2.065399125587403e-06
Position 1828: 1.9433636509942303e-06
Position 2509: 1.8760226341500992e-06
Position 2135: 1.6176507025850671e-06
Position 276: 1.5299733933077678e-06
Position 2251: 1.1451597819179687e-06
Position 1302: 1.0441709439469395e-06
Position 341: 1.0377486247582654e-06
Position 1390: 8.630638766887381e-07
Position 289: 8.448720564392352e-07
Position 1185: 8.254725962116784e-07
Position 945: 7.863347187179397e-07
Position 2254: 7.472225822372645e-07
Position 488: 5.875207571324171e-07
Position 1533: 4.377503082025832e-07
Position 1813: 4.3506590751311675e-07
Position 210: 3.358589698882452e-07
Position 1560: 2.29145927915331e-07
Position 2654: 2.1273644551455815e-07
Position 485: 2.046925145280425e-07
Position 518: 1.771416057910544e-07
Position 1497: 1.7179401339505244e-07
Position 468: 1.677654399537958e-07
Position 189: 1.432018432087389e-07
Position 525: 4.5531930700826754e-08
Position 507: 1.795197032985695e-08
Position 346: 1.0859001135242515e-08
Position 273: 7.394871673163739e-09
Position 420: 6.463314321474382e-09
Position 1569: 5.845242357201374e-09
Position 285: 1.813467569278583e-09
Position 258: 1.5230353079553187e-09
Position 402: 9.520298831067632e-10
Position 513: 1.3084275965117592e-10
Position 846: 1.2737359556535498e-10
Position 490: 1.1904674885857015e-10
Position 547: 1.7841279148498773e-12
