Gene = Aps
Position 2884: 0.00020807253912345924
Position 2160: 0.00020370354609937583
Position 615: 0.00019794435191091257
Position 3227: 0.00018332938551056456
Position 3634: 0.00017732806781419724
Position 1312: 0.00016969249883872596
Position 3097: 0.00016695122172632934
Position 2438: 0.00014412655257214422
Position 3156: 0.00014294185240223612
Position 1284: 0.00013802656415481688
Position 3664: 0.00011478055826058631
Position 1320: 9.639038254094588e-05
Position 2185: 9.233374625871744e-05
Position 2188: 8.940086904103199e-05
Position 2890: 8.09605082898139e-05
Position 2947: 6.35351784282033e-05
Position 3742: 6.288603093469351e-05
Position 527: 6.254152204316093e-05
Position 1299: 5.7838144489639834e-05
Position 2287: 5.030470791410131e-05
Position 3295: 4.577974219437078e-05
Position 4340: 4.058610216412949e-05
Position 2388: 4.045889557719229e-05
Position 3256: 3.663436096698491e-05
Position 1226: 3.405060670165156e-05
Position 331: 3.303030563409544e-05
Position 779: 3.2801843957426805e-05
Position 2254: 3.166355675723275e-05
Position 2969: 3.159367426319371e-05
Position 795: 2.943399877846874e-05
Position 2123: 2.882286734348187e-05
Position 2531: 2.2714637745847932e-05
Position 978: 2.2243852101311996e-05
Position 3148: 2.1069246416812723e-05
Position 3364: 2.0478338269624564e-05
Position 3760: 1.9995438430201365e-05
Position 2994: 1.8483755880009567e-05
Position 3807: 1.7490147695498247e-05
Position 1577: 1.6011885802592063e-05
Position 1473: 1.2470881031986245e-05
Position 110: 1.1263008702758897e-05
Position 2740: 1.1090636821710398e-05
Position 369: 1.1014734559083126e-05
Position 2586: 1.0940397114151902e-05
Position 524: 1.0873137036295476e-05
Position 3291: 1.0826085936669892e-05
Position 3171: 9.211939224426478e-06
Position 3008: 8.97211941840535e-06
Position 1042: 8.783842586735034e-06
Position 884: 5.879916971119279e-06
Position 898: 5.7275301336317465e-06
Position 1503: 5.6397471427072e-06
Position 2568: 5.447336465988564e-06
Position 3501: 5.430636237606289e-06
Position 1552: 4.962751934309689e-06
Position 1966: 4.891870901086734e-06
Position 1466: 4.663545677903953e-06
Position 1441: 4.291003397689477e-06
Position 1450: 3.8337993034793945e-06
Position 4254: 2.6871721160877792e-06
Position 1615: 2.4771142931632313e-06
Position 845: 1.857844743717286e-06
Position 1053: 1.782608470567453e-06
Position 1332: 1.239972447892843e-06
Position 2866: 8.827284403268389e-07
Position 841: 7.729826383948516e-07
Position 1128: 6.587326027493567e-07
Position 1068: 6.119097836807877e-07
Position 915: 5.94928139557496e-07
Position 2565: 3.4881664190182445e-07
Position 1039: 1.8287403772272523e-07
Position 1104: 1.31910180576438e-07
Position 861: 1.2685076352538612e-07
Position 344: 1.1439986217204001e-07
Position 1084: 1.0831131271885483e-07
Position 375: 1.0416635575169012e-07
Position 299: 3.811019717125127e-08
Position 382: 3.2060242387406415e-08
Position 388: 2.1250018384440677e-08
Position 857: 1.4112095632107632e-08
Position 254: 1.1236331990529408e-08
Position 937: 1.0379941866080252e-08
Position 1060: 1.0127101233560406e-08
Position 907: 9.88793693555676e-09
Position 2812: 7.404896377570328e-09
Position 2857: 6.9382161842174825e-09
Position 1065: 6.7977730959821e-09
Position 1075: 5.825246193826362e-09
Position 1150: 5.7270003265132015e-09
Position 260: 5.1611876624618135e-09
Position 1178: 3.5808350642352724e-09
Position 2899: 6.335393353958038e-10
Position 783: 6.080239375796206e-10
Position 2806: 2.581843257026413e-10
Position 3022: 2.5005303798030135e-10
Position 308: 2.4674326201585983e-11
Position 426: 1.1664395514581904e-11
Position 404: 8.46001402036307e-12
Position 302: 2.3616370646260193e-12
Position 55: 2.2998184212008205e-12
Position 64: 2.108607463339294e-12
Position 132: 1.2748363626248604e-12
Position 60: 9.51392312830798e-13
Position 311: 8.989301397089191e-13
Position 412: 5.026544615111031e-13
Position 410: 3.4531032438534614e-13
Position 51: 2.5490284517226454e-13
Position 408: 1.9596779543946072e-13
Position 414: 1.4124668329267484e-13
Position 392: 1.112672121253212e-13
Position 243: 6.986967731011055e-14
Position 306: 6.448620368431494e-14
Position 77: 4.368757661858658e-14
Position 419: 5.0652078719628747e-17
