Gene = Shab
Position 40: 1.4776775593313692e-15
Position 1769: 1.2916656434320967e-15
Position 1677: 1.079720568883913e-15
Position 953: 9.445557379288075e-16
Position 290: 8.421935588491974e-16
Position 848: 6.240133957219234e-16
Position 735: 4.519828505251599e-16
Position 766: 2.4753933561326855e-16
Position 134: 2.4423388978915066e-16
Position 158: 1.7354668735557797e-16
Position 58: 1.3844833333007496e-16
Position 132: 1.3815023643668866e-16
Position 1119: 1.280420014831528e-16
Position 210: 1.2115837448798571e-16
Position 979: 1.208266533178408e-16
Position 83: 1.1961200879807397e-16
Position 617: 9.656550827027063e-17
Position 729: 6.819263223791769e-17
Position 85: 5.2140472171699864e-17
Position 455: 5.0701188059059214e-17
Position 546: 3.3242865825477845e-17
Position 590: 2.9504744843710595e-17
Position 129: 2.924059577239318e-17
Position 436: 2.445846812310074e-17
Position 118: 4.213245403310914e-18
Position 72: 2.531388382280211e-18
Position 1555: 1.7220406158371115e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 29057: 0.988679507893661
Position 25484: 0.010526021855840836
Position 22428: 0.0007904099597091583
Position 12790: 0.00010045240573405659
Position 12595: 8.69182811342349e-05
Position 2891: 3.571572397593285e-05
Position 3095: 1.3287471977776322e-05
Position 1139: 1.1589994379162474e-05
Position 11397: 1.0811704433556951e-05
Position 3159: 3.7303055462864548e-06
Position 19543: 3.694407716792358e-06
Position 2451: 2.5912413728478084e-06
Position 2811: 2.1648377224481413e-06
Position 3098: 2.1165544918173126e-06
Position 2226: 2.088217532199759e-06
Position 1884: 1.2800201975302023e-06
Position 2645: 9.19786099293047e-07
Position 1727: 7.958522411332848e-07
Position 2656: 5.74981131356765e-07
Position 1489: 4.3069570507066414e-07
Position 3016: 3.7236328375932843e-07
Position 3052: 3.3746556304935075e-07
Position 3115: 2.9776345851584247e-07
Position 2409: 2.3194139457025802e-07
Position 429: 2.1852610951955525e-07
Position 1023: 2.1397948332208398e-07
Position 2054: 1.8847755425985234e-07
Position 1143: 1.6191699737957732e-07
Position 16135: 1.5195367296831146e-07
Position 2383: 1.1603477778396285e-07
Position 2608: 1.1256692612665696e-07
Position 2908: 1.1131526394752786e-07
Position 13229: 9.920115949417576e-08
Position 14458: 2.6227400813738e-08
Position 15308: 2.5174914131706554e-08
Position 15372: 1.7395226327575332e-08
Position 13357: 7.956073814556697e-09
Position 14437: 7.675370229003265e-09
Position 13623: 7.4266246487711285e-09
Position 12143: 5.977061298646627e-09
Position 13238: 4.51819506516061e-09
Position 552: 3.414628461504144e-09
Position 2818: 3.09907523447125e-09
Position 13264: 1.9158733618557235e-09
Position 9621: 5.571615064006774e-10
Position 13160: 5.37923343819888e-10
Position 9552: 4.795222698465196e-10
Position 8985: 4.632689575779744e-10
Position 10715: 1.9766347325374624e-10
Position 8599: 8.683814769669508e-11
Position 6791: 2.787804670745895e-11
Position 9989: 2.1534598083656976e-11
Position 8946: 2.143642378932381e-11
Position 9591: 1.6149194746623125e-11
Position 7467: 1.3978226730098696e-11
Position 5363: 8.420040198011617e-12
Position 6290: 3.2036347345737723e-12
Position 7633: 2.8744756696264425e-12
Position 3386: 2.3146871737599683e-12
Position 854: 1.9812710125440727e-12
Position 7949: 1.7348257806025958e-12
Position 5390: 1.5839434920463107e-12
Position 5007: 1.54780082995605e-12
Position 895: 1.449081321677872e-12
Position 7565: 1.2997603461138297e-12
Position 3623: 1.2689914913658971e-12
Position 4157: 1.261362720225935e-12
Position 7973: 8.346095698863344e-13
Position 691: 8.105833896700936e-13
Position 6519: 7.086477623279149e-13
Position 1957: 5.785897408125444e-13
Position 1920: 5.644847463329753e-13
Position 4075: 5.50733632737079e-13
Position 1648: 5.323531555253258e-13
Position 1935: 4.62123084894247e-13
Position 6340: 3.6561613436438337e-13
Position 1196: 3.3193065190470706e-13
Position 3412: 2.790771907420275e-13
Position 3928: 2.4724919209702053e-13
Position 1003: 2.332760357371139e-13
Position 5401: 2.1336895804542564e-13
Position 989: 1.590138166893094e-13
Position 4056: 1.5870281601593728e-13
Position 3345: 1.4275279093383308e-13
Position 3701: 9.89727870214781e-14
Position 449: 9.165770948162433e-14
Position 495: 9.061956653959695e-14
Position 347: 8.850144426680287e-14
Position 4404: 6.694353849894592e-14
Position 1607: 5.854649793084497e-14
Position 3328: 5.6110730520242964e-14
Position 186: 5.2779755871456217e-14
Position 953: 5.176448446038436e-14
Position 729: 5.042949416991734e-14
Position 2615: 4.49595238910615e-14
Position 3682: 3.338337428158716e-14
Position 1189: 3.033894340261972e-14
Position 5839: 2.794421413868742e-14
Position 3521: 2.4933251198575995e-14
Position 527: 2.4268902338462386e-14
Position 444: 2.0905423591183624e-14
Position 1738: 2.083730005290829e-14
Position 608: 1.7008977858735787e-14
Position 1466: 1.6982195663058322e-14
Position 661: 1.4869319395276314e-14
Position 1047: 1.474259202764986e-14
Position 1702: 1.450011743991922e-14
Position 3313: 1.4246307219250842e-14
Position 378: 1.4027383024391823e-14
Position 569: 1.2971318118535347e-14
Position 649: 1.2188221157263796e-14
Position 3429: 1.2029088371137945e-14
Position 283: 1.1985002864431303e-14
Position 4123: 8.828635353311351e-15
Position 1111: 7.791852830314651e-15
Position 498: 5.946845972164482e-15
Position 3285: 5.243913913866637e-15
Position 779: 4.950291137657445e-15
Position 811: 4.869947434019367e-15
Position 170: 4.85867687039294e-15
Position 3454: 3.1049620842441516e-15
Position 574: 2.5854400371809374e-15
Position 766: 2.230245927686414e-15
Position 786: 1.841666770974023e-15
Position 374: 1.6108850953950508e-15
Position 2489: 1.4739026426175567e-15
Position 384: 1.2556626652847828e-15
Position 1273: 1.1330893800840724e-15
Position 668: 9.332161591431881e-16
Position 1071: 7.27027145516294e-16
Position 388: 7.260465956000564e-16
Position 246: 6.442807378750798e-16
Position 1147: 2.987341416542235e-16
Position 678: 2.9857186687020712e-16
Position 492: 2.9302332789483683e-16
Position 2467: 2.491416427151439e-16
Position 757: 1.6222724010724918e-17
Position 739: 1.5285404465974983e-17
Position 775: 7.31983632646443e-18
Position 308: 5.230804887996036e-18
Position 287: 1.042979727052484e-19
Position 518: 8.685887547238952e-20
Position 748: 8.591866951947457e-20
Position 316: 5.978933237963516e-21
Position 305: 5.253398981920886e-21
Position 362: 5.175497723251096e-21
Position 204: 3.8796225269988605e-21
Position 81: 2.715629135130944e-21
Position 250: 6.18555587877657e-22
Position 243: 5.365276968274511e-22
Position 358: 4.584547970984867e-22
Position 258: 2.886853206760855e-22
Position 268: 2.545976357060899e-22
Position 261: 2.327678918493686e-22
