Gene = TBCD
Position 654: 1.8848718824161012e-05
Position 3975: 1.8411407853211375e-05
Position 3230: 1.5548169105123097e-05
Position 717: 1.5161823274702899e-05
Position 3045: 1.3623154622902352e-05
Position 3155: 1.2649362755390903e-05
Position 2667: 1.2415209251704469e-05
Position 3384: 1.177844580881735e-05
Position 668: 1.019690533097454e-05
Position 489: 9.571821852971029e-06
Position 98: 9.053332602792899e-06
Position 2843: 8.52614841211113e-06
Position 9: 7.895495137895037e-06
Position 2764: 7.62212444950311e-06
Position 287: 7.143935717457164e-06
Position 118: 6.205521235909033e-06
Position 3997: 5.44372150554946e-06
Position 3408: 5.118612988632659e-06
Position 781: 4.534138124824667e-06
Position 3246: 4.4400205865514445e-06
Position 1224: 4.121133384392703e-06
Position 3722: 4.080747263195346e-06
Position 2875: 3.977648400616778e-06
Position 2777: 3.6487943214809527e-06
Position 649: 3.6071410405511177e-06
Position 2948: 3.1320449678987354e-06
Position 149: 2.8832460210412862e-06
Position 3607: 2.520530238952472e-06
Position 1656: 2.1550286472493593e-06
Position 2630: 2.144679495399548e-06
Position 11: 2.05092343010473e-06
Position 2237: 1.8035189894973626e-06
Position 3886: 1.6951484868140692e-06
Position 3994: 1.6233751022312786e-06
Position 2929: 9.309960106978028e-07
Position 2031: 7.804146556044463e-07
Position 2639: 7.369696897698622e-07
Position 2791: 4.6477351786404264e-07
Position 1971: 4.3370082259548273e-07
Position 1955: 4.011287352337572e-07
Position 2692: 3.495030901996397e-07
Position 1087: 2.4602661457734336e-07
Position 3504: 2.1345985371304608e-07
Position 1326: 7.601921798312317e-08
Position 848: 4.6199803050918774e-08
Position 1227: 2.977765987634757e-08
Position 3057: 2.8101907963758183e-08
Position 131: 8.856867492574865e-09
Position 141: 5.87319527765104e-09
Position 2999: 4.451372337682995e-09
Position 3190: 2.9441614689495224e-09
Position 3367: 2.7714023254435145e-09
Position 2857: 1.4115017247526317e-09
Position 84: 1.3271635985974467e-09
Position 1117: 6.345034682435678e-12
Position 3641: 8.178148742522073e-13
Position 2585: 5.684415486005e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2810: 0.989332953735923
Position 3329: 0.989062942101104
Position 2323: 0.8839151116114039
Position 1128: 0.8788111579154995
Position 1955: 0.3610241953329509
Position 2479: 0.19093117292219272
Position 2154: 0.12491203381090929
Position 649: 0.055658108682624795
Position 1505: 0.05474057298353652
Position 1869: 0.050862947467372424
Position 1662: 0.022413034401228864
Position 3019: 0.018160960777948768
Position 2571: 0.01704546670208081
Position 2209: 0.016635514680673626
Position 1440: 0.01578910738684082
Position 1160: 0.013848850866377655
Position 781: 0.011861596687919855
Position 2981: 0.011846494241376487
Position 4082: 0.010432801522770646
Position 1173: 0.00981193692210407
Position 668: 0.008812784586569691
Position 2334: 0.00856585604042968
Position 1016: 0.006477370973661203
Position 1117: 0.006194665804865127
Position 1906: 0.005092152150586136
Position 3534: 0.00411715122475094
Position 2862: 0.003605682455280939
Position 3686: 0.003445283092787018
Position 2485: 0.0032327794512693065
Position 3463: 0.002709615932387569
Position 2620: 0.0024311205043387003
Position 606: 0.0022430494853472693
Position 2617: 0.0021939623282479443
Position 4031: 0.0017827309896642392
Position 2585: 0.0016677120395607262
Position 2206: 0.0014982695872603634
Position 2431: 0.0014716060678001538
Position 2842: 0.0014108392562056388
Position 2037: 0.001408463338317607
Position 1880: 0.0013477669775573793
Position 601: 0.0012354834046566629
Position 1816: 0.0011934877992072837
Position 1832: 0.001142796598863859
Position 1594: 0.00112469545658792
Position 3053: 0.0010624594329436265
Position 509: 0.0010367528264586393
Position 1874: 0.0009986725258608667
Position 126: 0.0009890657595294319
Position 3335: 0.0007859475401316708
Position 710: 0.0007239945064095503
Position 1712: 0.0006870603407760333
Position 944: 0.0006614642781437658
Position 674: 0.0005839143382745885
Position 833: 0.0005829292483141754
Position 123: 0.0005469734047812556
Position 739: 0.0005329086801334564
Position 3346: 0.0005200282593888311
Position 3547: 0.0005167847504593094
Position 4007: 0.00048634494325876655
Position 2073: 0.0004702365974404532
Position 3629: 0.0004437447907723434
Position 742: 0.0003479864790723988
Position 2438: 0.0003170742626024262
Position 3620: 0.0002994445594778619
Position 767: 0.00024835186715527403
Position 3662: 0.0002471640056575269
Position 2338: 0.00023716567500892523
Position 3088: 0.0002133796249165461
Position 1792: 0.00017585741423008168
Position 332: 0.0001735974851627243
Position 1619: 0.0001708827562559926
Position 989: 0.00016374180925106952
Position 962: 0.00016183161729542076
Position 533: 0.00014689440815429365
Position 485: 0.0001388212532365482
Position 1346: 0.00013587708699904354
Position 968: 0.00013080877271560558
Position 3669: 0.00012480342282028743
Position 147: 0.00012085924865477383
Position 791: 0.00011771061644310478
Position 3498: 0.00011447470358480709
Position 2983: 0.00011291318317281311
Position 896: 0.00011250796263796009
Position 1054: 0.00010945643793081794
Position 292: 0.00010922792232966679
Position 1176: 0.00010629590909051417
Position 2791: 9.69008849991114e-05
Position 359: 9.641979607422133e-05
Position 259: 9.361629649445966e-05
Position 1676: 9.028329595093543e-05
Position 1349: 8.974689990838647e-05
Position 2873: 8.579511088232885e-05
Position 2094: 8.239986589920667e-05
Position 1040: 8.175128191871362e-05
Position 1923: 7.707623600043877e-05
Position 399: 7.180062162693248e-05
Position 2658: 5.652859788519733e-05
Position 3404: 5.0452191435019025e-05
Position 1704: 4.682901686516323e-05
Position 299: 4.5251766411100624e-05
Position 1687: 4.4584863680961024e-05
Position 429: 4.427149197405512e-05
Position 3894: 4.051406646064319e-05
Position 443: 3.9847041060136275e-05
Position 305: 3.9017102060854955e-05
Position 3246: 3.560122562453396e-05
Position 879: 3.3870288992098954e-05
Position 1566: 3.2788965913699134e-05
Position 521: 3.1619029241405816e-05
Position 269: 3.079849009846313e-05
Position 3994: 2.8538365059105168e-05
Position 455: 2.7154534660463273e-05
Position 3228: 2.7054273889950252e-05
Position 3413: 2.6150038109907884e-05
Position 912: 2.2584344598582433e-05
Position 1196: 2.2114479866716193e-05
Position 3914: 2.1084326286236714e-05
Position 3519: 2.0897932389529215e-05
Position 2875: 2.0832491760706012e-05
Position 1242: 1.859297936958915e-05
Position 281: 1.8132079906010152e-05
Position 263: 1.7453968906183276e-05
Position 683: 1.7133564620100362e-05
Position 806: 1.4936220649912586e-05
Position 272: 1.457608826756267e-05
Position 203: 1.4108488320655723e-05
Position 3031: 1.3466716709200644e-05
Position 372: 1.1596659833595933e-05
Position 2688: 1.1304939166751942e-05
Position 1245: 1.0372467272308535e-05
Position 524: 8.454538850014767e-06
Position 1314: 7.962241633681725e-06
Position 206: 7.68882450222018e-06
Position 1838: 7.470205727492841e-06
Position 1453: 7.173506391992951e-06
Position 302: 5.234305458448713e-06
Position 4092: 5.1376818250867866e-06
Position 3875: 5.1253200776581266e-06
Position 155: 4.765849744537785e-06
Position 3569: 4.745618055531428e-06
Position 995: 3.824775453798352e-06
Position 2987: 2.391814386139801e-06
Position 1018: 2.2134427024254536e-06
Position 830: 2.1356510545218234e-06
Position 378: 1.3426250453399677e-06
Position 860: 1.286515908995781e-06
Position 1208: 1.014223605153324e-06
Position 2864: 9.744746536365823e-07
Position 368: 9.009968394161121e-07
Position 1185: 5.713354073673618e-07
Position 1268: 4.668719000461728e-07
Position 161: 4.1291139466233237e-07
Position 3759: 2.00501892651067e-07
Position 3729: 1.368757911837327e-07
Position 3818: 7.30155768839396e-08
Position 3563: 3.094331947581325e-08
Position 3290: 2.8186745796666314e-08
Position 407: 1.065067706225042e-08
Position 51: 4.034882512275158e-09
Position 387: 2.870838574649813e-09
Position 185: 2.7571346449231226e-10
Position 149: 3.299155909162128e-12
Position 215: 1.2521828967987988e-13
Position 335: 3.772585140324311e-14
