Gene = Tgi
Position 10121: 0.00026785798117195443
Position 543: 0.0002502113769641233
Position 5031: 0.0002466802261376423
Position 6657: 0.0002463325373309121
Position 15039: 0.0002453977161253847
Position 1323: 0.00024263685846547098
Position 406: 0.00023870234474860456
Position 2403: 0.0002347593210940876
Position 3100: 0.00022704500589622794
Position 14662: 0.00022558439916067405
Position 1349: 0.00021736417832106896
Position 6998: 0.00019770217045394467
Position 901: 0.00018208372773545727
Position 15059: 0.00016907722835863908
Position 7029: 0.00016785477506757817
Position 15358: 0.00015878930237013623
Position 4833: 0.00012776818090232174
Position 3759: 0.0001264563882407099
Position 15177: 0.00011533470775219545
Position 1177: 0.0001149769177046137
Position 807: 0.00011446377126859336
Position 3224: 0.00011095772034131207
Position 3167: 0.0001087977202479721
Position 4025: 0.00010810299821084217
Position 1417: 9.119907879788994e-05
Position 510: 8.80209114606067e-05
Position 14763: 8.730426969840615e-05
Position 14685: 8.36425717264132e-05
Position 2493: 6.760947049152425e-05
Position 15684: 6.68723302363455e-05
Position 685: 5.573694972599468e-05
Position 1139: 5.0898990968745044e-05
Position 507: 5.0834840400084316e-05
Position 1251: 3.596369180599546e-05
Position 801: 3.1513421870960835e-05
Position 15126: 3.075150172805819e-05
Position 804: 3.0205711302772118e-05
Position 1142: 3.019439634210264e-05
Position 2258: 2.6422246246573038e-05
Position 2022: 2.3510203978537542e-05
Position 993: 2.269896343857779e-05
Position 160: 2.1993554966845984e-05
Position 859: 2.077943145040233e-05
Position 413: 1.878764823511447e-05
Position 15389: 1.7849450592526722e-05
Position 14673: 1.5465874347985037e-05
Position 649: 1.4979959937626692e-05
Position 720: 1.1796784103241697e-05
Position 2855: 1.1469038644156263e-05
Position 1402: 1.0483614660648157e-05
Position 6077: 1.026167525840735e-05
Position 1257: 1.0003070193149188e-05
Position 6941: 9.975892303944172e-06
Position 14974: 9.686959955716763e-06
Position 363: 8.623006212522831e-06
Position 14682: 8.105230696950437e-06
Position 1976: 7.801431530144321e-06
Position 1238: 7.65267872037644e-06
Position 1716: 7.055766685358485e-06
Position 3339: 7.014732398598587e-06
Position 1523: 6.101840857073235e-06
Position 15648: 5.673734842030999e-06
Position 14616: 4.594841877802847e-06
Position 547: 4.396519837897048e-06
Position 1357: 4.140589451323165e-06
Position 14742: 4.0819347457037116e-06
Position 1235: 4.055828789103335e-06
Position 15084: 3.414485089912695e-06
Position 1020: 2.7759171034386994e-06
Position 1254: 2.50141488033373e-06
Position 1340: 2.4638342339872038e-06
Position 15612: 2.2672069914602143e-06
Position 2834: 2.1581791708969227e-06
Position 139: 1.9036249816789028e-06
Position 931: 1.6276409646205713e-06
Position 14562: 9.203080637988257e-07
Position 866: 8.277596931361698e-07
Position 125: 6.864420768150615e-07
Position 14706: 6.511260946242795e-07
Position 14559: 5.867003420338911e-07
Position 792: 2.557128086266459e-07
Position 823: 2.4645878517541844e-07
Position 551: 2.105133597897081e-07
Position 559: 9.033683816167963e-08
Position 2706: 6.496670753225168e-08
Position 192: 6.353339071167972e-08
Position 165: 6.335390019889131e-08
Position 2413: 2.6778815532081452e-08
Position 2307: 1.9768856171773326e-08
Position 960: 1.8948951310609325e-08
Position 968: 5.769045414684471e-09
Position 1152: 5.027606348699564e-09
Position 143: 4.437718890005647e-09
Position 171: 4.434454258599585e-09
Position 1134: 3.047919911048108e-09
Position 168: 1.3854807089696495e-11
Position 179: 1.3649741669920634e-11
Position 216: 3.731226364617372e-12
Position 1191: 1.10256548427733e-12
Position 183: 9.592178324071132e-13
Position 210: 8.24789545197144e-13
