Gene = kek2
Position 2748: 0.00022721145110574762
Position 3236: 0.0002235356307103091
Position 1776: 0.00020002545023735111
Position 767: 0.0001855587040820226
Position 1699: 0.00017957205744389477
Position 515: 0.00017320774823911732
Position 1197: 0.00016507453070925475
Position 2214: 0.0001186474486662912
Position 433: 0.00011311717087767518
Position 1654: 0.00011092211321828535
Position 5023: 9.375645179565857e-05
Position 3624: 8.739958617324022e-05
Position 689: 8.595533570581768e-05
Position 3726: 8.349519632904043e-05
Position 2272: 8.096234710811713e-05
Position 2169: 6.378372922620422e-05
Position 1514: 5.893502965927565e-05
Position 2268: 5.390910007076639e-05
Position 1348: 4.6971738688945896e-05
Position 3910: 4.4229501083422815e-05
Position 845: 3.939440342064602e-05
Position 951: 3.5079286680213904e-05
Position 2093: 3.491242895842829e-05
Position 2439: 3.1400428251547076e-05
Position 889: 2.9606156040072323e-05
Position 1615: 2.528637727939079e-05
Position 558: 2.4859093165904753e-05
Position 1709: 2.0440791197003124e-05
Position 787: 1.6615658121540926e-05
Position 1673: 1.4297567718742289e-05
Position 338: 1.3994095278189662e-05
Position 2646: 1.293030015983708e-05
Position 2209: 1.2354720446057281e-05
Position 1317: 9.47796545696247e-06
Position 2761: 9.257814023170705e-06
Position 1796: 9.228638167697513e-06
Position 1092: 8.38829208476288e-06
Position 240: 8.373394818921633e-06
Position 657: 8.20895442237369e-06
Position 719: 7.412429763875522e-06
Position 569: 7.049790899227565e-06
Position 1108: 4.288259402843257e-06
Position 538: 4.160050036102472e-06
Position 2722: 2.483734792181454e-06
Position 820: 1.2512191641575668e-06
Position 365: 3.8168565104813283e-07
Position 1421: 6.344244768890698e-08
Position 698: 3.8247723444894004e-08
Position 24576: 3.463968527594865e-08
Position 23301: 1.504689525963653e-08
Position 167: 7.950802691238415e-09
Position 23939: 7.655214255392696e-09
Position 354: 7.441258176215661e-09
Position 430: 6.5361130775910025e-09
Position 23988: 4.701061857629755e-09
Position 304: 4.250295283753003e-09
Position 704: 3.6696438047722193e-09
Position 798: 2.7659106978002276e-09
Position 1130: 2.0704233698700047e-09
Position 215: 2.0503146761197486e-09
Position 710: 1.8738083713290676e-09
Position 320: 1.443765932028214e-09
Position 597: 1.3946082459702603e-09
Position 196: 8.592639141536479e-10
Position 335: 6.259736053738849e-10
Position 1124: 5.223503358665106e-10
Position 547: 2.383028921920637e-10
Position 545: 3.710550539697584e-11
Position 466: 3.706725930860804e-11
Position 150: 7.878152467156134e-12
Position 185: 7.664603829440907e-12
Position 328: 7.310905401371972e-12
Position 14828: 2.345342399115831e-12
Position 9582: 1.0430470123364668e-12
Position 15842: 6.511151924072709e-13
Position 8810: 5.096668462604938e-13
Position 16453: 4.630871313082136e-13
Position 13374: 2.0881481735280857e-13
Position 8305: 1.308187922272097e-13
Position 14221: 1.2050963305461037e-13
Position 9793: 9.871824916409457e-14
Position 7357: 8.298428619445705e-14
Position 13571: 7.925772595459924e-14
Position 12785: 6.217313651274042e-14
Position 11266: 5.1605159835534165e-14
Position 9867: 3.51616134151471e-14
Position 10001: 2.5011213882614327e-14
Position 10072: 2.4159239695658352e-14
Position 10049: 2.2497676138853025e-14
Position 9855: 2.023616968588793e-14
Position 10934: 2.020535492439362e-14
Position 10352: 1.8075621060676136e-14
Position 13639: 1.5694152205932487e-14
Position 8913: 1.354751503290139e-14
Position 9511: 1.2311181299814411e-14
Position 9957: 1.143954045707277e-14
Position 9937: 8.890279323383234e-15
Position 8484: 8.230439795096502e-15
Position 10894: 5.954060772206962e-15
Position 9927: 5.695507450708541e-15
Position 11037: 5.470157868660627e-15
Position 10372: 5.287920367918976e-15
Position 9967: 3.3326175584032794e-15
Position 10845: 3.2429236437149984e-15
Position 9492: 1.846356197768471e-15
Position 8278: 8.204355073223677e-16
Position 8988: 5.332339211786108e-16
Position 7489: 2.04332760443795e-16
Position 6269: 1.3279785972348796e-16
Position 7308: 1.1257588249686758e-16
Position 7412: 7.450245257463617e-17
Position 7383: 6.412431230815456e-17
Position 7325: 5.590476303421611e-17
Position 7454: 4.989247581891811e-17
Position 6204: 1.1399931719772628e-17
Position 7284: 1.0268774158288545e-17
Position 7855: 9.662529614888632e-18
Position 7499: 6.42397602863518e-18
Position 7415: 5.927175514833698e-18
