Gene = SuUR
Position 461: 1.5639804240335606e-06
Position 1698: 1.3033435459993654e-06
Position 1953: 9.553651975430526e-07
Position 528: 4.935522690373979e-07
Position 198: 2.896129440583277e-07
Position 1366: 2.731370135268312e-07
Position 1129: 1.903859564111341e-07
Position 2619: 1.6645961811930153e-07
Position 2512: 1.566748805284758e-07
Position 1409: 1.390190351998105e-07
Position 1605: 1.309314243981152e-07
Position 862: 1.1985765837245626e-07
Position 1111: 2.9999877958486126e-08
Position 1084: 1.8204933538973846e-08
Position 1104: 1.6404074443012535e-08
Position 1087: 1.6079644775831038e-08
Position 1337: 7.1980487801690785e-09
Position 1613: 1.2436880376639653e-10
Position 1393: 3.736859690545661e-13
Position 1384: 2.5521631214762266e-13
Position 1378: 1.7825048909417101e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 838: 0.9899280941130708
Position 1104: 0.8604297787457942
Position 1369: 0.8469899004807566
Position 1078: 0.13515283596170033
Position 3338: 0.11670149726722982
Position 2666: 0.03781355612192253
Position 2825: 0.029518632989572392
Position 399: 0.029311339517338005
Position 2613: 0.027935428814489228
Position 3243: 0.01949942727318888
Position 127: 0.018002570453412872
Position 1527: 0.015160284862059274
Position 646: 0.009820034641484806
Position 860: 0.009726283180034549
Position 1951: 0.008669750303734094
Position 2421: 0.006835730268866693
Position 1569: 0.006265449316279769
Position 3142: 0.006013787489101754
Position 2227: 0.004525919490434621
Position 4017: 0.004250703817900303
Position 3973: 0.0038616150455190756
Position 1801: 0.0037911549748676945
Position 3080: 0.0036737331068356035
Position 2428: 0.002874864695998406
Position 1848: 0.0024285508826626385
Position 2619: 0.0019407405916242655
Position 2803: 0.0014934653873994654
Position 3698: 0.0013812122097031918
Position 1777: 0.0013592503058118314
Position 2793: 0.001354640678255107
Position 2224: 0.0010925623767937976
Position 3356: 0.001021026082001274
Position 2942: 0.0009120800447346425
Position 2230: 0.0008907392314772239
Position 3811: 0.0008530612654665374
Position 3888: 0.0008426504615240903
Position 2678: 0.0006895383659180467
Position 3976: 0.0006832519601736469
Position 2182: 0.0006664418227820265
Position 1665: 0.000642439719388882
Position 2194: 0.0006362223384904942
Position 3641: 0.0006128270864715517
Position 73: 0.0005317401573273852
Position 1409: 0.0005267934039949704
Position 1115: 0.0005124770643367665
Position 3624: 0.0005090692448773917
Position 2641: 0.0004990519670431946
Position 3260: 0.0004697709287858965
Position 3053: 0.000464334674935098
Position 2191: 0.0004380158758714725
Position 2031: 0.00042988418108362537
Position 1204: 0.0004204121809786263
Position 1827: 0.00041589040300178947
Position 2588: 0.0004139614068352213
Position 2865: 0.0003976196328359983
Position 3931: 0.0003840827976316758
Position 2273: 0.00035853280811575
Position 3197: 0.00030239492119963317
Position 1594: 0.00025968201178057214
Position 1544: 0.00023813675120501736
Position 3951: 0.0002352680581740552
Position 1695: 0.00023261717228973897
Position 2873: 0.0002202577827929152
Position 3832: 0.00021759598106919792
Position 167: 0.0002139877836388135
Position 3171: 0.000199669564337663
Position 1662: 0.00019775119179079678
Position 2279: 0.0001911493415209061
Position 1990: 0.0001900885933870034
Position 2434: 0.00017782963039772708
Position 1882: 0.0001754486188340441
Position 1705: 0.00017540352502755287
Position 706: 0.00015354816365693142
Position 3085: 0.00014408628001123352
Position 104: 0.00013791395134558147
Position 2249: 0.0001273000152831162
Position 3655: 0.00012430407389976946
Position 2140: 0.00011969073749029025
Position 3433: 0.00010290930160870393
Position 2888: 0.00010186705269023167
Position 3749: 9.928234924429401e-05
Position 2177: 9.922006867877403e-05
Position 1472: 9.704280126379107e-05
Position 3466: 9.171647389061657e-05
Position 1579: 9.096189695550012e-05
Position 2654: 9.041280763578696e-05
Position 158: 8.85064563710332e-05
Position 3050: 8.647891002137479e-05
Position 1477: 8.143523993594097e-05
Position 2468: 8.064660701222381e-05
Position 3471: 7.88914821805328e-05
Position 1922: 7.389340588890458e-05
Position 2201: 6.798076201183163e-05
Position 2241: 6.580962558952144e-05
Position 1735: 6.300346928923468e-05
Position 2737: 6.149037443261168e-05
Position 580: 5.943291219166743e-05
Position 2381: 5.477456411855133e-05
Position 2399: 5.3909574876885355e-05
Position 2478: 4.050383430612435e-05
Position 1899: 3.294060358969384e-05
Position 2628: 3.279145805987799e-05
Position 2327: 3.055521190242335e-05
Position 481: 2.947497322015783e-05
Position 2310: 2.4916114464717042e-05
Position 2357: 2.2172952932772232e-05
Position 965: 2.014515287853708e-05
Position 1677: 2.013563772008598e-05
Position 424: 1.7920684674483624e-05
Position 436: 1.5556813809506215e-05
Position 490: 1.314430383495008e-05
Position 538: 1.2988154542437781e-05
Position 449: 1.0835185200754989e-05
Position 1271: 5.542727273717335e-06
Position 2054: 3.914278311051659e-06
Position 606: 3.5994415841219154e-06
Position 1025: 3.272357154417094e-06
Position 881: 2.7087177809916512e-06
Position 2035: 2.4274125317587692e-06
Position 1234: 2.183117297029694e-06
Position 1212: 1.820002121464732e-06
Position 1257: 1.442880427819252e-06
Position 990: 1.3795470066171365e-06
Position 1972: 8.91685458769288e-07
Position 721: 8.8582705867519e-07
Position 1631: 8.376131853641359e-07
Position 766: 5.702951760278846e-07
Position 1850: 4.97109747646025e-07
Position 918: 4.5277256080318054e-07
Position 1254: 4.1873713497244473e-07
Position 1161: 3.722957467879729e-07
Position 185: 3.0170381324876216e-07
Position 281: 2.4784333951676307e-07
Position 908: 2.2989234991161924e-07
Position 2070: 2.298359740581671e-07
Position 1886: 2.0970626864334564e-07
Position 1500: 1.3876016107836744e-07
Position 1333: 1.313045170713864e-07
Position 565: 1.104667373215227e-07
Position 1215: 1.0285619766259116e-07
Position 1790: 9.560584301323664e-08
Position 1337: 6.58773291014714e-08
Position 1275: 6.311304688135583e-08
Position 1433: 5.0023400474692046e-08
Position 2088: 3.834638918864834e-08
Position 1169: 2.8204336489247064e-08
Position 1223: 2.5384712231029308e-08
Position 1227: 2.199252618830098e-08
Position 245: 2.1084973607777666e-08
Position 1242: 1.0942037504811726e-08
Position 454: 1.0183630750625488e-08
Position 1284: 7.150051755948618e-09
Position 1483: 3.1296478019109555e-09
Position 999: 2.8601159376998472e-09
Position 1287: 7.027561988405076e-10
Position 1323: 1.6792589936351998e-10
Position 1296: 8.345738327701884e-11
Position 1589: 8.040352802508066e-11
Position 1481: 7.722612196053245e-11
Position 893: 1.6003228531484975e-11
Position 468: 6.040731769907514e-12
Position 1306: 2.0755098147966167e-12
Position 492: 1.9985707460328725e-12
Position 567: 2.603276805938062e-13
