Gene = TrissinR
Position 32566: 0.00016010849002757297
Position 12040: 0.00015811537438543236
Position 28229: 0.00015229129310775233
Position 910: 0.0001516833263882838
Position 299: 0.00014898173744512324
Position 28321: 0.00014542695031414182
Position 10938: 0.0001413274742654533
Position 27324: 0.00012905404674786174
Position 32624: 0.00012520169273758848
Position 29259: 0.00012364098373540726
Position 29584: 0.00011916158948819973
Position 164: 0.00011873923289237093
Position 32539: 0.00011009786761004002
Position 3800: 0.0001055732622009177
Position 27019: 0.0001050123242471908
Position 27121: 0.00010308077831602712
Position 27322: 9.994457326899741e-05
Position 26970: 9.906388152317235e-05
Position 29865: 9.086176366217478e-05
Position 985: 8.863240334321403e-05
Position 2000: 8.741376645210712e-05
Position 27606: 8.027693388848414e-05
Position 10775: 7.735724994149525e-05
Position 3760: 7.604093561084712e-05
Position 879: 6.744225333758731e-05
Position 153: 6.499578467420628e-05
Position 27701: 6.28690835741861e-05
Position 141: 5.8223552930428624e-05
Position 27914: 5.527139304118821e-05
Position 989: 5.037678317205804e-05
Position 1090: 4.5847257026053086e-05
Position 10598: 4.545183619237136e-05
Position 6165: 4.418275751549291e-05
Position 288: 3.972501205162004e-05
Position 308: 3.601462709731155e-05
Position 30097: 3.435674904936874e-05
Position 27058: 3.291644096371961e-05
Position 5634: 3.2724126245134166e-05
Position 27704: 3.1552829918729854e-05
Position 507: 3.096369091552654e-05
Position 30168: 2.948828206450719e-05
Position 29249: 2.939551387047424e-05
Position 27707: 2.9188770897079078e-05
Position 6145: 2.900649358784246e-05
Position 144: 2.8526401742827103e-05
Position 767: 2.660910560830513e-05
Position 1670: 2.5140893606790798e-05
Position 849: 2.4874170740739387e-05
Position 540: 2.4168701632995254e-05
Position 786: 2.336096125460896e-05
Position 894: 1.7897963524474943e-05
Position 3089: 1.7625931854315105e-05
Position 868: 1.7096518769729675e-05
Position 115: 1.622616198048248e-05
Position 11133: 1.5716180371359108e-05
Position 27032: 1.4968220777381216e-05
Position 538: 1.3677082538083682e-05
Position 27535: 1.2158037668835598e-05
Position 1078: 1.149809989203513e-05
Position 291: 9.850619668265887e-06
Position 281: 9.213730340250924e-06
Position 32535: 8.92855745488146e-06
Position 5: 8.808353920563029e-06
Position 943: 8.286668613755936e-06
Position 28219: 7.874436782382718e-06
Position 2356: 7.341944949125526e-06
Position 213: 7.0387267703894306e-06
Position 688: 6.909618180554511e-06
Position 3190: 6.7894426713604795e-06
Position 2755: 6.578777348125273e-06
Position 1901: 6.135061144867349e-06
Position 3303: 6.038496348225242e-06
Position 1420: 3.620331678440055e-06
Position 27682: 3.5507967113205355e-06
Position 247: 3.5454044587324843e-06
Position 2954: 2.8964548076026375e-06
Position 27532: 2.3525850575328147e-06
Position 1627: 1.8717678551391237e-06
Position 26302: 1.7480356999153026e-06
Position 1738: 1.6420785232488246e-06
Position 147: 1.1404753810396603e-06
Position 1840: 1.0722810911632084e-06
Position 1486: 9.333480611947234e-07
Position 29172: 8.480613609705974e-07
Position 1905: 8.210747439180187e-07
Position 1516: 8.0741039955343e-07
Position 1653: 5.71738415698736e-07
Position 1367: 5.116901837829747e-07
Position 29175: 3.3650767632112753e-07
Position 2178: 3.19850566425424e-07
Position 26328: 2.383060982358088e-07
Position 109: 2.3454759803992888e-07
Position 1187: 2.1331190924822267e-07
Position 26624: 1.942908790316493e-07
Position 1991: 1.885606469873817e-07
Position 27877: 1.6725559756556545e-07
Position 1254: 1.5452958375860177e-07
Position 29088: 1.3039169274102597e-07
Position 29243: 8.38368448435135e-08
Position 7011: 2.7154576243691327e-08
Position 1476: 2.2206537928162557e-08
Position 1104: 1.85495242880114e-08
Position 13: 3.0701235768917844e-09
Position 1764: 3.5761435895082624e-11
Position 1323: 1.2471460644019248e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 27471: 0.990281873444726
Position 28988: 0.9884531820970962
Position 32399: 0.9452162737214844
Position 26095: 0.9181116565362957
Position 24337: 0.8928522301965278
Position 21300: 0.8548374955003724
Position 32094: 0.8346095411307977
Position 26826: 0.7051731484003476
Position 10219: 0.5664182456014065
Position 29342: 0.500283709018477
Position 28091: 0.29084536113906384
Position 21696: 0.23410674316773503
Position 26888: 0.15798701821149222
Position 8077: 0.1462260193597245
Position 783: 0.1105934503016373
Position 28701: 0.09569857216261668
Position 32205: 0.09137741110063753
Position 26502: 0.09126076200964255
Position 31327: 0.08432382410053348
Position 27645: 0.08138073982472052
Position 28740: 0.07446762652566244
Position 7705: 0.06085154766436199
Position 25504: 0.053350511108381335
Position 9215: 0.04145087440697785
Position 9203: 0.04038195200958592
Position 7717: 0.03822544662866452
Position 28424: 0.03221955368356387
Position 7701: 0.031361713986605234
Position 6853: 0.03044335818787488
Position 7864: 0.0303307556538868
Position 32705: 0.028714634552345332
Position 8324: 0.028698699780610126
Position 26916: 0.028327677634621937
Position 9342: 0.02565548648284424
Position 9025: 0.02416247407720186
Position 26467: 0.022787351178123905
Position 32366: 0.02015924508872979
Position 29645: 0.01945421505479988
Position 27090: 0.0191962034954663
Position 1141: 0.0186030735557328
Position 26860: 0.017391864251884215
Position 7466: 0.016954120732503155
Position 8557: 0.016450656494153493
Position 26780: 0.01532274158753211
Position 12364: 0.01516738644628979
Position 21425: 0.0148217516582561
Position 7663: 0.01454488378786892
Position 24030: 0.013654721358972697
Position 28879: 0.013649848618246502
Position 23574: 0.01288096135172754
Position 30255: 0.012814086342580872
Position 8003: 0.012726385605922132
Position 28630: 0.012287312045939008
Position 8650: 0.0121060741229724
Position 28159: 0.01175858717441849
Position 8098: 0.011706292249036023
Position 32378: 0.01103749861553699
Position 28169: 0.010276141350684121
Position 31371: 0.010196784291757667
Position 28037: 0.009091990976088066
Position 1104: 0.00888983344735446
Position 7391: 0.008817349235787997
Position 27900: 0.0087879218218751
Position 27946: 0.008340127756551812
Position 30494: 0.00809784465288457
Position 12187: 0.007844029094371985
Position 25896: 0.007808145955712525
Position 9803: 0.007697734984004954
Position 26450: 0.007594397915576753
Position 11571: 0.006839958866096068
Position 27777: 0.006529367009631517
Position 3842: 0.006474946686696553
Position 30707: 0.00637274723619259
Position 920: 0.005935191951102613
Position 26877: 0.005858254436868353
Position 213: 0.005830605981227988
Position 28141: 0.005501738475143488
Position 30201: 0.005494589486917789
Position 32444: 0.005397689079482514
Position 9387: 0.005108958571023174
Position 9527: 0.005097302692260291
Position 26577: 0.004968286438411188
Position 25709: 0.004681511404200217
Position 548: 0.0045567665511854795
Position 32543: 0.004432661164305636
Position 29944: 0.00400501088925019
Position 24792: 0.003915746247291673
Position 27679: 0.0038188307381159885
Position 27654: 0.003743478564446327
Position 786: 0.003699707090683056
Position 28121: 0.003588973137251159
Position 30425: 0.003290274529683098
Position 28381: 0.003236296368630364
Position 31401: 0.0031217639396452
Position 861: 0.002995162179924338
Position 10988: 0.0028626652244762023
Position 9258: 0.0027432730058669736
Position 288: 0.0026114468673782525
Position 8339: 0.0024424718656535136
Position 28517: 0.0023038627474187023
Position 29020: 0.0022412754908259923
Position 29868: 0.0022151341681632348
Position 28575: 0.002192802937548202
Position 2077: 0.0021176328658385583
Position 25806: 0.002111656639851101
Position 25322: 0.0019682896202894676
Position 26737: 0.0019638429318155678
Position 1131: 0.0018527282848757054
Position 7785: 0.0018433572853861888
Position 2138: 0.0018376325986430794
Position 8489: 0.001808134536938589
Position 32676: 0.001695310083870899
Position 32569: 0.0016562715482828822
Position 26521: 0.0016534130321144247
Position 1061: 0.0016405501305895235
Position 6910: 0.0016365159292817994
Position 29611: 0.0016116042881559247
Position 30211: 0.0015763340990114353
Position 31816: 0.001531380585950944
Position 31655: 0.0014988849002012805
Position 30624: 0.0014286226693128645
Position 30838: 0.0013477687744089116
Position 9481: 0.001329263408124475
Position 6718: 0.0012855003636439118
Position 29930: 0.0012685218732194092
Position 28452: 0.0012646776882271483
Position 28378: 0.0012579884239899068
Position 26638: 0.0012319951581312913
Position 32723: 0.0012140978813073883
Position 29671: 0.001182281048879388
Position 27749: 0.001116421368618658
Position 30224: 0.0010829294946002428
Position 32053: 0.0010595576810095756
Position 26473: 0.0010580769695167896
Position 29889: 0.0010290445380363392
Position 27121: 0.0010288681800797216
Position 30090: 0.0009775064281409478
Position 971: 0.0008763488481510058
Position 1218: 0.000870634759006193
Position 9460: 0.0008011001102293225
Position 29354: 0.0007939148809092218
Position 538: 0.0007749242151858297
Position 30573: 0.0007371376574822132
Position 27509: 0.0007031559793831033
Position 32698: 0.000667494238643344
Position 413: 0.0006159229228825884
Position 28063: 0.0005967576847249775
Position 9390: 0.0005932612908820785
Position 29924: 0.0005829057220224443
Position 30593: 0.0005674467820393344
Position 10901: 0.0005512966814088828
Position 29463: 0.000546285845575173
Position 30450: 0.0005375454129487625
Position 25366: 0.0005141375902650606
Position 1782: 0.0005087348885564275
Position 28430: 0.0004850984465646762
Position 8128: 0.00048476140059384087
Position 28433: 0.00045551340956377217
Position 26405: 0.00045239839606872064
Position 26507: 0.00044748995204750016
Position 10588: 0.0004392091744187279
Position 1328: 0.0004386484514698239
Position 299: 0.0004384841728796935
Position 1727: 0.0004282966760392259
Position 10502: 0.00040683364541179676
Position 1559: 0.0004012508300045678
Position 28953: 0.0003973824735793324
Position 32711: 0.00039403091421942767
Position 22711: 0.0003486808277167059
Position 22834: 0.0003453353564365707
Position 1078: 0.00030355890292154173
Position 4499: 0.0002889088032860563
Position 1031: 0.0002732417696973694
Position 24798: 0.00025257258746279006
Position 26231: 0.00024754306135490594
Position 3350: 0.00024142210588875884
Position 30608: 0.00022842755606889664
Position 29950: 0.0002183731846694442
Position 26619: 0.0002102244376866987
Position 32752: 0.00019357194935828837
Position 1193: 0.00015061884903977874
Position 1543: 0.00013110730340168124
Position 25536: 0.00012895029118670207
Position 1314: 0.00011146813501258875
Position 30896: 0.0001112146886527213
Position 29975: 0.0001062990571967214
Position 25045: 8.96128585987721e-05
Position 31846: 8.807535993482531e-05
Position 2218: 8.525406199073147e-05
Position 31790: 8.120055364673129e-05
Position 3035: 8.1160257427261e-05
Position 1245: 7.792947394985204e-05
Position 237: 7.446780909642785e-05
Position 32441: 7.09558142164673e-05
Position 1215: 6.94476810371831e-05
Position 27752: 6.372362941705525e-05
Position 178: 6.334758238922363e-05
Position 4079: 6.124252893062328e-05
Position 2242: 5.751015071091637e-05
Position 3883: 5.589064180222359e-05
Position 29690: 5.3270689920410884e-05
Position 27242: 4.8781948895645455e-05
Position 27540: 4.621726100273026e-05
Position 729: 4.447273786509602e-05
Position 3639: 4.3881240540948714e-05
Position 27200: 4.33710776197654e-05
Position 32501: 4.325056281718623e-05
Position 901: 4.1684377221956365e-05
Position 672: 3.979163152396117e-05
Position 6034: 3.929764981996969e-05
Position 30545: 3.826028754252899e-05
Position 27602: 3.624395553307686e-05
Position 2061: 3.468454088656739e-05
Position 6058: 3.389160128336571e-05
Position 1373: 2.973245330684105e-05
Position 3613: 2.9629209642597387e-05
Position 29527: 2.1250032347541026e-05
Position 28894: 2.0253355119299138e-05
Position 22100: 1.967291027470419e-05
Position 257: 1.806854739236903e-05
Position 3048: 1.7025193104227928e-05
Position 30109: 1.6681288576387868e-05
Position 3183: 1.6037794317116106e-05
Position 27131: 1.4728912228377447e-05
Position 31076: 1.3623270006999535e-05
Position 5582: 1.3273747076143774e-05
Position 27482: 1.303362936627776e-05
Position 32633: 1.2919062855512454e-05
Position 3516: 1.0873549491871115e-05
Position 3623: 9.800992411071897e-06
Position 29423: 9.552862399001508e-06
Position 3867: 9.291804404333528e-06
Position 5094: 8.953131480161333e-06
Position 1827: 8.12296345568511e-06
Position 3993: 6.456072968097553e-06
Position 5504: 5.790828973053085e-06
Position 5393: 4.706418715775977e-06
Position 27309: 4.66367261993589e-06
Position 29720: 4.084485530539537e-06
Position 10765: 4.060322638953288e-06
Position 27782: 3.3133946437617076e-06
Position 3400: 3.291792966697544e-06
Position 30155: 3.1624515189317615e-06
Position 30064: 2.6415380844723434e-06
Position 29675: 1.4759379172049387e-06
Position 2815: 1.2385373525309915e-06
Position 941: 8.604190790663477e-07
Position 219: 6.664977233947149e-07
Position 126: 6.212593894284114e-07
Position 274: 6.212098779489942e-07
Position 948: 4.6537398238700605e-07
Position 2168: 4.576843794909058e-07
Position 181: 4.47221059689484e-07
Position 2081: 4.080359349980441e-07
Position 1015: 2.646878336081779e-07
Position 2288: 2.6374011483793094e-07
Position 27144: 2.2699758920464874e-07
Position 2049: 2.086887741135806e-07
Position 10646: 1.4864282134325796e-07
Position 153: 1.4817725857131658e-07
Position 682: 1.324283200304355e-07
Position 27795: 1.287498394095025e-07
Position 1204: 3.6314140883495123e-08
Position 2836: 3.292754165640582e-08
Position 1183: 1.2201661991365237e-08
Position 736: 8.599274067433457e-09
Position 1991: 7.457345849498325e-09
Position 1406: 5.6087053112813914e-09
Position 247: 2.011674459379424e-09
Position 1197: 8.534460815934563e-10
Position 263: 6.330603517703567e-10
Position 74: 2.436856660701772e-10
Position 57: 2.0835393814600723e-11
