Gene = snsl
Position 1521: 0.1561419328052851
Position 898: 0.13583325205972177
Position 2116: 0.1037844415936487
Position 1552: 0.08512255565270788
Position 2384: 0.055809855286672067
Position 1095: 0.05522262061139372
Position 2670: 0.04319286679573523
Position 1046: 0.03167968342322201
Position 2690: 0.025423046903578248
Position 1589: 0.022390225275322
Position 1542: 0.017626473052693985
Position 1187: 0.013598209476575215
Position 474: 0.013152257602691666
Position 2442: 0.011961686590386135
Position 178: 0.01047221762448562
Position 1127: 0.009180746557735722
Position 1984: 0.008674040150508149
Position 1621: 0.007677259530759221
Position 1562: 0.0074784094614789584
Position 1574: 0.007061376401959813
Position 673: 0.005772747547928965
Position 315: 0.005664170908199559
Position 2281: 0.005517142226975331
Position 1529: 0.005471083843695467
Position 2822: 0.004785969078572963
Position 1112: 0.00435807790686944
Position 318: 0.0038870115882678104
Position 1839: 0.0036195524829407506
Position 743: 0.003368880677965154
Position 2340: 0.0033454867860426667
Position 2446: 0.0032442109083882895
Position 2366: 0.0029121669963335308
Position 2482: 0.002760794668008469
Position 1332: 0.0023473764136090884
Position 2209: 0.0021875601691059127
Position 1468: 0.0021050828044935086
Position 434: 0.0020331288711990725
Position 103: 0.0018661583409879078
Position 2272: 0.0017336293767086057
Position 197: 0.0015487357044217348
Position 766: 0.0014976680790723565
Position 268: 0.0014339375865957912
Position 2619: 0.001315440003283861
Position 1498: 0.0012535686573189174
Position 496: 0.0012360783129806876
Position 2311: 0.000952588110924557
Position 850: 0.0009452049542532883
Position 2308: 0.0006971229217454814
Position 1646: 0.0005488342875754084
Position 1010: 0.0005462145071688759
Position 2412: 0.0004542057490534549
Position 2298: 0.0004441908832156356
Position 2748: 0.0004239766092818763
Position 2604: 0.000379943591280342
Position 2387: 0.00037449709411692406
Position 2422: 0.0003616696200139025
Position 2212: 0.00035137215529417636
Position 1704: 0.00033167927807013813
Position 1492: 0.00032735334915330144
Position 1606: 0.000278864803014977
Position 1303: 0.00027131597011710026
Position 438: 0.00026632149364724935
Position 276: 0.000222376165859119
Position 974: 0.00021793197622521304
Position 1868: 0.00020689184467591096
Position 2317: 0.00020438414947088223
Position 2701: 0.00018808021732271034
Position 2288: 0.00016747980100682134
Position 1481: 0.00015628491829636952
Position 2230: 0.00015299392082391316
Position 2262: 0.00014667388305760354
Position 2885: 0.00012471465329131544
Position 167: 0.00011208598188141398
Position 1797: 9.157265355219826e-05
Position 573: 8.861398326179679e-05
Position 1381: 8.488405818153231e-05
Position 596: 8.217583416816951e-05
Position 1416: 6.650505262732002e-05
Position 2008: 5.585819318665899e-05
Position 337: 4.016882000050521e-05
Position 2224: 3.9624090919884454e-05
Position 770: 3.725457656860438e-05
Position 2014: 3.10102325500325e-05
Position 569: 3.0868439732087904e-05
Position 2182: 2.752327060345826e-05
Position 2629: 2.7522316033685737e-05
Position 2556: 2.500890897732255e-05
Position 601: 2.3615589205435456e-05
Position 2011: 2.2881357892461482e-05
Position 2253: 2.2356790158297514e-05
Position 606: 2.004728621598891e-05
Position 352: 1.6537210433414506e-05
Position 829: 1.0179036154118458e-05
Position 201: 9.891259050733237e-06
Position 296: 9.08461447288505e-06
Position 813: 8.469375547477132e-06
Position 772: 5.3586588446233e-06
Position 817: 1.6426830805361572e-06
Position 500: 1.0665058545891092e-06
Position 875: 1.875611263637849e-07
Position 481: 1.002163744897923e-07
Position 383: 7.673339684945448e-08
Position 291: 8.935270616554738e-10
Position 334: 4.4918515298252867e-10
Position 364: 1.5347369844716856e-10
Position 369: 7.661349655184552e-11
Position 341: 4.954661644263521e-11
Position 154: 1.847410501485043e-11
Position 152: 4.875735536291686e-12
Position 64: 1.0108025032251078e-13
