Gene = mu2
Position 3396: 2.718882966849124e-07
Position 276: 2.5713737861091293e-07
Position 2889: 2.2534326899770245e-07
Position 2906: 2.1420512782022662e-07
Position 2140: 1.9146661536338747e-07
Position 3842: 1.7618912215690497e-07
Position 3211: 1.7032125117936546e-07
Position 2072: 1.5320180497888914e-07
Position 324: 1.4112214718054196e-07
Position 1960: 1.2793879759610743e-07
Position 240: 1.1238657749528691e-07
Position 3313: 9.529553559066702e-08
Position 2066: 7.994458285078909e-08
Position 2098: 7.985429080578835e-08
Position 3401: 7.552771437560621e-08
Position 3151: 5.315073115016715e-08
Position 2857: 4.334314051111582e-08
Position 43: 3.946630971729596e-08
Position 3825: 2.5929914966418453e-08
Position 3817: 2.50038818840208e-08
Position 3: 1.4490093877500556e-08
Position 2300: 9.234793429106004e-09
Position 3617: 8.161265755504069e-09
Position 1774: 3.857478044446491e-09
Position 2137: 3.851708793391336e-09
Position 3808: 1.7810796967036306e-09
Position 2437: 1.684004188260051e-09
Position 2419: 1.2234610697034583e-09
Position 194: 3.514904630445476e-10
Position 450: 9.805133481547148e-11
Position 4278: 7.518413640130777e-11
Position 1952: 8.172779166222514e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3653: 0.9974269667159272
Position 3752: 0.9891052619804266
Position 2093: 0.9838171716797877
Position 455: 0.9817728355391363
Position 2269: 0.9699399667631697
Position 2422: 0.9610859113047571
Position 194: 0.9578255106869592
Position 990: 0.9505824175670112
Position 3919: 0.7611436839670024
Position 1883: 0.7511069716687422
Position 4278: 0.28288453285794063
Position 1946: 0.1455253578159677
Position 1901: 0.08266101364994209
Position 1617: 0.036795235852023635
Position 2873: 0.02904316908631345
Position 2470: 0.024508445223624345
Position 3951: 0.020301808796590794
Position 3424: 0.01955516403001912
Position 815: 0.016583859658218958
Position 4546: 0.015067117031910292
Position 4291: 0.013262929846096711
Position 2102: 0.01216408255343713
Position 3472: 0.01118678382252904
Position 3437: 0.010544498080948213
Position 1596: 0.008831094035368343
Position 2433: 0.00881053536588397
Position 857: 0.00781592563561452
Position 1724: 0.007566242989150516
Position 1671: 0.006773621199987233
Position 1566: 0.006239223464605962
Position 1140: 0.0057828278241418875
Position 4254: 0.0048265220717255315
Position 4024: 0.004299054717638379
Position 3377: 0.004088409545627497
Position 3326: 0.0036388220981342805
Position 741: 0.0035964535417467524
Position 1587: 0.0034022543679432513
Position 3485: 0.003020780913272603
Position 2280: 0.0027813986513846164
Position 2473: 0.0027431309961120165
Position 423: 0.0024234473087972885
Position 1629: 0.0019672328609448135
Position 1458: 0.0017365642625184047
Position 1680: 0.0016041687233149114
Position 3039: 0.0015499779981537904
Position 4406: 0.0014526143038586898
Position 1711: 0.0012640536863803183
Position 4003: 0.0012416568343886036
Position 520: 0.0012349195087139446
Position 3396: 0.0012198865702000232
Position 1647: 0.0010127872519282305
Position 219: 0.0009739603131968573
Position 3359: 0.0009468160345004884
Position 680: 0.0009289615674636945
Position 2672: 0.0008631242255595073
Position 1192: 0.0008170797403143255
Position 2134: 0.0008118067089053395
Position 1703: 0.0007835632984706685
Position 3379: 0.0006964390091176552
Position 788: 0.0005640619238859192
Position 1919: 0.0005380578204412795
Position 2017: 0.00049106831500744
Position 2996: 0.0004668405266423276
Position 4651: 0.0004615414048519262
Position 2587: 0.0004513720522030462
Position 3442: 0.00041014870112267824
Position 287: 0.0004037784465047829
Position 3002: 0.0003026766209434709
Position 203: 0.000297006265095667
Position 237: 0.0002861883404164863
Position 1469: 0.0002814496298458076
Position 4472: 0.00026879138071479004
Position 3236: 0.00025658455749353264
Position 3802: 0.0002536257046468406
Position 3332: 0.00025027162527553094
Position 2285: 0.0002394824137037253
Position 1781: 0.00023569805046490513
Position 2119: 0.000229023741973372
Position 2779: 0.00022538634460646207
Position 3775: 0.00022427933486725426
Position 3164: 0.00022158326937529786
Position 3286: 0.0002215116243632571
Position 714: 0.00020741446743146745
Position 4059: 0.00019781781248965849
Position 1144: 0.000180458878536607
Position 542: 0.00014792917251212225
Position 491: 0.00014614917121121457
Position 3043: 0.00014336965299962168
Position 4336: 0.00014061583936967383
Position 2205: 0.0001394938307991006
Position 1810: 0.00013739102762215627
Position 579: 0.00013340886124750754
Position 1069: 0.00013296442532805856
Position 3022: 0.0001314580465059336
Position 1763: 0.000130824002855232
Position 2721: 0.00012875914107820025
Position 466: 0.00012478262571678786
Position 2845: 0.0001235681305982877
Position 897: 0.00011787520368797814
Position 1827: 0.00011713116923425221
Position 3514: 0.00011456591425454266
Position 2920: 0.00011188746480079015
Position 4502: 0.00011096467709631119
Position 1445: 0.00010706837811091866
Position 2985: 0.00010658777923505318
Position 2066: 0.00010326270546098393
Position 765: 0.00010192435085990479
Position 564: 0.00010016392695987105
Position 1604: 9.909108062009895e-05
Position 1195: 9.750586897677313e-05
Position 4056: 8.73797516217597e-05
Position 4236: 8.363301418724723e-05
Position 3230: 8.211212685056937e-05
Position 2973: 7.890268889295459e-05
Position 469: 7.266382081523871e-05
Position 753: 7.091064007303721e-05
Position 2558: 6.639765965726296e-05
Position 3063: 6.629732132173804e-05
Position 1333: 6.391621930588013e-05
Position 2570: 6.135417628528213e-05
Position 290: 6.121402502344386e-05
Position 1265: 6.0371022028899885e-05
Position 1359: 5.28675594422779e-05
Position 3337: 5.0108400454263095e-05
Position 622: 4.965169084376039e-05
Position 2620: 4.948510252344086e-05
Position 793: 4.6152878210067874e-05
Position 2889: 4.367490685124256e-05
Position 4084: 4.2799455319068224e-05
Position 3199: 3.850009950858015e-05
Position 2038: 3.80608563694324e-05
Position 4439: 3.795238829694354e-05
Position 2599: 3.4185029934558486e-05
Position 923: 3.377488327035024e-05
Position 2035: 3.342859261247376e-05
Position 3090: 3.213766400825475e-05
Position 3830: 3.1521954698815004e-05
Position 2215: 2.8604408856192828e-05
Position 4304: 2.7601425202311625e-05
Position 1734: 2.4555860186306205e-05
Position 4222: 2.4180806816220057e-05
Position 3771: 2.3334935429463043e-05
Position 1042: 2.2732456042616405e-05
Position 3453: 2.2712419274154277e-05
Position 2676: 2.2690616919453346e-05
Position 3263: 2.0946801549889866e-05
Position 2061: 1.98310015020575e-05
Position 106: 1.9242800380533836e-05
Position 3975: 1.9029640196197565e-05
Position 2137: 1.8806204586083073e-05
Position 4580: 1.85812555187359e-05
Position 2291: 1.7747652253291733e-05
Position 1428: 1.7410232975477344e-05
Position 4227: 1.7189137737062533e-05
Position 3049: 1.7184368123720628e-05
Position 3256: 1.6925397983698512e-05
Position 4097: 1.615198295534956e-05
Position 1396: 1.6095443809096306e-05
Position 2949: 1.5714858612806256e-05
Position 2109: 1.5051840262495725e-05
Position 2738: 1.4712527108365708e-05
Position 1689: 1.4568559590193085e-05
Position 3673: 1.4517491372273924e-05
Position 2023: 1.44363114695943e-05
Position 749: 1.4396869371907516e-05
Position 3107: 1.4356919580332366e-05
Position 1213: 1.3893183791589504e-05
Position 3142: 1.3820235573013162e-05
Position 2916: 1.3545972391179182e-05
Position 1283: 1.2387238940248992e-05
Position 4080: 1.2269610184798536e-05
Position 3781: 1.2251194475444714e-05
Position 3148: 1.156542279386958e-05
Position 3940: 1.1196758552594865e-05
Position 2906: 1.0514953892097982e-05
Position 606: 9.697546473542203e-06
Position 3806: 9.21106672560654e-06
Position 1818: 8.526837877341169e-06
Position 3669: 7.511979100285338e-06
Position 3693: 6.8451351292914875e-06
Position 909: 6.806539187438125e-06
Position 1337: 5.907791941942279e-06
Position 2821: 5.772465681549923e-06
Position 4586: 5.748525941944233e-06
Position 4363: 5.62095844960627e-06
Position 1842: 5.29941046955836e-06
Position 4192: 4.7669786497410795e-06
Position 3175: 4.725745508257209e-06
Position 269: 4.593839465850772e-06
Position 1514: 4.151684637734579e-06
Position 2644: 4.116819519035274e-06
Position 1343: 4.06961471094896e-06
Position 3094: 3.928256972889212e-06
Position 1542: 3.865173685592518e-06
Position 2732: 3.7600763022762907e-06
Position 2709: 3.5836359525951455e-06
Position 1832: 3.5694858297418217e-06
Position 640: 3.382541275227803e-06
Position 4198: 3.2581620859575724e-06
Position 583: 3.0925798592220193e-06
Position 77: 3.080075034230063e-06
Position 3902: 3.02007190427461e-06
Position 1506: 2.8489937407762696e-06
Position 4064: 2.5251773136228874e-06
Position 2244: 2.219074320481015e-06
Position 599: 2.1933633101726776e-06
Position 2128: 2.0699841661653553e-06
Position 769: 2.066613209524413e-06
Position 3850: 1.4800848672426803e-06
Position 3993: 1.3676792845066137e-06
Position 2347: 8.608826676870138e-07
Position 317: 5.653411237581979e-07
Position 1984: 5.515964853925429e-07
Position 1971: 5.427084281525761e-07
Position 3219: 5.083491182039609e-07
Position 932: 3.936947992612722e-07
Position 384: 2.800610158638833e-07
Position 2591: 2.654429573253042e-07
Position 335: 2.5051963867615173e-07
Position 2611: 2.3748930806979803e-07
Position 2682: 2.053253126314259e-07
Position 2698: 1.8429270803628424e-07
Position 109: 1.7536986904320788e-07
Position 2497: 1.4497072401969938e-07
Position 293: 1.389268327955237e-07
Position 3859: 1.1911159894808558e-07
Position 2685: 1.1730852929886756e-07
Position 102: 1.0395367505828398e-07
Position 2603: 8.547031378213378e-08
Position 2750: 7.904167920006167e-08
Position 2488: 7.468566640256915e-08
Position 2512: 6.03583296791776e-08
Position 367: 5.496574591272199e-08
Position 2232: 5.404137301918737e-08
Position 2394: 4.577542170586079e-08
Position 123: 3.040574967581367e-08
Position 2694: 2.81422307290609e-08
Position 2298: 2.0472115428544974e-08
Position 642: 1.6859012255130026e-08
Position 2506: 1.6102007813359526e-08
Position 2503: 1.511758950213595e-08
Position 2484: 7.351994054205247e-09
Position 2318: 4.654145934786757e-09
Position 362: 4.427599817253304e-09
Position 136: 3.8205302023524925e-09
Position 2327: 3.6088230778138845e-09
Position 374: 2.0443845146588065e-09
Position 381: 9.770553289009502e-10
Position 372: 5.372136884018063e-11
Position 395: 2.9982585092923435e-13
