Gene = Eip78C
Position 4993: 1.75413002231911e-14
Position 15234: 1.4980687370740397e-14
Position 15575: 1.2961520399071332e-14
Position 4884: 1.0292642172307925e-14
Position 5111: 4.759098351463996e-15
Position 5249: 2.9949183682980536e-15
Position 5057: 2.602836062801079e-15
Position 5114: 2.537240430523737e-15
Position 5021: 2.396235494049011e-15
Position 11131: 2.276355210340744e-15
Position 4925: 8.39329441329542e-16
Position 5143: 3.755633038641408e-16
Position 4899: 2.086285448095947e-16
Position 5123: 1.920042808319259e-16
Position 5350: 1.517550967807157e-16
Position 10022: 1.396765065698203e-16
Position 4817: 1.1742426448156445e-16
Position 4806: 4.353034170442773e-17
Position 10476: 1.2572848021460483e-17
Position 4888: 3.1836332027493928e-18
Position 8249: 2.1381543033674816e-19
Position 6067: 2.0818066565496737e-19
Position 6081: 7.134914055165209e-20
Position 4619: 5.267927566463867e-20
Position 4626: 1.454090558926428e-20
Position 5991: 1.3031494986159862e-20
Position 6645: 7.455875448852281e-21
Position 6178: 5.290066463546146e-24
Position 5969: 4.874448476020977e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 36386: 0.999942305715241
Position 37102: 0.9998623286448096
Position 4270: 0.9974921131436016
Position 37436: 0.7840283609018546
Position 4559: 0.7522893721342098
Position 4576: 0.24493527316085875
Position 39422: 0.1111750024550098
Position 38917: 0.08682957157117142
Position 37891: 0.05347063640944488
Position 39075: 0.02159481697687109
Position 39369: 0.02108944217708919
Position 39436: 0.020261571454259036
Position 38086: 0.008967122179451014
Position 38735: 0.00868758632862287
Position 39126: 0.005857697673016231
Position 37725: 0.002044907869482704
Position 39884: 0.0017322752375694055
Position 38565: 0.0016863685841482531
Position 38197: 0.0010479374392657111
Position 3445: 0.0009171971328819181
Position 38300: 0.0007243189512608853
Position 4583: 0.0006704808925047143
Position 4586: 0.0005869565693510821
Position 3620: 0.0005485209523396802
Position 3825: 0.0002988347225289586
Position 546: 0.0002903211413246971
Position 502: 0.0002021013215238801
Position 1229: 0.00017892863403980703
Position 648: 0.000157906910627036
Position 3496: 0.00013904784841326003
Position 3839: 0.0001318339673858109
Position 1175: 0.000116898427594902
Position 3359: 0.00010951940845779575
Position 2812: 9.451403415646652e-05
Position 812: 7.944986657016386e-05
Position 1325: 6.335981261551096e-05
Position 34805: 5.7518014934589414e-05
Position 785: 5.378916583879355e-05
Position 4002: 4.95058474378632e-05
Position 1351: 4.644429843723675e-05
Position 747: 4.5729616682754235e-05
Position 2036: 4.4086165369591946e-05
Position 3364: 3.5650464092132304e-05
Position 882: 3.265749450671247e-05
Position 3798: 3.086308816087863e-05
Position 2048: 2.7754683168457263e-05
Position 3938: 2.722209964486126e-05
Position 1380: 2.2043419375054824e-05
Position 654: 2.107382531703919e-05
Position 2798: 2.0829606791161388e-05
Position 3593: 1.8782242098347856e-05
Position 2661: 1.7364515746192168e-05
Position 1201: 1.7156866675296443e-05
Position 605: 1.5898662108677576e-05
Position 4765: 1.5127736473793279e-05
Position 1905: 1.27048979925278e-05
Position 1689: 1.2038092203900653e-05
Position 1213: 1.119745103532571e-05
Position 591: 1.0843669317104222e-05
Position 1400: 1.0120363149223115e-05
Position 1591: 9.710511481088452e-06
Position 2636: 9.449322932190334e-06
Position 394: 9.091845643280633e-06
Position 773: 8.603230644537791e-06
Position 2130: 8.573374522071356e-06
Position 554: 8.270660100837544e-06
Position 956: 5.609205354746839e-06
Position 809: 4.913508330505064e-06
Position 625: 4.692178045285926e-06
Position 1573: 4.515432333104877e-06
Position 103: 3.85419298972909e-06
Position 2450: 3.724498955718569e-06
Position 1397: 3.34360729272894e-06
Position 1403: 2.7398447730005346e-06
Position 725: 2.5599080190239933e-06
Position 574: 2.557627990083087e-06
Position 2253: 2.2943832078896867e-06
Position 1531: 2.109159908970367e-06
Position 409: 1.997010733090535e-06
Position 1615: 1.9446811459422597e-06
Position 4839: 1.8603225865668518e-06
Position 959: 1.6323399146543035e-06
Position 1528: 1.6095977550133922e-06
Position 1576: 1.605220683635211e-06
Position 1406: 1.569732716555452e-06
Position 1368: 1.5536469627226092e-06
Position 564: 1.3986324909000087e-06
Position 2256: 1.3057783239526612e-06
Position 454: 1.1544484400714875e-06
Position 1427: 1.1427984801250975e-06
Position 938: 1.0959793063904833e-06
Position 312: 1.0531471041440285e-06
Position 1191: 1.0304517904573844e-06
Position 439: 9.941625554096228e-07
Position 1365: 8.456858821336401e-07
Position 1436: 8.218044810873599e-07
Position 733: 6.72193279932518e-07
Position 1226: 5.251112657461993e-07
Position 1143: 4.842463072334503e-07
Position 1442: 3.285529891261638e-07
Position 157: 3.153077336766077e-07
Position 1384: 2.627163758429271e-07
Position 4878: 2.37456851786116e-07
Position 1359: 2.3697891887862038e-07
Position 681: 2.2494884419546474e-07
Position 1570: 2.0209707037370517e-07
Position 31484: 1.7573943558518812e-07
Position 669: 1.6007385594171634e-07
Position 1472: 1.5463477056406192e-07
Position 1749: 1.2964766640993684e-07
Position 896: 1.1043987760242651e-07
Position 1555: 1.0655151936020518e-07
Position 1699: 8.747269656612126e-08
Position 260: 6.539128030857786e-08
Position 1250: 6.50149937906197e-08
Position 1253: 5.909436959627709e-08
Position 962: 5.0625412067389436e-08
Position 4857: 4.8844979882639157e-08
Position 4785: 4.292724748307163e-08
Position 953: 3.8776680217719874e-08
Position 4655: 1.6797074778741112e-09
Position 4633: 4.1926445796333794e-10
Position 25569: 3.8755355459366007e-10
Position 4619: 3.7124785393493366e-10
Position 22126: 8.57111340973701e-11
Position 4725: 4.131563057190761e-11
Position 24697: 3.907855273481036e-11
Position 22790: 3.457524349838578e-11
Position 4670: 2.5570019409185392e-11
Position 22323: 1.7683303629660898e-11
Position 5094: 3.337955752125176e-12
Position 20810: 2.6305369546050123e-12
Position 5374: 2.588320859140415e-12
Position 5287: 1.4753049115893917e-12
Position 1019: 1.3551143212952638e-12
Position 1311: 9.322559136859934e-13
Position 2224: 7.86318712041597e-13
Position 416: 5.654539870320994e-13
Position 19745: 4.314651688415807e-13
Position 176: 3.1782374644559324e-13
Position 5149: 3.1744907342728146e-13
Position 5325: 2.978896891163306e-13
Position 5176: 2.7451427712169323e-13
Position 272: 1.9221105226682783e-13
Position 341: 1.6950691663744907e-13
Position 324: 1.4359029695182772e-13
Position 17095: 1.3778518717456295e-13
Position 5398: 1.1225021804738363e-13
Position 977: 1.066475232529036e-13
Position 1034: 9.487574957805037e-14
Position 5035: 9.336871575014723e-14
Position 235: 8.913171579410531e-14
Position 15411: 8.06502382663482e-14
Position 980: 7.572426574210102e-14
Position 264: 7.056768201827606e-14
Position 749: 6.357255693702439e-14
Position 224: 6.183996755002262e-14
Position 5222: 4.631857443512381e-14
Position 992: 3.992962766784176e-14
Position 241: 3.747545174180763e-14
Position 974: 3.582732695826676e-14
Position 664: 3.303404643520449e-14
Position 17293: 3.2466384212858256e-14
Position 16302: 3.1953934175685746e-14
Position 1010: 2.1549995045511466e-14
Position 15162: 1.1649927987484974e-14
Position 1031: 1.1522040792653155e-14
Position 15141: 1.1233407651143508e-14
Position 247: 1.0869918904017232e-14
Position 5101: 1.0822528260294484e-14
Position 338: 1.0405586731412425e-14
Position 18059: 9.444877770092883e-15
Position 377: 6.18935242945824e-15
Position 5338: 5.63307121098183e-15
Position 15115: 4.302738628901591e-15
Position 138: 3.620041623759207e-15
Position 198: 3.342693511904864e-15
Position 16666: 2.4140170129460554e-15
Position 13604: 2.14268354408546e-15
Position 14837: 1.3993396415808688e-15
Position 4993: 1.372282688718591e-15
Position 10725: 1.3520032277730392e-15
Position 15307: 1.3294540077543337e-15
Position 4899: 1.2304856447765944e-15
Position 5114: 1.0012987286269075e-15
Position 13309: 9.643371898747042e-16
Position 15792: 6.374557483431454e-16
Position 4790: 5.825710998003515e-16
Position 11678: 5.347219149263246e-16
Position 11942: 5.140414474591087e-16
Position 4956: 2.893160276749132e-16
Position 4919: 2.3424398488197197e-16
Position 10223: 1.8156567396359545e-16
Position 10077: 1.747572905671077e-16
Position 10344: 1.7293864196589766e-16
Position 13558: 1.4366100377578926e-16
Position 9884: 1.378294547118126e-16
Position 10698: 1.369846589877895e-16
Position 11026: 1.2852738915138997e-16
Position 5006: 1.2061723533801337e-16
Position 13513: 1.1090074602191773e-16
Position 10261: 8.778334614049546e-17
Position 9962: 8.613043507559208e-17
Position 10659: 7.704863309134202e-17
Position 13287: 7.645930974681272e-17
Position 4931: 7.183695764770561e-17
Position 12829: 6.59765151961849e-17
Position 13741: 6.365322082397144e-17
Position 11616: 6.213465436027269e-17
Position 279: 5.902195837913327e-17
Position 4888: 5.4727378667609655e-17
Position 11329: 3.7554430640486047e-17
Position 9768: 2.962431342293784e-17
Position 4923: 2.8193989029382465e-17
Position 12928: 2.4219863528012312e-17
Position 11439: 2.3316585580438555e-17
Position 4934: 8.657396599556167e-18
Position 4869: 5.581427949022644e-18
Position 11662: 4.31866018642097e-18
Position 11401: 3.3005622009434654e-18
Position 8710: 3.232567098284092e-18
Position 4965: 1.998328471498846e-18
Position 345: 1.9153940965882152e-18
Position 8799: 1.8127206530305885e-18
Position 8646: 1.106057689606003e-18
Position 6123: 8.139270809618595e-19
Position 7455: 7.430763704954618e-19
Position 9136: 6.899438466849127e-19
Position 9454: 6.560605326212768e-19
Position 7499: 5.189532510555092e-19
Position 6730: 5.099008718379358e-19
Position 6424: 3.8439855674526825e-19
Position 7937: 3.7087635292104895e-19
Position 8309: 3.5770596991003306e-19
Position 6258: 3.187631780984401e-19
Position 8530: 3.043952961638598e-19
Position 7868: 2.344134737083509e-19
Position 6334: 1.779014064488324e-19
Position 6639: 1.4113334850454895e-19
Position 5867: 1.270366926410464e-19
Position 6966: 1.0782242494715455e-19
Position 5688: 9.64555885804218e-20
Position 8554: 8.869034307158853e-20
Position 8366: 8.272924990096881e-20
Position 6141: 5.545495554977737e-20
Position 7679: 3.26322999788018e-20
Position 6876: 3.1281877306412595e-20
Position 5991: 2.4596159073112023e-20
Position 7354: 2.0671786062469458e-20
Position 7464: 1.9728379376148876e-20
Position 7063: 1.7871533211693585e-20
Position 7213: 1.75427255115225e-20
Position 7311: 1.6358230096065163e-20
Position 6279: 1.5358008762606423e-20
Position 5766: 1.3421165463877028e-20
Position 6127: 1.3201530997229294e-20
Position 6889: 1.2334549252055952e-20
Position 5582: 1.109924202934138e-20
Position 6147: 1.0484478448232362e-20
Position 5547: 5.6933817720549124e-21
Position 6177: 4.3411041276044765e-21
Position 5245: 4.843794958949596e-23
Position 5236: 5.9742433865737006e-24
Position 5405: 5.294645394351661e-25
