Gene = mbm
Position 1016: 1.7872589774787532e-06
Position 400: 1.6639604459604505e-06
Position 1764: 7.195296903906001e-07
Position 286: 4.758233851865107e-07
Position 460: 4.11958182143045e-07
Position 1121: 3.787936761800441e-07
Position 288: 3.280190701269632e-07
Position 995: 2.001594373211374e-07
Position 123: 6.236054843928526e-08
Position 281: 2.749218442805437e-08
Position 237: 1.5646397734157447e-08
Position 130: 8.955595646251754e-09
Position 360: 6.1825540531427685e-09
Position 178: 5.529994411426321e-09
Position 363: 5.4651949977481924e-09
Position 330: 3.2807933432434407e-09
Position 175: 1.429611701327129e-09
Position 328: 7.559166724643286e-10
Position 169: 6.843160443499087e-10
Position 348: 4.459421262322579e-10
Position 402: 4.151302243950593e-10
Position 205: 3.7563898940097276e-10
Position 260: 2.8358791387603264e-10
Position 252: 5.7341510264905785e-11
Position 199: 9.385552479415635e-12
Position 183: 4.275994586387672e-13
Position 193: 3.8061285239358287e-13
Position 125: 3.071267102153713e-13
Position 195: 2.472142539431965e-16
