Gene = Marf1
Position 5147: 0.000906441593366075
Position 4979: 0.0008228660604285105
Position 732: 0.0007682892008855109
Position 2990: 0.0006275947455047388
Position 2509: 0.0005318524981411364
Position 2390: 0.0005304500817669735
Position 2242: 0.0004675917817548037
Position 520: 0.00040365028564539186
Position 620: 0.0004006432777561345
Position 5252: 0.0003990055028792353
Position 6490: 0.00030097766603433886
Position 1248: 0.00024883861104188954
Position 4175: 0.0002000951894442171
Position 975: 0.0001518684779310003
Position 1970: 0.00010933541951540333
Position 1919: 0.00010707497201029933
Position 13743: 6.748599208668771e-05
Position 335: 6.64160744476675e-05
Position 1685: 6.550879111212616e-05
Position 222: 4.6145529892943576e-05
Position 17184: 3.975047680674564e-05
Position 18703: 3.6161017236846283e-05
Position 5667: 3.494635798347727e-05
Position 5837: 3.2015388052597296e-05
Position 348: 2.7608659802160672e-05
Position 3767: 2.633727151259646e-05
Position 1764: 2.5538844748522938e-05
Position 5557: 1.7695203966441334e-05
Position 2479: 1.741288641572859e-05
Position 1218: 1.7389687900917987e-05
Position 2519: 1.6979918016545825e-05
Position 629: 1.1767427135525736e-05
Position 457: 1.1656502070389197e-05
Position 646: 1.0392089167395626e-05
Position 4982: 9.419245626736562e-06
Position 4731: 9.26015783269068e-06
Position 18439: 8.855565002261417e-06
Position 1682: 7.927925728998702e-06
Position 17156: 4.632939589608369e-06
Position 1173: 2.8705958416465205e-06
Position 17162: 1.6539057698641265e-06
Position 1443: 1.4719213244642826e-06
Position 1103: 1.1637242671942075e-06
Position 227: 6.772519776460716e-07
Position 14770: 6.74806075993215e-07
Position 15984: 5.05316392681434e-07
Position 14881: 4.7593966258742593e-07
Position 15857: 4.079021750101776e-07
Position 14831: 3.48281293220653e-07
Position 14910: 2.399916069864905e-07
Position 69: 5.390119372610867e-08
Position 1576: 5.2903330443402134e-08
Position 753: 4.064028145304763e-08
Position 66: 2.9442038210998315e-08
Position 12472: 2.6683048773991973e-08
Position 747: 1.3491705876398843e-08
Position 92: 9.063325945982588e-09
Position 12447: 7.3887376432152255e-09
Position 10414: 6.669487434472036e-09
Position 9525: 2.4785500310074884e-09
Position 9177: 2.3012017103070944e-09
Position 10120: 9.34443166500048e-10
Position 9452: 7.157759909890273e-10
Position 9480: 6.618888077685089e-10
Position 9403: 5.097030757660053e-10
Position 10345: 4.1891031578227195e-10
Position 251: 4.062060627078961e-10
Position 8570: 3.548639766608327e-10
Position 8174: 2.785963372443252e-10
Position 9913: 2.2272977498203226e-10
Position 980: 1.9939564359976214e-10
Position 8141: 1.8477704265259832e-10
Position 8797: 1.3613023556946126e-10
Position 8326: 8.386740698336399e-11
Position 7851: 5.567282827945612e-11
Position 406: 4.374626398846986e-11
Position 8811: 2.6369375404749874e-11
Position 6312: 1.60507294523332e-11
Position 6810: 8.43207625465983e-12
Position 5897: 4.4100284657494375e-12
Position 5366: 3.827290798148327e-12
Position 6541: 3.4289399903854408e-12
Position 6117: 2.527579331242245e-12
Position 3453: 2.05549124974269e-12
Position 3590: 1.205883140060102e-12
Position 5376: 1.0703750182175242e-12
Position 3720: 9.464567861034038e-13
Position 3382: 8.389758672608773e-13
Position 3369: 3.9511479015650625e-13
Position 4320: 3.2520424547706153e-13
Position 4363: 3.206118054589326e-13
Position 3771: 2.640456586039399e-13
Position 4219: 2.395240913800572e-13
Position 3316: 2.1565410731182616e-13
Position 3399: 1.4578556070828657e-13
Position 4501: 1.1503219620390078e-13
Position 3331: 2.6937688595771626e-14
Position 2876: 1.719434720601975e-15
