Gene = comm
Position 5579: 0.00040558498429367723
Position 2522: 0.000399869614570887
Position 1420: 0.00038108586412279955
Position 6665: 0.00034633845136959336
Position 918: 0.0003457737640232234
Position 1497: 0.0003263352572200063
Position 707: 0.0003251887828716454
Position 1525: 0.00030885376791066034
Position 6699: 0.0002969436657736813
Position 2556: 0.00028612480448772103
Position 476: 0.0002657098665647625
Position 1342: 0.0002522660146957684
Position 3165: 0.0002378593311131216
Position 6715: 0.00022857720737746887
Position 3494: 0.00022856681538882393
Position 3115: 0.00017250779714325038
Position 314: 0.0001718742058576609
Position 5279: 0.00013957459057027666
Position 432: 0.00012806058011677956
Position 4105: 0.0001262931258947093
Position 3071: 0.00012018448475711008
Position 5234: 0.00011266286520817653
Position 377: 9.24927263286684e-05
Position 1806: 8.414737317311907e-05
Position 1295: 8.414381505036663e-05
Position 4927: 7.628031043458483e-05
Position 1833: 7.604992591845401e-05
Position 4176: 7.11737135684187e-05
Position 277: 7.057563670713773e-05
Position 1737: 6.414119177044609e-05
Position 4624: 6.24304890145839e-05
Position 5163: 6.0503351215305685e-05
Position 311: 5.591874756462492e-05
Position 111: 5.522424294714853e-05
Position 2210: 5.313955485434963e-05
Position 348: 5.1650866447618224e-05
Position 594: 4.225953301244762e-05
Position 2743: 4.073205816054354e-05
Position 4069: 3.694016368215934e-05
Position 2629: 3.16570009202899e-05
Position 4049: 2.8892346082817596e-05
Position 3407: 2.8047343090631474e-05
Position 557: 2.5374779178520287e-05
Position 3503: 2.2787154852452222e-05
Position 3631: 2.0764581606608126e-05
Position 3026: 2.05108488368669e-05
Position 1127: 1.982899371854426e-05
Position 2142: 1.9806532550509533e-05
Position 2151: 1.8396247761406123e-05
Position 3741: 1.688726089420247e-05
Position 1023: 1.6751696642336173e-05
Position 3676: 1.5509991908253545e-05
Position 3359: 1.2539594918357248e-05
Position 3237: 1.087707728630157e-05
Position 503: 9.57475527103145e-06
Position 448: 9.371979553595432e-06
Position 2359: 8.693421954630964e-06
Position 1859: 6.823356548479489e-06
Position 2813: 4.509006499642732e-06
Position 1934: 4.34987764048768e-06
Position 1793: 3.1603102572976473e-06
Position 1350: 3.021603832436184e-06
Position 2527: 2.4207623496101097e-06
Position 906: 2.3453294429539383e-06
Position 1164: 1.9308659452625836e-06
Position 1502: 1.8288614507730411e-06
Position 497: 1.615495938530897e-06
Position 904: 1.5775863713805318e-06
Position 258: 1.3571759741144464e-06
Position 1880: 1.3350266216237136e-06
Position 1065: 1.0618255578335655e-06
Position 1432: 9.208965138594157e-07
Position 351: 8.782406377951451e-07
Position 987: 6.453655107643157e-07
Position 1027: 5.208863303426411e-07
Position 1304: 4.860803938698845e-07
Position 653: 3.4500813927138874e-07
Position 1170: 2.2635408617545553e-07
Position 734: 1.655118194204731e-07
Position 711: 1.2923774071563216e-07
Position 1356: 1.1306431905022725e-07
Position 156: 1.1272145268853378e-07
Position 291: 1.1271069475358108e-07
Position 59: 9.803217971883131e-08
Position 357: 9.65500523477805e-08
Position 145: 7.120235445488064e-08
Position 513: 6.480284479912706e-08
Position 646: 6.173814777978667e-08
Position 522: 5.297706856529725e-08
Position 434: 5.120287147641671e-08
Position 173: 4.180894964153057e-08
Position 564: 9.618946859963877e-09
Position 320: 8.359824195670016e-09
Position 183: 5.491055985260849e-09
Position 153: 5.3984634666245554e-09
Position 53: 4.611284115947141e-09
Position 339: 2.348505301912537e-09
Position 192: 4.857609228795666e-10
Position 113: 4.455702811519331e-10
Position 510: 1.9067795717178056e-10
Position 369: 5.219729865914738e-11
Position 180: 2.5373071997753347e-15
Position 279: 2.3992299778918454e-17
