Gene = hid
Position 162: 7.296870639612075e-06
Position 5: 7.2927514322076805e-06
Position 1400: 7.277597418464763e-06
Position 15729: 6.959269700291264e-06
Position 1838: 6.816850622474214e-06
Position 2283: 6.76238730186805e-06
Position 830: 5.975897048819785e-06
Position 898: 5.091097716504831e-06
Position 1384: 4.37177648191248e-06
Position 2292: 4.333381371402889e-06
Position 854: 3.6548489440370037e-06
Position 798: 2.6298249345870123e-06
Position 5745: 2.4622582774807804e-06
Position 14084: 2.383582775974012e-06
Position 15713: 2.3656389834781877e-06
Position 5737: 2.257510459044296e-06
Position 5699: 1.7909543805554228e-06
Position 1003: 1.7660466859083534e-06
Position 1474: 1.4288760779884082e-06
Position 1212: 1.2840198944345055e-06
Position 16188: 1.2677549017399194e-06
Position 566: 1.0748459038651362e-06
Position 164: 9.72192116856189e-07
Position 386: 8.799051996557535e-07
Position 456: 7.092599901003747e-07
Position 1363: 4.1381118539355446e-07
Position 561: 4.022485786060335e-07
Position 994: 3.846914864169006e-07
Position 1461: 3.6524701919392873e-07
Position 1443: 3.526335377252125e-07
Position 176: 3.200321671829894e-07
Position 960: 2.654635611798075e-07
Position 389: 2.2732316851915685e-07
Position 701: 1.309748792331365e-07
Position 37: 1.2965770803734903e-07
Position 776: 1.0140749868608194e-07
Position 571: 8.617287460666456e-08
Position 1087: 6.637934588784323e-08
Position 752: 4.945697252890764e-08
Position 445: 3.627526802009914e-08
Position 635: 1.1962152810277017e-08
Position 525: 7.627510772030972e-09
Position 925: 4.311663763944108e-09
Position 1408: 2.342797288384303e-09
Position 654: 1.7673184866815836e-09
Position 639: 1.2340925625785954e-09
Position 656: 8.04732534204516e-12
Position 689: 7.554037729692621e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12086: 0.9717655047869376
Position 15549: 0.9590701932469238
Position 13268: 0.9384211122945013
Position 11895: 0.20330847342587066
Position 4339: 0.12868443888919293
Position 947: 0.11503716222356135
Position 17096: 0.1114369897764838
Position 13792: 0.06413712965404705
Position 15957: 0.0417574421977568
Position 13713: 0.04009575325633419
Position 16181: 0.029962821712660775
Position 11659: 0.028533056762108475
Position 13230: 0.018944007521384948
Position 1201: 0.01443766235512938
Position 15133: 0.014132700395103757
Position 925: 0.013834653523652131
Position 3582: 0.013571794271534031
Position 8825: 0.013291481328031549
Position 3165: 0.01246949456966846
Position 2784: 0.012358997282036715
Position 16617: 0.011264451363515848
Position 2565: 0.010291068478869736
Position 16533: 0.009700967518049202
Position 10106: 0.009697061784558179
Position 13242: 0.00936364377824661
Position 1329: 0.008278118777617678
Position 418: 0.008275114860664385
Position 14896: 0.00815742510593042
Position 8637: 0.007613102384899062
Position 8495: 0.0071059839629430705
Position 5063: 0.006827193346145359
Position 386: 0.005998439468028744
Position 16444: 0.005873969921228427
Position 3261: 0.005698642318338034
Position 2727: 0.004941904081941347
Position 17551: 0.004706366572219955
Position 3112: 0.004243336542276838
Position 16681: 0.0039023126414241683
Position 1956: 0.0036496398191617654
Position 17591: 0.003556558011688118
Position 1079: 0.0034344749390436465
Position 2370: 0.0032908275795810672
Position 1237: 0.003191692765906503
Position 2975: 0.0031847013007942136
Position 9904: 0.003180456290986917
Position 912: 0.0031466460426842566
Position 8533: 0.003032296466462368
Position 1560: 0.0030142790055966216
Position 9863: 0.002982397369654157
Position 2343: 0.0029638908072877304
Position 1528: 0.0028452535694699177
Position 15753: 0.002739677483031021
Position 1973: 0.0026962688064248734
Position 15941: 0.002499953586735368
Position 15558: 0.0024432005182997187
Position 1428: 0.0023868836585130985
Position 15707: 0.002383977965863298
Position 17340: 0.002302339898573337
Position 15795: 0.002162389415913577
Position 10247: 0.002130101781483585
Position 12103: 0.002015660353830476
Position 13775: 0.001986409532475682
Position 10472: 0.0019787073196144323
Position 10462: 0.001974279312374986
Position 176: 0.001652532887682401
Position 1990: 0.001574907044964387
Position 16783: 0.0014319587694881341
Position 13113: 0.0014252619064032946
Position 17744: 0.0013639996975576228
Position 17279: 0.0011998293762610828
Position 12048: 0.0011866562166980004
Position 17139: 0.0011827849784040662
Position 9914: 0.0011725334795792842
Position 17102: 0.0011371620398107937
Position 16748: 0.0010287030307889104
Position 369: 0.0010184080068693171
Position 3588: 0.0009955289480495268
Position 12253: 0.0009251709156815345
Position 415: 0.0009036345189607213
Position 100: 0.0008455786496137073
Position 14148: 0.0008089491037404465
Position 10157: 0.0007958748084508521
Position 1334: 0.0007946786046942366
Position 6060: 0.0007919173010064914
Position 14324: 0.0007876028558250063
Position 405: 0.0007789886667964079
Position 4321: 0.0007648342570849491
Position 17526: 0.0007282579774318376
Position 15023: 0.0007171736656244444
Position 10068: 0.0007138246974366925
Position 13904: 0.0006841296411786001
Position 6718: 0.0006592844699994096
Position 1571: 0.0006490898469854556
Position 16271: 0.0006294411719651629
Position 13210: 0.000620577776048352
Position 13949: 0.0006166029367436737
Position 5542: 0.0005973821468001856
Position 16335: 0.000574470165195466
Position 14747: 0.0005656418039776757
Position 4409: 0.0005610451037733528
Position 16388: 0.0005582883029985262
Position 12669: 0.0005468478741895535
Position 1014: 0.0005413313160108306
Position 13841: 0.0005368927130445075
Position 14348: 0.0005282580965864707
Position 14318: 0.0005013994920125995
Position 15491: 0.0004958530217396542
Position 13475: 0.00047474575413901946
Position 6975: 0.0004537999807490563
Position 15054: 0.0004512212221322596
Position 13272: 0.00043985624969733716
Position 3560: 0.0004326474959729029
Position 16044: 0.0004253016345353364
Position 157: 0.0004182959383180447
Position 1457: 0.000415540988648362
Position 14438: 0.0004138979945823267
Position 2979: 0.00040125633472472136
Position 2679: 0.0003927760265005989
Position 15918: 0.00037311882971324947
Position 1922: 0.0003692416340331636
Position 1355: 0.0003555545084940686
Position 16268: 0.00035420147927053424
Position 15713: 0.0003532071916426281
Position 14079: 0.00035132178017949656
Position 4344: 0.0003480140884883457
Position 16332: 0.00032683697811280565
Position 12934: 0.0003203727765030927
Position 3280: 0.0003188682240111284
Position 2941: 0.00030889904682284623
Position 17014: 0.0003061207651841114
Position 12924: 0.0002992558253013528
Position 1291: 0.00028708085535104606
Position 13653: 0.00025901503253533117
Position 12804: 0.00021774484333941276
Position 1170: 0.00021179970141989627
Position 17854: 0.00019933572284887294
Position 3971: 0.00018386778682763242
Position 17614: 0.0001806006957896426
Position 6602: 0.0001785671866218028
Position 14840: 0.00017332109081510141
Position 15807: 0.0001495726653259228
Position 12675: 0.0001418529594640333
Position 6915: 0.00012333185938406913
Position 14428: 0.00012185524779551477
Position 3026: 0.00012163993828424477
Position 13151: 0.00012095403358469275
Position 1219: 0.00011725516226530415
Position 3336: 0.0001150229849410034
Position 12738: 0.00010748146139521322
Position 16235: 0.00010719304061784473
Position 13796: 0.00010421703710411689
Position 4689: 9.914283480997045e-05
Position 192: 9.493052702551314e-05
Position 12840: 9.212743422115971e-05
Position 4714: 8.681911054212787e-05
Position 16727: 7.712357280005523e-05
Position 2685: 7.25395190612286e-05
Position 1000: 6.639720534463825e-05
Position 12942: 6.5142539101979e-05
Position 12996: 6.47619872996457e-05
Position 12726: 6.428842671215516e-05
Position 13816: 6.409972869274525e-05
Position 1003: 5.9361046253080985e-05
Position 272: 5.4115303883116295e-05
Position 461: 5.180619957884102e-05
Position 349: 5.012430005720681e-05
Position 12950: 4.699628211640418e-05
Position 15311: 4.6345168546260496e-05
Position 3208: 4.399497416111182e-05
Position 3300: 4.104305921490142e-05
Position 13744: 4.0656220155372914e-05
Position 12758: 3.6471050265591525e-05
Position 1388: 3.4648677017480113e-05
Position 2591: 3.3730799700396084e-05
Position 1887: 3.250879640297851e-05
Position 1280: 2.7538904956309094e-05
Position 1340: 2.701902707960453e-05
Position 15259: 2.6518777052463775e-05
Position 13672: 2.284185059487659e-05
Position 2435: 1.9377543192928718e-05
Position 1579: 1.9260880945964948e-05
Position 3072: 1.6698537178982172e-05
Position 3384: 1.6016962264780428e-05
Position 545: 1.5215214866818891e-05
Position 1103: 1.4186556386663771e-05
Position 625: 1.2880136999908773e-05
Position 77: 1.1482458902066064e-05
Position 1106: 1.1257242721802774e-05
Position 960: 1.084831365770242e-05
Position 13959: 1.038974206069882e-05
Position 210: 9.942817432359571e-06
Position 438: 9.169142719605776e-06
Position 1474: 8.840072110034935e-06
Position 14012: 7.4458102995336885e-06
Position 14869: 7.156185445550694e-06
Position 885: 7.058552201656986e-06
Position 13901: 6.0046350704258e-06
Position 1395: 5.641282340246219e-06
Position 13676: 5.223962527842939e-06
Position 1994: 4.846779511446721e-06
Position 3142: 4.799961699742891e-06
Position 3042: 4.086517616385264e-06
Position 1591: 3.992260477468382e-06
Position 4741: 3.1394273627478068e-06
Position 764: 2.8351343496900576e-06
Position 296: 2.5519032067004836e-06
Position 213: 2.363026923763921e-06
Position 1117: 2.1562701681350465e-06
Position 106: 2.1471861579764562e-06
Position 1884: 1.5651145787387474e-06
Position 322: 1.4149986091052963e-06
Position 2132: 1.3671995262341426e-06
Position 718: 1.1225142170636707e-06
Position 2015: 1.1042953338336795e-06
Position 2117: 1.0132478281749754e-06
Position 1503: 8.500539137405345e-07
Position 1715: 7.476388035703665e-07
Position 1133: 6.697823398647741e-07
Position 1175: 5.988815807325398e-07
Position 445: 5.917230185342138e-07
Position 435: 4.721345569207117e-07
Position 1599: 4.3845722237368765e-07
Position 456: 3.152674400583568e-07
Position 423: 2.742448274797102e-07
Position 776: 1.9797147610086185e-07
Position 1481: 1.9681912897435086e-07
Position 1637: 1.888119591476564e-07
Position 1680: 1.8498808122146814e-07
Position 1752: 1.8264530164992982e-07
Position 1344: 1.7622520409496746e-07
Position 490: 1.5301285331155298e-07
Position 1603: 1.15119566165177e-07
Position 254: 1.0259819023386615e-07
Position 277: 9.816584049407271e-08
Position 111: 7.125901056242613e-08
Position 798: 5.236012219473786e-08
Position 564: 5.1211359941892306e-08
Position 465: 2.812295931119604e-08
Position 715: 2.6498278428535014e-08
Position 826: 2.3955055457840485e-08
Position 494: 1.204698197914677e-08
Position 237: 1.0575818499027886e-08
Position 498: 7.53022383486337e-09
Position 469: 6.568394701393588e-09
Position 571: 3.755555916298525e-09
Position 59: 1.035142796291326e-09
Position 818: 4.447405466940791e-10
Position 473: 4.3176419483062876e-10
Position 481: 2.477176786421603e-10
Position 845: 5.443227732533817e-11
