Gene = Ggamma30A
Position 10074: 1.2984573439458877e-14
Position 10079: 6.128888967339248e-15
Position 10185: 5.968522995341516e-15
Position 3268: 4.421202459961276e-16
Position 3023: 3.69444989493864e-16
Position 2859: 3.3199970968568673e-16
Position 2871: 1.6813027784254811e-16
Position 3080: 1.0597078345962881e-16
Position 3237: 8.962194816946687e-17
Position 1766: 6.36934951708746e-17
Position 4163: 2.5904862440899646e-17
Position 3801: 2.1688377824158918e-17
Position 3791: 1.663535927044017e-17
Position 5656: 1.6196273900574194e-17
Position 2725: 8.158955955702206e-18
Position 3862: 8.114407761735238e-18
Position 3844: 7.07139937212564e-18
Position 3976: 6.759394124970864e-18
Position 3782: 2.7780126657967148e-18
Position 4171: 2.6182897559993732e-18
Position 3256: 1.9073847085690415e-18
Position 1708: 1.0923269864277876e-18
Position 2306: 4.776531813971783e-19
Position 2574: 3.318924103853628e-19
Position 1314: 1.1758532189587705e-19
Position 1149: 8.173055496914185e-20
Position 2966: 3.200270392845917e-20
Position 3088: 2.8653762932105154e-20
Position 1112: 2.5711972502956142e-20
Position 1702: 2.3122947399513956e-20
Position 3064: 2.1345998284434462e-20
Position 3016: 1.6865136707152213e-20
Position 1779: 1.4222405877527594e-20
Position 1719: 1.2377962958789115e-20
Position 2517: 1.1624405389413135e-20
Position 586: 2.9056527475788746e-21
Position 880: 2.099382508071585e-21
Position 598: 2.0897482315855907e-21
Position 639: 1.766339066992387e-21
Position 566: 1.2592432200694552e-21
Position 1424: 1.0675827858861343e-21
Position 648: 4.783258007281411e-22
Position 1187: 3.915705935040958e-22
Position 1077: 7.442331179375973e-23
Position 1278: 2.0426515442674985e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 34492: 0.999998652859913
Position 15902: 0.4857277234086365
Position 35256: 0.23979093350542913
Position 15725: 0.04563103666221842
Position 374: 0.04245521383667364
Position 16109: 0.03700284170861884
Position 329: 0.011516170661103631
Position 1027: 0.009612560687629978
Position 16168: 0.007963476949938658
Position 16230: 0.007598968037774864
Position 16145: 0.005729714891333408
Position 16249: 0.004764433325978724
Position 332: 0.0046126504557399755
Position 540: 0.004160819185621691
Position 179: 0.003756482064502665
Position 381: 0.0024622465646755953
Position 15276: 0.002401024401827895
Position 15161: 0.002309285119400794
Position 193: 0.0019260126044557322
Position 1524: 0.0018149403405798607
Position 14141: 0.001562673762964565
Position 1636: 0.0012391584701177544
Position 16527: 0.0011417281653405026
Position 349: 0.0007505024324470154
Position 2068: 0.0005925222319568061
Position 1176: 0.000494390064566675
Position 1537: 0.0004628480283892586
Position 1283: 0.0003743292105129552
Position 396: 0.0003314180349362818
Position 952: 0.0002690427095606843
Position 432: 0.00025015224211907914
Position 252: 0.00017590736433693155
Position 1977: 0.00016622767777961717
Position 454: 0.00012274528481115999
Position 403: 8.071915962995303e-05
Position 1288: 7.508280981631555e-05
Position 1335: 5.765878341259838e-05
Position 1122: 5.081074218191742e-05
Position 1801: 4.9439913238254196e-05
Position 1420: 3.9813391905880944e-05
Position 873: 3.9160934861735636e-05
Position 2016: 3.687687979424563e-05
Position 903: 3.165247034197324e-05
Position 25413: 1.3149870446828137e-06
Position 22679: 1.4174961336501113e-08
Position 19898: 7.401386943439937e-09
Position 21027: 4.6059964810070635e-09
Position 21165: 2.936736696349255e-09
Position 17368: 9.249342226883173e-10
Position 17411: 7.448923179494712e-10
Position 17787: 2.2472801816132792e-10
Position 17221: 1.4959347753658752e-10
Position 16762: 1.0107196992978907e-10
Position 17144: 7.83801737316678e-11
Position 17642: 4.112814383743715e-11
Position 17517: 3.5912631947595216e-11
Position 16281: 1.7734920035739934e-11
Position 13573: 4.346392833465913e-12
Position 16150: 3.946242767303348e-12
Position 11988: 1.9553388745023957e-12
Position 12770: 9.498980618383891e-13
Position 13890: 9.169338548858061e-13
Position 11345: 4.508716137682908e-13
Position 9907: 3.7584005366106365e-13
Position 10323: 3.7134376792021896e-13
Position 14210: 3.6252136222569353e-13
Position 10262: 2.3509131723662113e-13
Position 11943: 2.0793314188323688e-13
Position 12388: 2.062956853019368e-13
Position 10738: 1.8268781702688626e-13
Position 12875: 1.5501021290074713e-13
Position 12645: 1.4609436577195942e-13
Position 13116: 1.3060706496066568e-13
Position 11994: 1.2572397972847247e-13
Position 12279: 1.2260725349051947e-13
Position 11393: 1.1720159291104772e-13
Position 11270: 1.0005995049828484e-13
Position 11965: 9.883179408926111e-14
Position 12462: 5.175248245492595e-14
Position 3437: 3.635946661095115e-14
Position 4989: 2.057346794225628e-14
Position 11049: 1.737766837911233e-14
Position 11307: 1.634436528370152e-14
Position 10811: 1.459317627770538e-14
Position 4966: 1.1701254121630146e-14
Position 8666: 6.425597898453026e-15
Position 10636: 5.895028542934632e-15
Position 9044: 1.558311718831825e-15
Position 9276: 1.3770923912190802e-15
Position 2927: 1.1128967350468037e-15
Position 9164: 8.990616547810388e-16
Position 8744: 8.653796964820991e-16
Position 7763: 8.194516097623496e-16
Position 8923: 6.641463993400342e-16
Position 4227: 5.593980446178945e-16
Position 8415: 5.303405591098626e-16
Position 5023: 5.088835916369967e-16
Position 4887: 4.800631963250771e-16
Position 5036: 3.948536432168318e-16
Position 2467: 3.362610004895483e-16
Position 4677: 2.9443673608846476e-16
Position 8114: 2.422216062846034e-16
Position 5968: 2.3248174472185077e-16
Position 2503: 2.1751370336477882e-16
Position 7034: 1.5789936545973078e-16
Position 3329: 1.4895230778226783e-16
Position 7330: 1.376655693930495e-16
Position 3904: 1.1433722613187657e-16
Position 2704: 8.575948205810681e-17
Position 5736: 8.412056320160116e-17
Position 5797: 8.287818605847623e-17
Position 2351: 7.852071360558524e-17
Position 6610: 4.848269954920184e-17
Position 3054: 3.479150485622729e-17
Position 3495: 3.0398965283213046e-17
Position 6558: 2.7121265100687134e-17
Position 4032: 2.5476928442268715e-17
Position 5901: 2.1245850955975333e-17
Position 6062: 1.8978814830172166e-17
Position 6079: 1.7606237378109272e-17
Position 5200: 1.4253277295283636e-17
Position 5751: 1.0590329830477009e-17
Position 5375: 9.512935744497672e-18
Position 3847: 7.368081878364665e-18
Position 4798: 5.360723405318617e-18
Position 3019: 5.206705846230942e-18
Position 4166: 3.0448264700065153e-18
Position 4127: 2.781105538486573e-18
Position 4503: 2.751970660220012e-18
Position 4549: 2.5514959542029223e-18
Position 3591: 2.3196520009642557e-18
Position 3989: 2.138944046993414e-18
Position 3960: 1.2479979420050527e-18
Position 1083: 7.876118320324427e-19
Position 1152: 7.081812630767675e-19
Position 2610: 6.930999419954769e-19
Position 806: 5.866372470203711e-19
Position 1540: 4.562577231318991e-19
Position 2146: 3.996902148429973e-19
Position 722: 3.024494640736401e-19
Position 1257: 2.6270305850568187e-19
Position 1560: 2.354189291359835e-19
Position 698: 2.2474320366456066e-19
Position 1587: 1.8088169063133735e-19
Position 564: 1.7374253479779104e-19
Position 558: 1.5978847361528996e-19
Position 598: 1.0101445759188293e-19
Position 615: 8.591142827647387e-20
Position 1543: 7.084109937065812e-20
Position 1347: 4.188157408551934e-20
Position 202: 2.2699379011193755e-20
Position 685: 2.0564896446168363e-20
Position 790: 1.9002438483504994e-20
Position 706: 1.5856973130705877e-20
Position 770: 1.2062760113221237e-20
Position 446: 6.789297322338792e-21
Position 340: 4.09313956508644e-21
Position 584: 3.268277632451409e-21
Position 414: 2.309003210533326e-21
Position 648: 1.9017010533261204e-21
Position 667: 1.6034824983084082e-21
Position 389: 1.479667507161654e-21
Position 691: 9.22553282216424e-22
Position 293: 6.094165968794415e-22
Position 660: 1.4677097389415851e-22
Position 77: 1.1289818012629858e-25
Position 51: 9.899078523266029e-26
Position 63: 9.365478859231001e-26
Position 70: 6.956953393274915e-26
Position 59: 6.651876460712855e-26
Position 87: 6.307629163429964e-26
Position 271: 1.421568843271992e-26
Position 120: 2.357695346636116e-27
Position 586: 1.1238776176215803e-27
Position 93: 1.0174586118234584e-27
Position 101: 5.636319624537488e-28
Position 114: 3.9780578618818638e-28
Position 65: 2.967246645289637e-28
Position 89: 2.0341090939685716e-28
Position 97: 1.1085348703590132e-28
Position 295: 3.07324899041777e-29
Position 108: 5.217299549695457e-30
Position 67: 7.987524907314769e-31
Position 103: 2.3707443500977907e-33
Position 116: 7.295361678015816e-36
Position 110: 2.1956384947761343e-37
