Gene = RFeSP
Position 795: 1.4224578755742247e-06
Position 1230: 1.2531863119606551e-06
Position 1648: 1.1518956343668358e-06
Position 1176: 8.821520260369147e-07
Position 1199: 8.054692021596498e-07
Position 1202: 3.372569073293774e-07
Position 1032: 2.3086223473652135e-07
Position 799: 1.5450618748936226e-07
Position 96: 1.039464610356999e-07
Position 1656: 6.157563226186152e-08
Position 1135: 4.686998999302659e-08
Position 1646: 4.161627073753354e-08
Position 98: 2.4409657241402125e-08
Position 809: 5.008608822552952e-09
Position 815: 2.4078658973733556e-09
Position 1213: 1.807016053146179e-09
Position 1232: 1.317816200759668e-09
Position 812: 1.2221110101396603e-09
Position 1192: 1.0545910858241047e-09
Position 1178: 8.878387455477467e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1171: 0.9736578098302612
Position 736: 0.8692787790336363
Position 1464: 0.03427163198714792
Position 747: 0.024822107359379942
Position 1685: 0.00882888355258419
Position 765: 0.003609765809933723
Position 318: 0.0018992617949744727
Position 648: 0.001255439774019837
Position 1609: 0.0010463680691289664
Position 471: 0.0008195773961643955
Position 1186: 0.0006090514176280589
Position 1565: 0.0003566678820431056
Position 669: 0.0003273866180261055
Position 684: 0.0003060724840431754
Position 255: 0.00023472091779435945
Position 389: 0.00022967789625052127
Position 293: 0.00018551551018029788
Position 489: 0.0001437580952248395
Position 510: 0.00014170553889480443
Position 1577: 0.00012851457521631396
Position 1643: 0.00012640933345841465
Position 575: 0.00011505905482700338
Position 1535: 6.076807322895822e-05
Position 1014: 5.339464109197458e-05
Position 1580: 3.819302507034363e-05
Position 1425: 3.307815969599368e-05
Position 1071: 3.107589784277072e-05
Position 804: 2.8611632523757927e-05
Position 1410: 2.409781465108982e-05
Position 1588: 2.363516392139555e-05
Position 115: 2.2778262883437906e-05
Position 1723: 1.4777106423186718e-05
Position 946: 1.4694448625389229e-05
Position 70: 1.2449417022615339e-05
Position 1308: 1.0802690649851207e-05
Position 1705: 9.325581729255404e-06
Position 561: 7.953161017572756e-06
Position 276: 6.265253608848871e-06
Position 1693: 6.189390963927921e-06
Position 675: 5.2456745727798625e-06
Position 1026: 4.795119782153395e-06
Position 1646: 3.1044856483008027e-06
Position 1532: 2.736670999109585e-06
Position 1728: 2.721927911621797e-06
Position 999: 2.5718973878803788e-06
Position 1192: 2.4491990576262234e-06
Position 225: 2.2478906100367906e-06
Position 540: 1.5539240242693636e-06
Position 117: 1.4064841679194482e-06
Position 993: 1.3182036503835918e-06
Position 843: 1.2597379661305962e-06
Position 1065: 1.223199003629014e-06
Position 520: 1.1390280257536568e-06
Position 809: 1.028164273947667e-06
Position 772: 9.348094741093609e-07
Position 149: 8.27313880256166e-07
Position 1390: 8.053525495674427e-07
Position 963: 7.959760026265627e-07
Position 975: 6.247301899463162e-07
Position 265: 4.834923013929203e-07
Position 900: 4.4355874516200245e-07
Position 1546: 3.6673456833073646e-07
Position 834: 2.2380335148419774e-07
Position 1519: 1.4997079975625473e-07
Position 874: 1.3483599024173065e-07
Position 530: 5.2044432945310036e-08
Position 795: 4.3006170003470085e-08
Position 969: 3.327678420489104e-08
Position 182: 3.0668728823396864e-08
Position 128: 1.980467080998213e-08
Position 123: 1.381184667464254e-09
Position 213: 5.1018535776047315e-11
Position 154: 1.2584575782771093e-11
Position 192: 1.411749616439321e-12
Position 206: 7.597513043291101e-15
