Gene = Su(H)
Position 47: 2.5364735689197148e-06
Position 3480: 2.0532202164375515e-06
Position 2571: 1.9694200787336317e-06
Position 3742: 1.8704527518488585e-06
Position 616: 1.7227495810505772e-06
Position 2657: 1.556390514169533e-06
Position 613: 1.4172922886590733e-06
Position 78: 1.394412468279187e-06
Position 2461: 6.554264516954232e-07
Position 2340: 3.5139224731708024e-07
Position 2654: 3.233488889196437e-07
Position 2819: 2.0798767386529747e-07
Position 2332: 1.9514251830081418e-07
Position 2667: 1.8667619287447727e-07
Position 2623: 1.4209173020322488e-07
Position 117: 2.8164932582992508e-08
Position 729: 7.576634175566365e-09
Position 1063: 4.620066747500509e-09
Position 2823: 3.275553949103776e-09
Position 1054: 2.533452086747304e-09
Position 2776: 1.4454739291031585e-09
Position 3631: 1.1514272441153403e-09
Position 3304: 9.365636005771194e-10
Position 1586: 1.906620086555605e-13
Position 3258: 2.4444419196860864e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2818: 0.9976891326869136
Position 2545: 0.9764102490701928
Position 2350: 0.5683715453862693
Position 1606: 0.24382551421448806
Position 3520: 0.1459835171741957
Position 1204: 0.08286228890125888
Position 1357: 0.04705216978943926
Position 1287: 0.031218903699094462
Position 3277: 0.02917667002211743
Position 3619: 0.021190515648664993
Position 2553: 0.02116085821411485
Position 2371: 0.019700498448229617
Position 1092: 0.018212742705987092
Position 2242: 0.011538983069456079
Position 3304: 0.01136121813126059
Position 1042: 0.010174747922791117
Position 553: 0.010145590044413464
Position 3178: 0.009947597294088664
Position 2032: 0.009244558462877498
Position 2246: 0.008286873677496663
Position 2290: 0.007869298928393676
Position 1257: 0.007325253893412028
Position 2317: 0.007321436083917059
Position 2186: 0.007021935531763044
Position 1478: 0.006150453780635711
Position 556: 0.0058128078763617945
Position 3474: 0.004224620479914494
Position 3434: 0.004112722290194013
Position 1223: 0.003974373115160096
Position 1988: 0.0035150366815091733
Position 956: 0.003099846664561181
Position 3463: 0.0028378604879199442
Position 3168: 0.0024426628275434903
Position 1112: 0.002037557351578381
Position 1319: 0.002016928762978373
Position 1131: 0.0018718576649139791
Position 3190: 0.0018434584532185086
Position 332: 0.0017368441643223845
Position 2651: 0.001721937892237662
Position 2392: 0.001695842730020206
Position 3324: 0.001333716632198039
Position 2365: 0.0012061522547686162
Position 1178: 0.0011828140696917757
Position 2152: 0.0009464934804778968
Position 3012: 0.00093895031770383
Position 3818: 0.0009018254448128984
Position 889: 0.0008617394857303311
Position 3197: 0.0008529741408358137
Position 3677: 0.0008144058673866508
Position 284: 0.0008118488217942651
Position 422: 0.0007208044922175367
Position 377: 0.0007093248200896326
Position 1930: 0.000653264130956694
Position 691: 0.0006178030718987277
Position 2991: 0.0005989847802317856
Position 712: 0.0005508073082398857
Position 3715: 0.000508046104467559
Position 311: 0.0004578285209076173
Position 1954: 0.00044479747630456884
Position 3366: 0.0004306621387206043
Position 1677: 0.0004183263238319447
Position 1618: 0.00041421287379678277
Position 694: 0.0004088309840077221
Position 1960: 0.0004072316175568837
Position 3204: 0.0003930329617334385
Position 3784: 0.00038343812779450165
Position 1101: 0.0003691303860556313
Position 3578: 0.0003685297861038383
Position 308: 0.0003378886557096791
Position 607: 0.000319219438936458
Position 1714: 0.0003157231039729783
Position 1767: 0.0002955028003779226
Position 3310: 0.0002724037453923168
Position 3839: 0.0002625191814792285
Position 2562: 0.0002484678950532813
Position 559: 0.0002409192272941644
Position 2389: 0.00021011500757534904
Position 658: 0.00020248569537605667
Position 2836: 0.00020164203090316244
Position 2353: 0.00017536929118620547
Position 2912: 0.00015756836032337576
Position 661: 0.00011919701024376596
Position 1807: 0.00011778193833862424
Position 1636: 0.00011583836717822631
Position 1054: 0.00011396383821898847
Position 2997: 0.00011135500427258406
Position 281: 0.00011046424335953523
Position 2697: 0.00010171716873807722
Position 454: 9.571823135235936e-05
Position 3585: 8.546507740013953e-05
Position 916: 7.581271878775956e-05
Position 3061: 6.503429265306236e-05
Position 2449: 6.282488332755292e-05
Position 433: 5.9584396354618963e-05
Position 3456: 5.621294114331383e-05
Position 897: 5.42568266676793e-05
Position 2938: 5.0168195214571286e-05
Position 2254: 4.4846123648975814e-05
Position 3035: 4.134521643712021e-05
Position 2965: 4.0838259016693033e-05
Position 2616: 3.8997905492020726e-05
Position 1942: 3.8680795153910607e-05
Position 1876: 3.866516862807982e-05
Position 2006: 3.8478265406978445e-05
Position 1992: 3.61213076541044e-05
Position 3631: 3.40381597196836e-05
Position 395: 3.060281591515461e-05
Position 3762: 3.0031115417250363e-05
Position 1491: 2.9423788193566095e-05
Position 2143: 2.8269777969107494e-05
Position 2062: 2.823100652531579e-05
Position 1374: 2.7304466148075514e-05
Position 436: 2.3952889777812516e-05
Position 2827: 2.3149148734179075e-05
Position 1969: 2.1082306843024587e-05
Position 1711: 1.970070724050545e-05
Position 625: 1.9469957462487295e-05
Position 3064: 1.6934168859729582e-05
Position 400: 1.6627454069711713e-05
Position 1008: 1.4943314396890531e-05
Position 3582: 1.0958488759854806e-05
Position 664: 1.092872707063963e-05
Position 338: 1.091030769787047e-05
Position 935: 1.0154364222432453e-05
Position 1786: 9.771886726532326e-06
Position 622: 9.398591136045435e-06
Position 297: 8.713153022523773e-06
Position 1016: 8.373459157951838e-06
Position 760: 8.292543538616643e-06
Position 1849: 8.15416132721232e-06
Position 3771: 6.762830306576411e-06
Position 462: 6.06941295184435e-06
Position 1804: 6.036736150470619e-06
Position 568: 3.8811112938579616e-06
Position 628: 3.509187242434277e-06
Position 857: 3.2695457000334967e-06
Position 2672: 2.860025296897835e-06
Position 227: 2.7296989376019657e-06
Position 667: 2.1384295610092857e-06
Position 3067: 2.1159272479238764e-06
Position 175: 2.10979904628858e-06
Position 3790: 1.5418588233726077e-06
Position 2521: 1.0011164937151754e-06
Position 2623: 6.192532538410588e-07
Position 117: 5.320300913330084e-07
Position 757: 5.21709892422563e-07
Position 354: 5.125710738651821e-07
Position 97: 4.814485426639069e-07
Position 211: 4.7055653892565173e-07
Position 751: 4.398917170107777e-07
Position 84: 4.23172876546416e-07
Position 345: 2.3613492654368262e-07
Position 94: 1.8021193782858958e-07
Position 870: 1.619889635590496e-07
Position 644: 1.5891913830379667e-07
Position 2739: 1.5017871898649173e-07
Position 162: 1.2070001329923163e-07
Position 3092: 3.9665885330620715e-08
Position 574: 3.557892526586316e-08
Position 3095: 2.816470404003005e-08
Position 179: 2.3934402071923993e-08
Position 832: 2.2452594192502662e-08
Position 670: 1.5359885753897323e-08
Position 2944: 1.0538612893888391e-08
Position 124: 4.889966440020558e-09
Position 233: 4.300410509818256e-09
Position 754: 4.259121649310931e-09
Position 191: 9.525409325052504e-10
Position 256: 8.867050208889128e-10
Position 78: 5.677552923973368e-10
Position 229: 5.597554078636894e-10
Position 784: 7.399313718286252e-11
Position 129: 1.0613478865542095e-11
