Gene = schuy
Position 1633: 5.278445310572438e-05
Position 1877: 4.863990146302615e-05
Position 284: 4.805775393520479e-05
Position 365: 4.4418486435960604e-05
Position 1408: 4.240860941877278e-05
Position 1301: 4.131478154001462e-05
Position 1276: 4.105950942276322e-05
Position 468: 2.988900999109741e-05
Position 1486: 2.7128857908186723e-05
Position 432: 2.3252289893453867e-05
Position 1083: 2.064227701345599e-05
Position 1053: 1.876915726846963e-05
Position 219: 1.6600145953093595e-05
Position 262: 1.6561323304973538e-05
Position 1651: 1.3328515395045744e-05
Position 227: 1.2017989503260501e-05
Position 739: 1.1798381710886148e-05
Position 1818: 9.216039060601438e-06
Position 1336: 8.934201474179768e-06
Position 496: 8.923497360777397e-06
Position 526: 7.80670941607765e-06
Position 1527: 7.324085992981542e-06
Position 1050: 6.907829233544935e-06
Position 1597: 4.750442464360907e-06
Position 1558: 4.523765143417194e-06
Position 820: 4.250495993649474e-06
Position 1639: 3.98394155989999e-06
Position 1358: 3.3496896476992957e-06
Position 343: 2.852497502379996e-06
Position 595: 2.6891383368920845e-06
Position 856: 2.4739608761812624e-06
Position 506: 2.4168168560419506e-06
Position 418: 2.1093795154576506e-06
Position 66: 2.102855375650231e-06
Position 1609: 2.006360345738037e-06
Position 224: 2.00610199542858e-06
Position 715: 1.949590497731341e-06
Position 1758: 1.8641483891382948e-06
Position 704: 1.8416677660906573e-06
Position 1669: 1.7401115395687548e-06
Position 1126: 1.6259875167197514e-06
Position 502: 1.6178045645240288e-06
Position 853: 1.5848294833799656e-06
Position 208: 1.5752633824340124e-06
Position 491: 1.4510152730471801e-06
Position 532: 1.420845939700647e-06
Position 271: 1.2446770634258562e-06
Position 1564: 1.231515421735436e-06
Position 1531: 1.1619812971114527e-06
Position 1489: 1.1053095545990026e-06
Position 454: 6.753243442341744e-07
Position 376: 6.422015964146589e-07
Position 275: 5.239804051640604e-07
Position 1138: 4.91342555973046e-07
Position 535: 4.771085852469355e-07
Position 1849: 4.32981948965672e-07
Position 1285: 4.300320145285167e-07
Position 787: 4.2494083732016587e-07
Position 520: 3.835246189480958e-07
Position 574: 3.6393921607411086e-07
Position 340: 3.3302967805113274e-07
Position 609: 2.751132492693466e-07
Position 349: 9.747807931480998e-08
Position 615: 9.237653442737305e-08
Position 358: 5.694756128012868e-08
Position 101: 4.79857763804843e-08
Position 234: 3.954915032296693e-08
Position 584: 1.5839543101510256e-08
Position 277: 9.164082712800926e-09
Position 907: 9.112959748695435e-09
Position 1062: 7.46956248219414e-09
Position 83: 6.337782597537649e-09
Position 231: 3.634302871352881e-09
Position 871: 3.2609389953534934e-09
Position 892: 2.8520659149581543e-09
Position 874: 2.359914599512419e-09
Position 76: 4.875835569982003e-10
Position 370: 2.4865863315878836e-10
Position 367: 1.0743561643667605e-10
Position 626: 4.7633601397640164e-12
Position 88: 2.226089069440611e-14
Position 345: 6.978794893240168e-15
