Gene = Charon
Position 1666: 1.9502100796363337e-06
Position 586: 1.931432913474536e-06
Position 165: 1.71271582414634e-06
Position 695: 1.6313028782755413e-06
Position 191: 1.4001573695758562e-06
Position 282: 1.301961430440924e-06
Position 194: 1.2659186987571673e-06
Position 332: 1.2009043187891435e-06
Position 74: 1.1483884796028381e-06
Position 1805: 9.60118251916924e-07
Position 1084: 9.198237506129438e-07
Position 833: 8.067126967424309e-07
Position 1116: 7.667723275954708e-07
Position 1366: 7.628843563865965e-07
Position 1315: 6.59816455707349e-07
Position 737: 5.958824506513603e-07
Position 767: 5.807635568954392e-07
Position 725: 5.145649107214614e-07
Position 1906: 4.0310522517090875e-07
Position 731: 3.972068204946779e-07
Position 483: 3.051010016821039e-07
Position 1531: 2.689938063959506e-07
Position 1675: 2.2057310584361084e-07
Position 1062: 1.8598331446776077e-07
Position 1621: 1.5844333296620855e-07
Position 1023: 1.4858607442355894e-07
Position 826: 1.4583420505571355e-07
Position 1273: 1.4510818113743237e-07
Position 1814: 1.3019921381196996e-07
Position 772: 1.1616614630147534e-07
Position 162: 8.736229083607757e-08
Position 1968: 6.284640118823496e-08
Position 103: 5.424272693103096e-08
Position 1081: 5.325921836358429e-08
Position 1417: 4.580197522068408e-08
Position 1811: 3.944551205416731e-08
Position 353: 3.727276959514643e-08
Position 1774: 3.674955846418394e-08
Position 1794: 3.003066056338221e-08
Position 1985: 2.3971340435918445e-08
Position 812: 2.3159319076180438e-08
Position 49: 1.4499592454504623e-08
Position 809: 1.4324605356008908e-08
Position 1766: 1.2011751020636635e-08
Position 1996: 5.564605870416052e-09
Position 156: 1.666726507266443e-11
Position 425: 1.063243007629864e-11
