Gene = stai
Position 3485: 5.9555259814980545e-08
Position 3372: 4.733652414955385e-08
Position 23310: 3.676142941996059e-08
Position 195: 2.6341724796403078e-08
Position 215: 7.121154722781369e-09
Position 1397: 5.86286379639513e-09
Position 1474: 3.6453072051479193e-09
Position 177: 3.54535546243182e-09
Position 22619: 2.935547668201953e-09
Position 23098: 1.7510347776819888e-09
Position 22605: 3.430013816292425e-10
Position 1479: 1.9325926778916436e-10
Position 1543: 1.6632002553563518e-10
Position 21863: 1.6516293168368637e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 21396: 0.9824251567201642
Position 22600: 0.9650400700816304
Position 21886: 0.9354345295482547
Position 21627: 0.8982619354682009
Position 22320: 0.7868186471227837
Position 1316: 0.521867525640413
Position 9395: 0.16062695538826613
Position 21634: 0.0842939835032693
Position 1023: 0.06577071543316422
Position 1253: 0.06348189927651307
Position 10115: 0.04718032763716869
Position 22353: 0.04140556506264765
Position 21898: 0.03519064381314028
Position 22115: 0.02865363560137032
Position 22084: 0.02677462310057957
Position 21863: 0.0236228399927179
Position 21402: 0.017502315925174886
Position 2879: 0.012974455060685099
Position 21637: 0.012554320538541908
Position 162: 0.011392971111981304
Position 10173: 0.009701584008953604
Position 688: 0.009369961292017075
Position 13420: 0.009130956585211101
Position 172: 0.007793458289941724
Position 12652: 0.007691943032959168
Position 650: 0.007497978997696194
Position 23960: 0.0072489614814377846
Position 12533: 0.006357278699104402
Position 12992: 0.0054812756941343506
Position 12331: 0.005294923831456828
Position 10060: 0.00427837054277637
Position 10134: 0.0037458485034277725
Position 9490: 0.0037017821387822667
Position 11845: 0.003515418387309795
Position 22796: 0.003466822779120586
Position 11696: 0.003399739002026098
Position 11950: 0.003293058070618639
Position 22125: 0.003048487362070575
Position 23679: 0.002998496313455815
Position 24173: 0.00289923621653666
Position 21729: 0.002873948375561927
Position 12191: 0.0028659931116125957
Position 10132: 0.0027924974037324673
Position 215: 0.0026687324939831396
Position 1698: 0.0025223039669936037
Position 9006: 0.0023694185674995546
Position 9478: 0.0022315598921398773
Position 1342: 0.0021471743763214358
Position 948: 0.0019249658488830032
Position 10150: 0.0019137429895197539
Position 7886: 0.0018468164664806935
Position 12053: 0.0018027209527620089
Position 22841: 0.0017337279853444976
Position 23464: 0.0017091784822693024
Position 8569: 0.0016476788394881405
Position 257: 0.001646119796126933
Position 9935: 0.0015919308768900567
Position 11848: 0.0015519121255264314
Position 741: 0.0015061488837334678
Position 11976: 0.001436036739328334
Position 11674: 0.001418510026231219
Position 21931: 0.0013950421922339995
Position 578: 0.0013387404508833065
Position 10237: 0.0012665331119059036
Position 12050: 0.0011997538402228462
Position 21666: 0.001069292813993128
Position 1665: 0.0010101268136107763
Position 3264: 0.0009487457645337345
Position 7632: 0.0009432319187228103
Position 11154: 0.0008978094855695926
Position 2121: 0.0008476544966435936
Position 1631: 0.0007867827123060785
Position 21910: 0.0007672416598975331
Position 22530: 0.0006926048252928267
Position 2644: 0.0006865091814735909
Position 1729: 0.0005739389899416999
Position 1673: 0.0005652727870343694
Position 401: 0.000515232718235214
Position 8218: 0.0004624504764660092
Position 22233: 0.00042962707104358304
Position 2711: 0.00036661816945944017
Position 22377: 0.00033257302755967494
Position 1508: 0.00032815373784133347
Position 23108: 0.00027198960171752524
Position 331: 0.00026955007315425345
Position 24097: 0.0002503876754190169
Position 23024: 0.00024818796694753986
Position 23092: 0.0002477047695113185
Position 23338: 0.0002433145984842732
Position 22866: 0.00022722956279490022
Position 1232: 0.00022410606577078035
Position 22800: 0.00022327035245430063
Position 515: 0.00022056348013310649
Position 1474: 0.0002083127824890583
Position 23181: 0.0001897610612614732
Position 1384: 0.00018763593266638118
Position 23427: 0.00018519176487816834
Position 23395: 0.00017991919268347476
Position 3186: 0.0001715044478873102
Position 91: 0.00017097025045453745
Position 2693: 0.000160638581233701
Position 22214: 0.0001567963821378641
Position 2922: 0.00015368908963668817
Position 926: 0.00014564752113556772
Position 7658: 0.0001314134635045363
Position 23029: 0.00012379900049308846
Position 2260: 0.00012142813260800691
Position 1261: 0.0001151835512482996
Position 21934: 0.00011397806244166075
Position 8856: 0.00010946786711134425
Position 23763: 0.0001035358490193156
Position 21937: 0.00010098321308720903
Position 326: 8.201999374008545e-05
Position 2976: 7.608377906964831e-05
Position 22237: 6.905501237990596e-05
Position 23812: 6.602829881625788e-05
Position 22852: 6.468008737497203e-05
Position 24258: 6.408398198888954e-05
Position 221: 5.325820227939087e-05
Position 177: 4.8956022402417124e-05
Position 22682: 4.069007786063299e-05
Position 23733: 2.6320683114400067e-05
Position 5744: 2.3992867228780328e-05
Position 269: 2.1381597133391694e-05
Position 531: 2.1366149852036607e-05
Position 22995: 2.114690849135205e-05
Position 3863: 2.0140921567113755e-05
Position 22861: 1.902577532670695e-05
Position 23478: 1.4411297781482037e-05
Position 1180: 1.1922450853980977e-05
Position 23580: 1.1532931767524588e-05
Position 22073: 1.0680083727621391e-05
Position 1324: 1.0644878564944498e-05
Position 22543: 8.442809422252636e-06
Position 23692: 8.244936688584208e-06
Position 811: 7.801253276646525e-06
Position 3535: 5.103495053942453e-06
Position 22540: 4.253228601343319e-06
Position 23202: 3.968084180766075e-06
Position 7675: 3.828230510831525e-06
Position 7813: 3.6753671191548455e-06
Position 98: 3.6197019102695346e-06
Position 21843: 3.597642499702311e-06
Position 23187: 3.5682354656312778e-06
Position 21949: 3.2801811787217535e-06
Position 22872: 2.891507500557078e-06
Position 7810: 2.782508034091394e-06
Position 22428: 2.606896191912902e-06
Position 7786: 2.59152649029929e-06
Position 22633: 2.5476335357320298e-06
Position 23033: 2.5194552875773977e-06
Position 1636: 2.031164121786555e-06
Position 4097: 1.998042384438124e-06
Position 3321: 1.6870628882886868e-06
Position 21982: 1.6299191893885189e-06
Position 22663: 1.6076920109930656e-06
Position 3042: 1.563977600163832e-06
Position 1756: 1.5157332419797555e-06
Position 195: 1.1812395938750627e-06
Position 3928: 1.012913773441952e-06
Position 3710: 7.949275297182105e-07
Position 747: 7.112919046242788e-07
Position 21952: 6.559719033311615e-07
Position 3900: 6.253459513307364e-07
Position 4000: 6.221286916940997e-07
Position 3318: 5.392981256972078e-07
Position 1471: 4.65487349521155e-07
Position 4909: 4.0035191322327626e-07
Position 22264: 3.981400472240312e-07
Position 1133: 1.2197655121242485e-07
Position 444: 1.0084721045694731e-07
Position 22027: 9.968743923975333e-08
Position 21967: 7.439666606151751e-08
Position 6930: 6.524094075760996e-08
Position 21973: 5.850213704531878e-08
Position 756: 4.7373141693954525e-08
Position 973: 4.466249008118973e-08
Position 7078: 3.226948483587599e-08
Position 6963: 3.2058097752857524e-08
Position 823: 1.852698184573935e-08
Position 4884: 1.844903144243721e-08
Position 1371: 1.734594554575584e-08
Position 22006: 1.4762354411611178e-08
Position 964: 1.4258669659166407e-08
Position 336: 7.2072170417645734e-09
Position 453: 5.99076549141276e-09
Position 22627: 1.922580584648795e-09
Position 548: 1.300703556399091e-09
Position 765: 2.2445874052478896e-10
Position 22404: 1.6597565248920025e-10
Position 271: 9.320151795808993e-11
