Gene = Bdp1
Position 15: 2.2524159861724237e-06
Position 767: 2.097072079158942e-06
Position 1686: 1.424563455259791e-06
Position 1762: 3.5861131456672424e-07
Position 2270: 2.9420847203116536e-07
Position 189: 1.1236796829248389e-07
Position 228: 2.3019645217926357e-09
Position 1646: 9.691061996658856e-10
Position 1841: 8.956621349619157e-10
Position 495: 2.2544098247376065e-10
Position 1920: 1.0181471221379934e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1253: 0.96945360519146
Position 1636: 0.9579280298824904
Position 1468: 0.14713921144394243
Position 960: 0.08656466610237237
Position 1651: 0.0268552910156057
Position 879: 0.02542491229962563
Position 2129: 0.020636493282171674
Position 1483: 0.015341252751873846
Position 1654: 0.006337054792924361
Position 731: 0.0055147111171338584
Position 2426: 0.0052430755391131905
Position 1068: 0.004948435133332733
Position 2453: 0.004464026493844619
Position 1060: 0.0038043528275473436
Position 1012: 0.0033312307015009725
Position 118: 0.0033100132783238827
Position 471: 0.0031846948098025337
Position 2255: 0.0016635965863818596
Position 784: 0.0014310149022858081
Position 2135: 0.001369576005820965
Position 894: 0.0012001604894049077
Position 906: 0.0011857520151130722
Position 503: 0.0011296037022701642
Position 2081: 0.0011006785246898169
Position 936: 0.0010585871560371653
Position 2442: 0.0010537011474144773
Position 1329: 0.0010259379304020616
Position 1920: 0.0007937975183239797
Position 2052: 0.0007587767314315689
Position 1282: 0.0005471502852512605
Position 1438: 0.0005243400903343744
Position 609: 0.0005198879174693051
Position 1997: 0.0004987444191075878
Position 1074: 0.00043687885302656727
Position 1888: 0.0004152776370718047
Position 2098: 0.0003980514966233078
Position 675: 0.0003731450085688825
Position 2102: 0.00032252992568515
Position 1451: 0.0002999644445089636
Position 1847: 0.00024042920534644738
Position 1646: 0.00020385616824157603
Position 678: 0.00019860199540774637
Position 2374: 0.00018425205455031715
Position 2411: 0.00017781007176406947
Position 787: 0.00015897537896758038
Position 474: 0.00015642942207066819
Position 1841: 0.00014668683458473616
Position 2061: 0.00012072821082154028
Position 2083: 0.00011057252771582367
Position 1752: 9.547584911139574e-05
Position 681: 9.48097857022942e-05
Position 507: 8.341152734049524e-05
Position 1885: 8.074634267780409e-05
Position 1035: 6.882412785478351e-05
Position 1671: 6.831644170313922e-05
Position 1039: 6.434794169041606e-05
Position 2257: 5.995487533018721e-05
Position 1708: 5.989380605942336e-05
Position 1834: 4.5570487807009276e-05
Position 390: 4.199773030117998e-05
Position 552: 3.5458358912257816e-05
Position 1948: 3.12531396554388e-05
Position 1492: 2.9238869122508554e-05
Position 2222: 2.388885723866183e-05
Position 1256: 2.261678899146355e-05
Position 1092: 2.1530006312318983e-05
Position 1726: 2.1045668264085784e-05
Position 1336: 1.9120190499566866e-05
Position 837: 1.7074565234599363e-05
Position 2339: 1.5926857107963274e-05
Position 1206: 1.4975889058753277e-05
Position 1119: 1.4470467445080199e-05
Position 563: 1.3115262251529001e-05
Position 1860: 1.308788081759545e-05
Position 2413: 1.1952190697153001e-05
Position 587: 1.1182966192460444e-05
Position 978: 1.0477342003252932e-05
Position 1016: 9.82283550668915e-06
Position 459: 8.20925593989385e-06
Position 1417: 7.187750664199499e-06
Position 1402: 6.579534440912763e-06
Position 254: 5.143314809080942e-06
Position 1309: 4.40299086871345e-06
Position 1137: 3.7444840649715435e-06
Position 1659: 3.3078248037429e-06
Position 2008: 3.026170863438722e-06
Position 1813: 2.964574711420888e-06
Position 2212: 2.29936412739903e-06
Position 1486: 2.286680325696306e-06
Position 1222: 1.8987931914185392e-06
Position 2380: 1.0191972316132035e-06
Position 2378: 9.012719009074803e-07
Position 246: 7.334099553661565e-07
Position 522: 3.813430852711902e-07
Position 63: 2.798968753089999e-07
Position 597: 1.3833914553366305e-07
Position 647: 6.492464108251267e-08
Position 1663: 3.520765816653474e-08
Position 163: 3.493976453697025e-08
Position 401: 3.238224865482007e-08
Position 791: 3.117420033699862e-08
Position 367: 1.755978487582816e-08
Position 213: 7.64143352684827e-09
Position 166: 7.341241767575598e-09
Position 1597: 7.191486536681933e-09
Position 204: 6.454240093883307e-09
Position 414: 6.075695224923243e-09
Position 185: 6.064725988862307e-09
Position 444: 5.062455032716157e-09
Position 1735: 4.167987236617315e-09
Position 616: 2.5096763031792542e-09
Position 181: 2.0455016231454014e-10
Position 369: 1.594171329047153e-10
Position 514: 1.355699294734605e-10
Position 258: 1.170700665379884e-10
Position 279: 1.0212552610596148e-10
Position 1768: 7.14705495245961e-11
Position 172: 3.2514995187342276e-11
Position 288: 3.068789143908214e-11
Position 282: 1.276789529843079e-11
Position 294: 3.893922346777307e-12
Position 291: 2.303914251239304e-12
Position 316: 1.8662549433235644e-12
Position 297: 5.829308031394212e-13
Position 261: 2.5052914794059443e-13
Position 318: 6.381409448519034e-14
Position 324: 5.18693430279877e-14
Position 421: 1.7552127464016044e-14
Position 155: 9.654479547352892e-15
Position 174: 4.919436937195635e-15
Position 313: 3.660916176429943e-15
