Gene = Cnb
Position 458: 0.00037400935342580193
Position 1586: 0.0003566178509558329
Position 1597: 0.00033443448422194226
Position 1956: 0.00027047872217893085
Position 618: 0.00024918999880454946
Position 1298: 0.0002364058250623868
Position 2323: 0.0002028453281716326
Position 1785: 0.00020125455363715345
Position 1010: 0.00013707570844974406
Position 994: 0.00013007729931799873
Position 563: 0.0001233467421460387
Position 2448: 0.0001205484004457213
Position 1752: 0.00012039765676203674
Position 1275: 0.00011871861994685637
Position 1059: 0.0001092760315353873
Position 1755: 0.00010667712510400537
Position 1709: 0.0001008433789107401
Position 2424: 8.63483751667089e-05
Position 2482: 8.300174220320462e-05
Position 2220: 7.497497580259921e-05
Position 1281: 7.13417753012766e-05
Position 2678: 7.11633603747135e-05
Position 360: 6.561105976995151e-05
Position 2690: 6.362790620162903e-05
Position 1161: 6.145021299508231e-05
Position 1302: 6.111033360066187e-05
Position 1155: 5.878974337979744e-05
Position 1007: 4.891828080834417e-05
Position 2685: 4.626036121252563e-05
Position 1126: 4.5339928712912205e-05
Position 431: 3.540118759871469e-05
Position 1758: 3.4934264920588824e-05
Position 2313: 3.3398831981881976e-05
Position 2328: 3.2612179429189895e-05
Position 1827: 2.9979450143514537e-05
Position 1248: 2.707659843555407e-05
Position 1078: 2.3588588274907566e-05
Position 2017: 2.302879942618309e-05
Position 462: 2.1481652638286594e-05
Position 1773: 1.985437403725048e-05
Position 1104: 1.8067229837469337e-05
Position 1824: 1.5304340732025736e-05
Position 96: 1.499778585415219e-05
Position 2487: 1.3223107596102843e-05
Position 388: 1.2867497575451301e-05
Position 902: 1.0564134414691734e-05
Position 436: 7.709060819922419e-06
Position 1212: 6.3388905349850444e-06
Position 519: 6.079370063028102e-06
Position 479: 6.0569192433237834e-06
Position 1343: 5.8968658377458564e-06
Position 894: 5.663454431757094e-06
Position 856: 5.610831877196929e-06
Position 878: 4.28739777757697e-06
Position 996: 4.037736142515452e-06
Position 2571: 3.872691717570283e-06
Position 818: 3.1557302672818666e-06
Position 2034: 3.0083020476670964e-06
Position 1833: 2.786845526806141e-06
Position 2428: 2.4513585892730537e-06
Position 575: 2.378334363055379e-06
Position 2185: 1.976931889837096e-06
Position 2506: 1.8869930815609062e-06
Position 1770: 1.7233497996656241e-06
Position 1474: 1.5751653352915349e-06
Position 1546: 1.228282342279217e-06
Position 2031: 1.0028528969939474e-06
Position 2191: 9.731917312585333e-07
Position 2118: 8.788635417439385e-07
Position 2496: 8.453154786417726e-07
Position 2255: 8.048549351576237e-07
Position 1989: 7.685779321099121e-07
Position 1649: 6.223241460376476e-07
Position 1329: 3.495544288205068e-07
Position 2179: 2.1870389991205085e-07
Position 2055: 2.132169780168478e-07
Position 2542: 2.072189728762752e-07
Position 2436: 1.881792549392136e-07
Position 2259: 1.8548956456419338e-07
Position 444: 8.81317851347049e-08
Position 105: 8.143200371229791e-08
Position 2344: 1.951281932400004e-08
Position 471: 1.8580605333318558e-08
Position 2395: 1.7200379833347942e-08
Position 225: 7.251177921968127e-09
Position 584: 5.292088417013639e-09
Position 2194: 4.478327525702087e-09
Position 581: 1.501729246717871e-09
Position 2272: 1.4448098002260503e-09
Position 371: 5.312271519502859e-14
